object			
volume	61157	Bégin	1823
orth	Genre		
entry	Genseng	0	
orth	Genseng		
entry	Gentiane	0	
orth	Gentiane		
entry	Gentianine	0	
orth	Gentianine		
entry	Géogénie	0	
orth	Géogénie		
entry	Géognosie	0	
orth	Géognosie		
entry	Géogonie	0	
orth	Géogonie		
entry	Géographie	0	
orth	Géographie		
entry	Géologie	0	
orth	Géologie		
entry	Géologue	0	
orth	Géologue		
entry	Géomancie	0	
orth	Géomancie		
entry	Géoscopie	0	
orth	Géoscopie		
entry	Géranion	0	
orth	Géranion		
entry	Gerçure	0	
orth	Gerçure		
entry	Germandrée	0	
orth	Germandrée		
entry	Germe	0	
orth	Germe		
entry	Germer	0	
orth	Germer		
entry	Germination	0	
orth	Germination		
entry	Gérocomie	0	
orth	Gérocomie		
entry	Gèsier	0	
orth	Gèsier		
entry	Gesse	1	
orth	Gesse		
pb	315	0325	
entry	Gesta	0	
orth	Gesta		
entry	Gestation	0	
orth	Gestation		
entry	Geste	0	
orth	Geste		
entry	Gesticulation	0	
orth	Gesticulation		
entry	Gibbosité	0	
orth	Gibbosité		
entry	Giboulée	0	
orth	Giboulée		
entry	Gigantologie	0	
orth	Gigantologie		
entry	Gigantostéologie	0	
orth	Gigantostéologie		
entry	Gigoté	0	
orth	Gigoté		
entry	Gin	0	
orth	Gin		
entry	Gingembre	0	
orth	Gingembre		
entry	Ginglyforme	0	
orth	Ginglyforme		
entry	Ginglyme	0	
orth	Ginglyme		
entry	Ginglymoïdal	0	
orth	Ginglymoïdal		
entry	Ginglymoïde	0	
orth	Ginglymoïde		
entry	Ginolles	0	
orth	Ginolles		
entry	Ginseng	0	
orth	Ginseng		
entry	Giroflier	0	
orth	Giroflier		
entry	Giroux	1	
orth	Giroux		
pb	316	0326	
entry	Givre	0	
orth	Givre		
entry	Glabelle	0	
orth	Glabelle		
entry	Glabre	0	
orth	Glabre		
entry	Glabriuscule	0	
orth	Glabriuscule		
entry	Glace	0	
orth	Glace		
entry	Glacial	0	
orth	Glacial		
entry	Gladié	0	
orth	Gladié		
entry	Glaire	0	
orth	Glaire		
entry	Glaireux	0	
orth	Glaireux		
entry	Gland	0	
orth	Gland		
entry	Glande	0	
orth	Glande		
entry	Glandé	0	
orth	Glandé		
entry	Glande	0	
orth	Glande		
entry	Glandiforme	1	
orth	Glandiforme		
pb	317	0327	
entry	Glandulaire	0	
orth	Glandulaire		
entry	Glanduleux	0	
orth	Glanduleux		
entry	Glaucome	0	
orth	Glaucome		
entry	Glayeul	0	
orth	Glayeul		
entry	Glène	0	
orth	Glène		
entry	Glénoïdal	0	
orth	Glénoïdal		
entry	Glénoïde	0	
orth	Glénoïde		
entry	Glénoïdien	0	
orth	Glénoïdien		
entry	Gliadine	0	
orth	Gliadine		
entry	Globe	0	
orth	Globe		
entry	Globulaire	0	
orth	Globulaire		
entry	Globule	0	
orth	Globule		
entry	Globuleux	0	
orth	Globuleux		
entry	Glossalgie	0	
orth	Glossalgie		
entry	Glossanthrax	0	
orth	Glossanthrax		
entry	Glossien	0	
orth	Glossien		
entry	Glossite	0	
orth	Glossite		
entry	Glossocatoche	1	
orth	Glossocatoche		
pb	318	0328	
entry	Glossocèle	0	
orth	Glossocèle		
entry	Glossocome	0	
orth	Glossocome		
entry	Glosso-épiglottique	0	
orth	Glosso-épiglottique		
entry	Glossographie	0	
orth	Glossographie		
entry	Glossohyal	0	
orth	Glossohyal		
entry	Glossologie	0	
orth	Glossologie		
entry	Glosso-palatin	0	
orth	Glosso-palatin		
entry	Glosso-pharyngien	0	
orth	Glosso-pharyngien		
entry	Glosso-staphylin	0	
orth	Glosso-staphylin		
entry	Glossotome	0	
orth	Glossotome		
entry	Glotte	0	
orth	Glotte		
entry	Glottéal	0	
orth	Glottéal		
entry	Glouteron	0	
orth	Glouteron		
entry	Glucyne	0	
orth	Glucyne		
entry	Glucynium	0	
orth	Glucynium		
entry	Glume	0	
orth	Glume		
entry	Glumelle	0	
orth	Glumelle		
entry	Gluten	0	
orth	Gluten		
entry	Glutinatif	0	
orth	Glutinatif		
entry	Glutineux	0	
orth	Glutineux		
entry	Glycyrrhizine	0	
orth	Glycyrrhizine		
entry	Gnathorrhagie	1	
orth	Gnathorrhagie		
pb	319	0329	
entry	Gnathospasme	0	
orth	Gnathospasme		
entry	Gnathocéphale	0	
orth	Gnathocéphale		
entry	Gobelet	0	
orth	Gobelet		
entry	Godronné	0	
orth	Godronné		
entry	Goethien	0	
orth	Goethien		
entry	Goitre	0	
orth	Goitre		
entry	Goitreux	0	
orth	Goitreux		
entry	Golfe	0	
orth	Golfe		
entry	Gomme	1	
orth	Gomme		
pb	320	0330	
entry	Gomphose	0	
orth	Gomphose		
entry	Gonacrasie	0	
orth	Gonacrasie		
entry	Gonagre	0	
orth	Gonagre		
entry	Gonalgie	0	
orth	Gonalgie		
entry	Gondole	0	
orth	Gondole		
entry	Gonuon (Saint-)	0	
orth	Gonuon (Saint-)		
entry	Gonflement	0	
orth	Gonflement		
entry	Gongrone	0	
orth	Gongrone		
entry	Gongyle	0	
orth	Gongyle		
entry	Goniomètre	0	
orth	Goniomètre		
entry	Gonocèle	0	
orth	Gonocèle		
entry	Gonocèle	0	
orth	Gonocèle		
entry	Gonoïde	0	
orth	Gonoïde		
entry	Gonophore	0	
orth	Gonophore		
entry	Gonorrhée	0	
orth	Gonorrhée		
entry	Gonozémie	0	
orth	Gonozémie		
entry	Gonyalgie	0	
orth	Gonyalgie		
entry	Gorge	0	
orth	Gorge		
entry	Gorgé	0	
orth	Gorgé		
entry	Gorgeret	2	
orth	Gorgeret		
pb	321	0331	
pb	322	0332	
entry	Gosier	0	
orth	Gosier		
entry	Gossypine	0	
orth	Gossypine		
entry	Goudron	0	
orth	Goudron		
entry	Gourmander	0	
orth	Gourmander		
entry	Gourme	0	
orth	Gourme		
entry	Gourme	0	
orth	Gourme		
entry	Gourmette	0	
orth	Gourmette		
entry	Gournai	0	
orth	Gournai		
entry	Gousse	0	
orth	Gousse		
entry	Gout	0	
orth	Gout		
entry	Goutte	1	
orth	Goutte		
pb	323	0333	
entry	Gouttes	0	
orth	Gouttes		
entry	Goutteux	0	
orth	Goutteux		
entry	Gouttière	1	
orth	Gouttière		
pb	324	0334	
entry	Gouvernail du testicule	0	
orth	Gouvernail du testicule		
entry	Graine	0	
orth	Graine		
entry	Grains	0	
orth	Grains		
entry	Graisse	0	
orth	Graisse		
entry	Graisseux	0	
orth	Graisseux		
entry	Grand  baume	0	
orth	Grand baume		
entry	Grande consoude	0	
orth	Grande consoude		
entry	Grande valériane	0	
orth	Grande valériane		
entry	Granulation	0	
orth	Granulation		
entry	Granulé	0	
orth	Granulé		
entry	Granuleux	0	
orth	Granuleux		
entry	Graphiode, Graphoïde	0	
orth	Graphiode		
orth	Graphoïde		
entry	Graphite	0	
orth	Graphite		
entry	Grappe	0	
orth	Grappe		
entry	Gras	0	
orth	Gras		
entry	Gras	0	
orth	Gras		
entry	Gras-fondure	1	
orth	Gras-fondure		
pb	325	0335	
entry	Grasset	0	
orth	Grasset		
entry	Grassayement	0	
orth	Grassayement		
entry	Gratelle	0	
orth	Gratelle		
entry	Gratiole	0	
orth	Gratiole		
entry	Gratte-cul	0	
orth	Gratte-cul		
entry	Grattoir	0	
orth	Grattoir		
entry	Gravatif	0	
orth	Gravatif		
entry	Grave	0	
orth	Grave		
entry	Gravelle	0	
orth	Gravelle		
entry	Gravelé	0	
orth	Gravelé		
entry	Graveleux	0	
orth	Graveleux		
entry	Gravier	0	
orth	Gravier		
entry	Gravimètre	0	
orth	Gravimètre		
entry	Gravitation	0	
orth	Gravitation		
entry	Gravité	0	
orth	Gravité		
entry	Graviter	0	
orth	Graviter		
entry	Grazay	0	
orth	Grazay		
entry	Greffe	0	
orth	Greffe		
entry	Grêle	0	
orth	Grêle		
entry	Grêle	0	
orth	Grêle		
entry	Gremil	1	
orth	Gremil		
pb	326	0336	
entry	Grenade	0	
orth	Grenade		
entry	Grenadier	0	
orth	Grenadier		
entry	Greniers	0	
orth	Greniers		
entry	Grenouille	0	
orth	Grenouille		
entry	Grenouillette	0	
orth	Grenouillette		
entry	Gréoulx	0	
orth	Gréoulx		
entry	Grésil	0	
orth	Grésil		
entry	Grimace	0	
orth	Grimace		
entry	Grimpane	0	
orth	Grimpane		
entry	Griotte	0	
orth	Griotte		
entry	Grippe	0	
orth	Grippe		
entry	Grippe	0	
orth	Grippe		
entry	Gris	0	
orth	Gris		
entry	Groseille	0	
orth	Groseille		
entry	Groseillier	0	
orth	Groseillier		
entry	Grossesse	1	
orth	Grossesse		
pb	327	0337	
entry	Grouillement	0	
orth	Grouillement		
entry	Gruau	0	
orth	Gruau		
entry	Guêpe	0	
orth	Guêpe		
entry	Guérie	0	
orth	Guérie		
entry	Guérison	0	
orth	Guérison		
entry	Guérissable	0	
orth	Guérissable		
entry	Gueuse	0	
orth	Gueuse		
entry	Gui	1	
orth	Gui		
pb	328	0338	
entry	Guimauve	0	
orth	Guimauve		
entry	Gustatif	0	
orth	Gustatif		
entry	Gustation	0	
orth	Gustation		
entry	Gutte	0	
orth	Gutte		
entry	Guttier	0	
orth	Guttier		
entry	Guttural	0	
orth	Guttural		
entry	Gutturo-maxillaire	0	
orth	Gutturo-maxillaire		
entry	Gutturo-palatin	0	
orth	Gutturo-palatin		
entry	Gymnase	0	
orth	Gymnase		
entry	Gymnaste	0	
orth	Gymnaste		
entry	Gymnastique	0	
orth	Gymnastique		
entry	Gymnocarpe	0	
orth	Gymnocarpe		
entry	Gymnospermie	0	
orth	Gymnospermie		
entry	Gymnospermique	0	
orth	Gymnospermique		
entry	Gynanthrope	0	
orth	Gynanthrope		
entry	Gynandrie	0	
orth	Gynandrie		
entry	Gynandrique	0	
orth	Gynandrique		
entry	Gynobase	0	
orth	Gynobase		
entry	Gynobasique	0	
orth	Gynobasique		
entry	Gynecologie	0	
orth	Gynecologie		
entry	Gynécomaste	0	
orth	Gynécomaste		
entry	Gypse	0	
orth	Gypse		
entry	Gypseux	0	
orth	Gypseux		
entry	Gyrome	0	
orth	Gyrome		
pb	329	0339	
entry	Habitation	0	
orth	Habitation		
entry	Habitude	0	
orth	Habitude		
entry	Hagard	0	
orth	Hagard		
entry	Haie-d’ectot	0	
orth	Haie-d’ectot		
entry	Haleine	0	
orth	Haleine		
entry	Halinitron, Halinitre, Halinatron	0	
orth	Halinitron		
orth	Halinitre		
orth	Halinatron		
entry	Halitueux	0	
orth	Halitueux		
entry	Halloville	0	
orth	Halloville		
entry	Hallucination	0	
orth	Hallucination		
entry	Halluciné	0	
orth	Halluciné		
entry	Halochimie	0	
orth	Halochimie		
entry	Halogène	0	
orth	Halogène		
entry	Halotechnie	0	
orth	Halotechnie		
entry	Halurgie	0	
orth	Halurgie		
entry	Hamac	0	
orth	Hamac		
entry	Hamdani	0	
orth	Hamdani		
entry	Hameçon	0	
orth	Hameçon		
entry	Hameçonné	0	
orth	Hameçonné		
entry	Hampe	0	
orth	Hampe		
entry	Hamulaire	0	
orth	Hamulaire		
entry	Hanche	0	
orth	Hanche		
entry	Haplotomie	0	
orth	Haplotomie		
entry	Happement	0	
orth	Happement		
entry	Haquenée	0	
orth	Haquenée		
entry	Haras	1	
orth	Haras		
pb	330	0340	
entry	Hareng	0	
orth	Hareng		
entry	Hargne	0	
orth	Hargne		
entry	Haricot	0	
orth	Haricot		
entry	Harmonie	0	
orth	Harmonie		
entry	Harper	0	
orth	Harper		
entry	Hasté	0	
orth	Hasté		
entry	Haut du devant	0	
orth	Haut du devant		
entry	Haut-mal	0	
orth	Haut-mal		
entry	Haut-somme	0	
orth	Haut-somme		
entry	Hauterive	0	
orth	Hauterive		
entry	Hèbete	0	
orth	Hèbete		
entry	Hecticopyre	0	
orth	Hecticopyre		
entry	Hectique	0	
orth	Hectique		
entry	Hectisie	0	
orth	Hectisie		
entry	Hédéré	0	
orth	Hédéré		
entry	Hedra	0	
orth	Hedra		
entry	Helcos	0	
orth	Helcos		
entry	Heletique	0	
orth	Heletique		
entry	Helcydrion	0	
orth	Helcydrion		
entry	Helcyster	0	
orth	Helcyster		
entry	Hélicien (grand)	0	
orth	Hélicien (grand)		
entry	Hélicoïde	0	
orth	Hélicoïde		
entry	Heliose	0	
orth	Heliose		
entry	Helix	0	
orth	Helix		
entry	Hellébore	0	
orth	Hellébore		
entry	Helléborisme	1	
orth	Helléborisme		
pb	331	0341	
entry	Helminthagogue	0	
orth	Helminthagogue		
entry	Helminthes	0	
orth	Helminthes		
entry	Helminthiase	0	
orth	Helminthiase		
entry	Helminthiasie	0	
orth	Helminthiasie		
entry	Helminthique	0	
orth	Helminthique		
entry	Helminthocorton	0	
orth	Helminthocorton		
entry	Helminthologie	0	
orth	Helminthologie		
entry	Helminthopyre	0	
orth	Helminthopyre		
entry	Hélopyre	0	
orth	Hélopyre		
entry	Hèlosis	0	
orth	Hèlosis		
entry	Hémagogue	0	
orth	Hémagogue		
entry	Hemalopie	0	
orth	Hemalopie		
entry	Hémaphobe	0	
orth	Hémaphobe		
entry	Hémaphobie	0	
orth	Hémaphobie		
entry	Hémastatique	0	
orth	Hémastatique		
entry	Hemataporie	0	
orth	Hemataporie		
entry	Hèmatémèse	0	
orth	Hèmatémèse		
entry	Hématémésie	0	
orth	Hématémésie		
entry	Hématine	0	
orth	Hématine		
entry	Hématite	0	
orth	Hématite		
entry	Hematocèle	0	
orth	Hematocèle		
entry	Hématochésie	0	
orth	Hématochésie		
entry	Hématode	1	
orth	Hématode		
pb	332	0342	
entry	Hématographie	0	
orth	Hématographie		
entry	Hématologie	0	
orth	Hématologie		
entry	Hématomphale	0	
orth	Hématomphale		
entry	Hématomphalocèle	0	
orth	Hématomphalocèle		
entry	Hématoncie	0	
orth	Hématoncie		
entry	Hematose	0	
orth	Hematose		
entry	Hématospilie	0	
orth	Hématospilie		
entry	Hématoxine	0	
orth	Hématoxine		
entry	Hématurie	0	
orth	Hématurie		
entry	Héméralope	0	
orth	Héméralope		
entry	Héméralopie	0	
orth	Héméralopie		
entry	Héméropathie	0	
orth	Héméropathie		
entry	Hémicrânie	0	
orth	Hémicrânie		
entry	Hémiencéphale	0	
orth	Hémiencéphale		
entry	Hémiopie	0	
orth	Hémiopie		
entry	Hémipagie	0	
orth	Hémipagie		
entry	Hémiplégie	0	
orth	Hémiplégie		
entry	Hemiplexie	0	
orth	Hemiplexie		
entry	Hémisphère	0	
orth	Hémisphère		
entry	Hémisphéroïde	0	
orth	Hémisphéroïde		
entry	Hémitritée	0	
orth	Hémitritée		
entry	Hémophobe	0	
orth	Hémophobe		
entry	Hémophobie	0	
orth	Hémophobie		
entry	Hémoplanie	0	
orth	Hémoplanie		
entry	Hémoproctie	1	
orth	Hémoproctie		
pb	333	0343	
entry	Hémoptoïque	0	
orth	Hémoptoïque		
entry	Hémoptyïque	0	
orth	Hémoptyïque		
entry	Hémoptysie	0	
orth	Hémoptysie		
entry	Hémoptysique	0	
orth	Hémoptysique		
entry	Hémorragie, Hémorrhagie	0	
orth	Hémorragie		
orth	Hémorrhagie		
entry	Hémorrhagique	0	
orth	Hémorrhagique		
entry	Hémorrhée	0	
orth	Hémorrhée		
entry	Hémorrhinie	0	
orth	Hémorrhinie		
entry	Hémorrhoïdaire	0	
orth	Hémorrhoïdaire		
entry	Hémorrhoïdal	0	
orth	Hémorrhoïdal		
entry	Hémorrhoïde	0	
orth	Hémorrhoïde		
entry	Hémorrhoscopie	0	
orth	Hémorrhoscopie		
entry	Hemostase	0	
orth	Hemostase		
entry	Hémostasie	0	
orth	Hémostasie		
entry	Hémostatique	0	
orth	Hémostatique		
entry	Hémurésie	0	
orth	Hémurésie		
entry	Henard	0	
orth	Henard		
entry	Henné	0	
orth	Henné		
entry	Hennebon	0	
orth	Hennebon		
entry	Hennir	0	
orth	Hennir		
entry	Hennissement	0	
orth	Hennissement		
entry	Hépar	0	
orth	Hépar		
entry	Hépatalgie	0	
orth	Hépatalgie		
entry	Hepatemphraxie	1	
orth	Hepatemphraxie		
pb	334	0344	
entry	Hépatique	0	
orth	Hépatique		
entry	Hépatirrhée	0	
orth	Hépatirrhée		
entry	Hépatisation	0	
orth	Hépatisation		
entry	Hépatisie	0	
orth	Hépatisie		
entry	Hépatite	0	
orth	Hépatite		
entry	Hépatocèle	0	
orth	Hépatocèle		
entry	Hépato-cystique	0	
orth	Hépato-cystique		
entry	Hépato-gastrique	0	
orth	Hépato-gastrique		
entry	Hépatographie	0	
orth	Hépatographie		
entry	Hépatologie	0	
orth	Hépatologie		
entry	Hépatomphale	0	
orth	Hépatomphale		
entry	Hépatoparectame	0	
orth	Hépatoparectame		
entry	Hépatophraxie	0	
orth	Hépatophraxie		
entry	Hépatotomie	0	
orth	Hépatotomie		
entry	Heptapharmacum	1	
orth	Heptapharmacum		
pb	335	0345	
entry	Herbe	0	
orth	Herbe		
entry	Herbier	0	
orth	Herbier		
entry	Herbier	0	
orth	Herbier		
entry	Herbivore	0	
orth	Herbivore		
entry	Herborisation	0	
orth	Herborisation		
entry	Herboriser	0	
orth	Herboriser		
entry	Herboriste	0	
orth	Herboriste		
entry	Héréditaire	0	
orth	Héréditaire		
entry	Hérédité	0	
orth	Hérédité		
entry	Hérissé	0	
orth	Hérissé		
entry	Hérissonné	0	
orth	Hérissonné		
entry	Hermaphrodisme	0	
orth	Hermaphrodisme		
entry	Hermaphrodite	0	
orth	Hermaphrodite		
entry	Hermétique	0	
orth	Hermétique		
entry	Herminé	0	
orth	Herminé		
entry	Hermodacte	0	
orth	Hermodacte		
entry	Hermodactyle	0	
orth	Hermodactyle		
entry	Herniaire	0	
orth	Herniaire		
entry	Hernie	1	
orth	Hernie		
pb	336	0346	
entry	Hernié	0	
orth	Hernié		
entry	Hernieux	0	
orth	Hernieux		
entry	Herniole	0	
orth	Herniole		
entry	Herpétique	0	
orth	Herpétique		
entry	Herpétologie	0	
orth	Herpétologie		
entry	Herpétologiste	0	
orth	Herpétologiste		
entry	Hétérocranie	0	
orth	Hétérocranie		
entry	Hétérogène	0	
orth	Hétérogène		
entry	Héterogéneité	0	
orth	Héterogéneité		
entry	Hétérophylle	0	
orth	Hétérophylle		
entry	Hétérorexie	0	
orth	Hétérorexie		
entry	Hétérotome	0	
orth	Hétérotome		
entry	Hexagynie	0	
orth	Hexagynie		
entry	Hexagynique	0	
orth	Hexagynique		
entry	Hexandrie	0	
orth	Hexandrie		
entry	Hexandrique	0	
orth	Hexandrique		
entry	Hexapétale	0	
orth	Hexapétale		
entry	Hexaphylle	1	
orth	Hexaphylle		
pb	337	0347	
entry	Hexaptère	0	
orth	Hexaptère		
entry	Hexathyride	0	
orth	Hexathyride		
entry	Hiatus	0	
orth	Hiatus		
entry	Hibernacle	0	
orth	Hibernacle		
entry	Hidroplanie	0	
orth	Hidroplanie		
entry	Hiera diacolocynthidos	0	
orth	Hiera diacolocynthidos		
entry	Hiera picra	0	
orth	Hiera picra		
entry	Hieropyre	0	
orth	Hieropyre		
entry	Highghate	0	
orth	Highghate		
entry	Hile	0	
orth	Hile		
entry	Hilofère	0	
orth	Hilofère		
entry	Hilon	0	
orth	Hilon		
entry	Hippanthropie	0	
orth	Hippanthropie		
entry	Hippiatre	0	
orth	Hippiatre		
entry	Hippiatrique	0	
orth	Hippiatrique		
entry	Hippobosque	0	
orth	Hippobosque		
entry	Hippocampe	0	
entry	Hippocratique	0	
orth	Hippocratique		
entry	Hippocratiste	0	
orth	Hippocratiste		
entry	Hippolithe	0	
orth	Hippolithe		
entry	Hippomanes	0	
orth	Hippomanes		
entry	Hippopathologie	0	
orth	Hippopathologie		
entry	Hippopotame	0	
orth	Hippopotame		
entry	Hippostéologie	0	
orth	Hippostéologie		
entry	Hippotomie	0	
orth	Hippotomie		
entry	Hippotomiste	0	
orth	Hippotomiste		
entry	Hirsute	0	
orth	Hirsute		
entry	Hispide	0	
orth	Hispide		
entry	Hispidite	0	
orth	Hispidite		
entry	Histogénie	1	
orth	Histogénie		
pb	338	0348	
entry	Histographie	0	
orth	Histographie		
entry	Histoire naturelle	0	
orth	Histoire naturelle		
entry	Histologie	0	
orth	Histologie		
entry	Histonomie	0	
orth	Histonomie		
entry	Holotonique	0	
orth	Holotonique		
entry	Holzbad	0	
orth	Holzbad		
entry	Homard	0	
orth	Homard		
entry	Homme	0	
orth	Homme		
entry	Homogène	0	
orth	Homogène		
entry	Homogenéité	0	
orth	Homogenéité		
entry	Homoïose	0	
orth	Homoïose		
entry	Homoïotomie	0	
orth	Homoïotomie		
entry	Homonopagie	0	
orth	Homonopagie		
entry	Homophage	0	
orth	Homophage		
entry	Homophagie	0	
orth	Homophagie		
entry	Homotone	0	
orth	Homotone		
entry	Hongre	0	
orth	Hongre		
entry	Honigstique	0	
orth	Honigstique		
entry	Honteux	0	
orth	Honteux		
entry	Hopital	0	
orth	Hopital		
entry	Hoquet	0	
orth	Hoquet		
entry	Hordeïne	0	
orth	Hordeïne		
entry	Horripilation	0	
orth	Horripilation		
entry	Horror	0	
orth	Horror		
entry	Hors	0	
orth	Hors		
entry	Hospice	0	
orth	Hospice		
entry	Houblon	0	
orth	Houblon		
entry	Houille	0	
orth	Houille		
entry	Houppe	1	
orth	Houppe		
pb	339	0349	
entry	Huché	0	
orth	Huché		
entry	Huile	3	
orth	Huile		
pb	340	0350	
pb	341	0351	
pb	342	0352	
entry	Huit	0	
orth	Huit		
entry	Huitre	0	
orth	Huitre		
entry	Humectant	0	
orth	Humectant		
entry	Humectation	0	
orth	Humectation		
entry	Huméral	0	
orth	Huméral		
entry	Huméro-cubital	0	
orth	Huméro-cubital		
entry	Huméro-olécranien	1	
orth	Huméro-olécranien		
pb	343	0353	
entry	Humero-sus-métacarpien	0	
orth	Humero-sus-métacarpien		
entry	Huméro-sus-radial	0	
orth	Huméro-sus-radial		
entry	Humérus	0	
orth	Humérus		
entry	Humeur	0	
orth	Humeur		
entry	Humeurs froides	0	
orth	Humeurs froides		
entry	Humide	0	
orth	Humide		
entry	Humidité	0	
orth	Humidité		
entry	Humoral	0	
orth	Humoral		
entry	Humorisme	0	
orth	Humorisme		
entry	Humoriste	0	
orth	Humoriste		
entry	Hyalite	0	
orth	Hyalite		
entry	Hyaloïde	0	
orth	Hyaloïde		
entry	Hyaloïdien	0	
orth	Hyaloïdien		
entry	Hydarthre	0	
orth	Hydarthre		
entry	Hydarthrose, Hydrarthrose	0	
orth	Hydarthrose		
orth	Hydrarthrose		
entry	Hydatide	0	
orth	Hydatide		
entry	Hydatidique	0	
orth	Hydatidique		
entry	Hydatidocèle	0	
orth	Hydatidocèle		
entry	Hydatigère	0	
orth	Hydatigère		
entry	Hydatisme	0	
orth	Hydatisme		
entry	Hydatoïde	0	
orth	Hydatoïde		
entry	Hydracide	0	
orth	Hydracide		
entry	Hydragogue	1	
orth	Hydragogue		
pb	344	0354	
entry	Hydrargyre	0	
orth	Hydrargyre		
entry	Hydrargyrie	0	
orth	Hydrargyrie		
entry	Hydrargyro-pneumatique	0	
orth	Hydrargyro-pneumatique		
entry	Hydrargyrose	0	
orth	Hydrargyrose		
entry	Hydrarthre	0	
orth	Hydrarthre		
entry	Hydrarthrosie	0	
orth	Hydrarthrosie		
entry	Hydrate	0	
orth	Hydrate		
entry	Hydraulique	0	
orth	Hydraulique		
entry	Hydrelaeon	0	
orth	Hydrelaeon		
entry	Hydrencéphale	0	
orth	Hydrencéphale		
entry	Hydrencéphalique	0	
orth	Hydrencéphalique		
entry	Hydrentérocèle	0	
orth	Hydrentérocèle		
entry	Hydrentéromphale	0	
orth	Hydrentéromphale		
entry	Hydriodate	0	
orth	Hydriodate		
entry	Hydriodate	0	
orth	Hydriodate		
entry	Hydriodique	0	
orth	Hydriodique		
entry	Hydroa	0	
orth	Hydroa		
entry	Hydrocarbonique	0	
orth	Hydrocarbonique		
entry	Hydrocardie	0	
orth	Hydrocardie		
entry	Hydrocèle	1	
orth	Hydrocèle		
pb	345	0355	
entry	Hydrocéphale	0	
orth	Hydrocéphale		
entry	Hydrocéphalie	0	
orth	Hydrocéphalie		
entry	Hydrocéphalite	0	
orth	Hydrocéphalite		
entry	Hydrocérame	0	
orth	Hydrocérame		
entry	Hydrochimie	0	
orth	Hydrochimie		
entry	Hydrochlorate	1	
orth	Hydrochlorate		
pb	346	0356	
entry	Hydrochlorique	0	
orth	Hydrochlorique		
entry	Hydrochloro-nitrique	0	
orth	Hydrochloro-nitrique		
entry	Hydrochloro-phosphate	0	
orth	Hydrochloro-phosphate		
entry	Hydrochloro-phosphorique	0	
orth	Hydrochloro-phosphorique		
entry	Hydro-cirsocèle	0	
orth	Hydro-cirsocèle		
entry	Hydrocyanate	0	
orth	Hydrocyanate		
entry	Hydrocyanique	0	
orth	Hydrocyanique		
entry	Hydrocyste	0	
orth	Hydrocyste		
entry	Hydroderme	0	
orth	Hydroderme		
entry	Hydrodynamique	0	
orth	Hydrodynamique		
entry	Hydro-encéphalocèle	0	
orth	Hydro-encéphalocèle		
entry	Hydro-entérocèle	0	
orth	Hydro-entérocèle		
entry	Hydro-entéro épiplocèle	0	
orth	Hydro-entéro épiplocèle		
entry	Hydro-entéromphale	0	
orth	Hydro-entéromphale		
entry	Hydro-épiplocèle	0	
orth	Hydro-épiplocèle		
entry	Hydro-épiplo-entérocèle	0	
orth	Hydro-épiplo-entérocèle		
entry	Hydro-épiplomphale	0	
orth	Hydro-épiplomphale		
entry	Hydrofluate	0	
orth	Hydrofluate		
entry	Hydrofluorique	0	
orth	Hydrofluorique		
entry	Hydrogale	0	
orth	Hydrogale		
entry	Hydrogène	1	
orth	Hydrogène		
pb	347	0357	
entry	Hydrogeneses	0	
orth	Hydrogeneses		
entry	Hydro-glosse	0	
orth	Hydro-glosse		
entry	Hydrologie	0	
orth	Hydrologie		
entry	Hydro-médiastine	0	
orth	Hydro-médiastine		
entry	Hydromel	0	
orth	Hydromel		
entry	Hydromelon	0	
orth	Hydromelon		
entry	Hydromètre	0	
orth	Hydromètre		
entry	Hydromètre	0	
orth	Hydromètre		
entry	Hydrométrie	0	
orth	Hydrométrie		
entry	Hydromphale	0	
orth	Hydromphale		
entry	Hydromuriate	0	
orth	Hydromuriate		
entry	Hydromuriatique	0	
orth	Hydromuriatique		
entry	Hydronose	0	
orth	Hydronose		
entry	Hydropedèse	0	
orth	Hydropedèse		
entry	Hydropéricarde	0	
orth	Hydropéricarde		
entry	Hydropéricardie	0	
orth	Hydropéricardie		
entry	Hydrophobe	0	
orth	Hydrophobe		
entry	Hydrophobie	0	
orth	Hydrophobie		
entry	Hydrophthalmie	0	
orth	Hydrophthalmie		
entry	Hydrophthorate	0	
orth	Hydrophthorate		
entry	Hydrophthorique	1	
orth	Hydrophthorique		
pb	348	0358	
entry	Hydro-physocèle	0	
orth	Hydro-physocèle		
entry	Hydrophysomètre	0	
orth	Hydrophysomètre		
entry	Hydropique	0	
orth	Hydropique		
entry	Hydropneumatique	0	
orth	Hydropneumatique		
entry	Hydropisie	0	
orth	Hydropisie		
entry	Hydro-pneumatocèle	0	
orth	Hydro-pneumatocèle		
entry	Hydropneumonie	0	
orth	Hydropneumonie		
entry	Hydropneumosarque	0	
orth	Hydropneumosarque		
entry	Hydropoïde	0	
orth	Hydropoïde		
entry	Hydropote	0	
orth	Hydropote		
entry	Hydropyrétique	0	
orth	Hydropyrétique		
entry	Hydrorachis	0	
orth	Hydrorachis		
entry	Hydrorrhodon	0	
orth	Hydrorrhodon		
entry	Hydrosaccharum	0	
orth	Hydrosaccharum		
entry	Hydro-sarcocèle	0	
orth	Hydro-sarcocèle		
entry	Hydrosarque	0	
orth	Hydrosarque		
entry	Hydroschéonie	0	
orth	Hydroschéonie		
entry	Hydroscopie	0	
orth	Hydroscopie		
entry	Hydro-séléniate	0	
