object			
volume	37019	Capuron	1806
orth	Papule		
entry	Paracuse	0	
orth	Paracuse		
entry	Paraglosse	0	
orth	Paraglosse		
entry	Paralysie	0	
orth	Paralysie		
entry	Paraphonie	0	
orth	Paraphonie		
entry	Paraphrosyne	0	
orth	Paraphrosyne		
entry	Paraphymosis	0	
orth	Paraphymosis		
entry	Paraplégie	0	
orth	Paraplégie		
entry	Parorchide	0	
orth	Parorchide		
entry	Parotide	0	
orth	Parotide		
entry	Panilis	0	
orth	Panilis		
entry	Pédarthrocace	0	
orth	Pédarthrocace		
entry	Pélagie	0	
orth	Pélagie		
foreign	mal rosso	ita	
foreign	mal del sole	ita	
entry	IPemphygus, pempliygue, feu persique	0	
orth	IPemphygus		
orth	pempliygue		
orth	feu persique		
entry	Périnéocèle	0	
orth	Périnéocèle		
entry	Periostose, hypcrostose	0	
orth	Periostose		
orth	hypcrostose		
entry	Pétéchies	0	
orth	Pétéchies		
entry	Phalacrote	0	
orth	Phalacrote		
entry	Phalangose	0	
orth	Phalangose		
entry	Phantasme	0	
orth	Phantasme		
entry	Philopatridalgie	0	
orth	Philopatridalgie		
entry	Philopatridomanie	0	
orth	Philopatridomanie		
entry	Phlegmasie	0	
orth	Phlegmasie		
entry	Phlogopyre	0	
orth	Phlogopyre		
entry	Phlyctène	0	
orth	Phlyctène		
entry	Phoxe	0	
orth	Phoxe		
entry	Phthisie	0	
orth	Phthisie		
entry	Phymosis	0	
orth	Phymosis		
entry	Pica	0	
orth	Pica		
entry	Pléthore	0	
orth	Pléthore		
entry	Pleurésie	0	
orth	Pleurésie		
entry	Pieurodynie	0	
orth	Pieurodynie		
pb	479		
entry	Phthiriase	0	
orth	Phthiriase		
entry	Plithisie	0	
orth	Plithisie		
entry	Pllygéthlon	0	
orth	Pllygéthlon		
entry	Physconie	0	
orth	Physconie		
entry	Physomètre	0	
orth	Physomètre		
entry	Pneumatocéle	0	
orth	Pneumatocéle		
entry	Pneumatose	0	
orth	Pneumatose		
entry	Pneumocèle	0	
orth	Pneumocèle		
entry	Pneumonitie	0	
orth	Pneumonitie		
entry	Pneumorrhagie	0	
orth	Pneumorrhagie		
entry	Polycholie	0	
orth	Polycholie		
entry	Polydipsie	0	
orth	Polydipsie		
entry	Polymérisine	0	
orth	Polymérisine		
entry	Polype	0	
orth	Polype		
entry	Polysarcie	0	
orth	Polysarcie		
entry	Porcelaine	0	
orth	Porcelaine		
entry	Pourriture d’hôpiial	0	
orth	Pourriture d’hôpiial		
entry	Pressure	0	
orth	Pressure		
entry	Priapisme	0	
orth	Priapisme		
entry	Proctalgie	0	
orth	Proctalgie		
entry	Proctitis	0	
orth	Proctitis		
entry	Proctoptose	0	
orth	Proctoptose		
entry	Prolapse, procidencè	0	
orth	Prolapse		
orth	procidencè		
entry	Proptome	0	
orth	Proptome		
entry	Prosopalgie	0	
orth	Prosopalgie		
entry	Psellismc	0	
orth	Psellismc		
entry	Pseudoblepsie	0	
orth	Pseudoblepsie		
entry	Psora	0	
orth	Psora		
entry	Psydracie	0	
orth	Psydracie		
entry	Ptylose	0	
orth	Ptylose		
entry	Ptyalisme	0	
orth	Ptyalisme		
entry	Pudendagre	0	
orth	Pudendagre		
entry	Pyogénie	0	
orth	Pyogénie		
entry	Pyorrliée	0	
orth	Pyorrliée		
entry	Pyurie	0	
orth	Pyurie		
entry	Rachialgie	0	
orth	Rachialgie		
entry	Raphanie	0	
orth	Raphanie		
entry	Rhacose	0	
orth	Rhacose		
entry	Khimose	0	
orth	Khimose		
entry	Rhœas	0	
orth	Rhœas		
entry	Rhumapyre	0	
orth	Rhumapyre		
entry	Rodation	0	
orth	Rodation		
entry	Saniodes	0	
orth	Saniodes		
entry	Sapropyre	0	
orth	Sapropyre		
entry	Sarcome	0	
orth	Sarcome		
entry	Sarrette	0	
orth	Sarrette		
entry	Satyriase	0	
orth	Satyriase		
entry	Scarlatine	0	
orth	Scarlatine		
entry	Scélotyrbe	0	
orth	Scélotyrbe		
entry	Sciatique	0	
orth	Sciatique		
entry	Scrophules	0	
orth	Scrophules		
entry	Sepsis	0	
orth	Sepsis		
pb	480		
entry	Séquestre	0	
orth	Séquestre		
entry	Somnambulisme	0	
orth	Somnambulisme		
entry	Spanopogon	0	
orth	Spanopogon		
entry	Spasmes	0	
orth	Spasmes		
entry	Spermatocèlf	0	
orth	Spermatocèlf		
entry	Sphacèle	0	
orth	Sphacèle		
entry	Splénalgie	0	
orth	Splénalgie		
entry	Splénemphraxis	0	
orth	Splénemphraxis		
entry	Splenitie	0	
orth	Splenitie		
entry	Splénocèle	0	
orth	Splénocèle		
entry	Spléno-parectame	0	
orth	Spléno-parectame		
entry	Staphylome	0	
orth	Staphylome		
entry	Stéatite	0	
orth	Stéatite		
entry	Stéatome	0	
orth	Stéatome		
entry	Stérilité	0	
orth	Stérilité		
entry	Stomacace	0	
orth	Stomacace		
entry	Strabisme	0	
orth	Strabisme		
entry	Strangurie	0	
orth	Strangurie		
entry	Strumes	0	
orth	Strumes		
entry	Stupeur	0	
orth	Stupeur		
entry	Stymatose	0	
orth	Stymatose		
entry	Suette	0	
orth	Suette		
entry	Symbléphare	0	
orth	Symbléphare		
entry	Syncope	0	
orth	Syncope		
entry	Synéchie	0	
orth	Synéchie		
entry	Synizésis	0	
orth	Synizésis		
entry	Syphilis, siphylis	0	
orth	Syphilis		
orth	siphylis		
foreign	bubas	spa	
entry	Teigne	0	
orth	Teigne		
entry	Ténesme	0	
orth	Ténesme		
entry	Tétartophie	0	
orth	Tétartophie		
entry	Therminthe	0	
orth	Therminthe		
entry	Thyrocèle	0	
orth	Thyrocèle		
entry	Tic	0	
orth	Tic		
entry	Tophus	0	
orth	Tophus		
entry	Trachélopbyme	0	
orth	Trachélopbyme		
entry	Trichiase	0	
orth	Trichiase		
entry	Trichome	0	
orth	Trichome		
entry	Trismus	0	
orth	Trismus		
entry	Tritéophie fSauvages)	0	
orth	Tritéophie fSauvages)		
entry	Tritœophie élodc	0	
orth	Tritœophie élodc		
entry	Tympanite	0	
orth	Tympanite		
entry	Typhus	0	
orth	Typhus		
entry	Typhus grave de Cullen	0	
orth	Typhus grave de Cullen		
entry	Typhus modéré	0	
orth	Typhus modéré		
entry	Uriase	0	
orth	Uriase		
entry	Varice	0	
orth	Varice		
entry	Varicelle	0	
orth	Varicelle		
entry	Varicocèle	0	
orth	Varicocèle		
pb	481		
entry	Varicomphale	0	
orth	Varicomphale		
entry	Variole	0	
orth	Variole		
entry	Vertige	0	
orth	Vertige		
entry	Vésanie	0	
orth	Vésanie		
entry	Vésicule	0	
orth	Vésicule		
entry	Vitilige	0	
orth	Vitilige		
entry	Volvulus	0	
orth	Volvulus		
entry	Vomique	0	
orth	Vomique		
entry	Xérasie	0	
orth	Xérasie		
entry	Zoster	0	
orth	Zoster		
