object			
volume	27898	Littré-Gilbert (21e éd.)	1908
orth	Adénosarcome		
entry	Adénosclérose	0	
orth	Adénosclérose		
entry	Adénoses	0	
orth	Adénoses		
entry	Adénosynchitonite	0	
orth	Adénosynchitonite		
entry	Adénotomie	0	
orth	Adénotomie		
entry	Adénotrichie	0	
orth	Adénotrichie		
entry	Adéphagie	0	
orth	Adéphagie		
entry	Adepte	0	
orth	Adepte		
entry	Adhatoda	0	
orth	Adhatoda		
entry	Adhérence	0	
orth	Adhérence		
term	Adhérence péricardiaque		
entry	Adhésif	0	
orth	Adhésif		
term	Emplâtre adhésif		
term	Inflammation adhésive		
term	Phlébite adhésive		
entry	Adhésivité	0	
orth	Adhésivité		
entry	Adiaphorése	0	
orth	Adiaphorése		
entry	Adiaphorétique	0	
orth	Adiaphorétique		
term	Esprit adiaphorétique		
entry	Adiapneustie	0	
orth	Adiapneustie		
entry	Adiarrhée	0	
orth	Adiarrhée		
entry	Adiathésique	0	
orth	Adiathésique		
term	Maladies adiathésiques		
entry	Adipeux	1	
orth	Adipeux		
term	Hyperplasie adipeuse		
term	Ligament adipeux		
term	Substitution adipeuse		
term	Tissu adipeux		
pb	26	0036	
term	Tumeurs adipeuses		
entry	Adipocire	0	
orth	Adipocire		
entry	Adipociriforme	0	
orth	Adipociriforme		
term	Tumeur adipociriforme		
entry	Adipome	0	
orth	Adipome		
entry	Adipose	0	
orth	Adipose		
term	Adipose douloureuse ou maladie de Dercum		
clique	Adipose douloureuse ou maladie de Dercum		
entry	Adipsie	0	
orth	Adipsie		
entry	Adjuvant	0	
orth	Adjuvant		
entry	Adjuvat	0	
orth	Adjuvat		
entry	Adminicule	0	
orth	Adminicule		
term	adminiculum		
entry	Adné	0	
orth	Adné		
term	Tunica adnata		
entry	Adolescence	0	
orth	Adolescence		
entry	Adonide, Adonis	0	
orth	Adonide		
orth	Adonis		
entry	Adonidine	0	
orth	Adonidine		
entry	Adoucissant	0	
orth	Adoucissant		
entry	Adoucissant	0	
orth	Adoucissant		
foreign	demulcens	lat	
foreign	θελκτικός	grc	
foreign	mildernd	deu	
foreign	lenitive	deu	
foreign	addolcitivo	ita	
term	Gargarisme adoucissant		
clique	Gargarisme adoucissant | Gargarisme		
entry	Adoxa	0	
orth	Adoxa		
entry	Adragant	0	
orth	Adragant		
entry	Adraganthine	0	
orth	Adraganthine		
entry	Adulte	0	
orth	Adulte		
term	Age adulte		
term	Adulte		
entry	Adultération	0	
orth	Adultération		
entry	Aduste	0	
orth	Aduste		
entry	Adustion	1	
orth	Adustion		
pb	27	0037	
entry	Adventice	0	
orth	Adventice		
term	Kyste adventice ou adventif		
term	Membrane adventice		
entry	Adynamico-ataxique	0	
orth	Adynamico-ataxique		
entry	Adynamie	0	
orth	Adynamie		
entry	Adynamique	0	
orth	Adynamique		
entry	Ædœite	0	
orth	Ædœite		
entry	Ædœoblennorrhée	0	
orth	Ædœoblennorrhée		
entry	Ædœodynie	0	
orth	Ædœodynie		
entry	Ædœographie	0	
orth	Ædœographie		
entry	Ædœologie	0	
orth	Ædœologie		
entry	Ædœom ycodermite	0	
orth	Ædœom ycodermite		
entry	Ædœopsophie	0	
orth	Ædœopsophie		
entry	Ædœoscopie	0	
orth	Ædœoscopie		
entry	Ædœotomie	0	
orth	Ædœotomie		
entry	Ægilops, Ægophonie	0	
orth	Ægilops		
orth	Ægophonie		
clique	Égilops		
clique	Égophonie		
entry	Æginétie	0	
orth	Æginétie		
term	Æginetia		
clique	Æginetia		
entry	Ægiphila	0	
orth	Ægiphila		
entry	Ægis	0	
orth	Ægis		
entry	Ægle	0	
orth	Ægle		
entry	Ægyptiac	0	
orth	Ægyptiac		
entry	Aérage, Aération	0	
orth	Aérage		
orth	Aération		
entry	Aéré	0	
orth	Aéré		
term	Alcali aéré		
term	Bau aérée		
entry	Aérentérectasie	0	
orth	Aérentérectasie		
entry	Aérhémoctonie	0	
orth	Aérhémoctonie		
entry	Aérien	0	
orth	Aérien		
term	Vésicule aérienne		
term	Voies aériennes		
term	conduits aériens		
entry	Aérifère	0	
orth	Aérifère		
term	Voies aérifères		
clique	Voies aérifères		
entry	Aérobie	0	
orth	Aérobie		
entry	Aérobie	0	
orth	Aérobie		
entry	Aérodermectasie	0	
orth	Aérodermectasie		
entry	Aéroductor	0	
orth	Aéroductor		
entry	Aerohydropathie	0	
orth	Aerohydropathie		
entry	Aérophagie	1	
orth	Aérophagie		
pb	28	0038	
entry	Aérophobie	0	
orth	Aérophobie		
entry	Aéropiésie	0	
orth	Aéropiésie		
clique	Aéropiésothérapie		
entry	Aéropiésisme	0	
orth	Aéropiésisme		
entry	Aéropiésothérapie	0	
orth	Aéropiésothérapie		
entry	Aéropléthysmographe	0	
orth	Aéropléthysmographe		
entry	Aéropleurie	0	
orth	Aéropleurie		
entry	Aéroscopie	0	
orth	Aéroscopie		
entry	Aérothérapeutique, Aérothérapie	0	
orth	Aérothérapeutique		
orth	Aérothérapie		
entry	Aérothermothérapie	0	
orth	Aérothermothérapie		
entry	Aérotonomètre	0	
orth	Aérotonomètre		
entry	Aérotropisme	0	
orth	Aérotropisme		
entry	Æsculine, Esculine	0	
orth	Æsculine		
orth	Esculine		
entry	Æsculinique, Æsculique	0	
orth	Æsculinique		
orth	Æsculique		
entry	Æsthésie, Æsthésiogène, Æsthésiologie, Æsthésiomètre, Æsthésodique, Esthésie, Esthésiogène, Esthésiologie, Esthesiomètre, Esthésodique	0	
orth	Æsthésie		
orth	Æsthésiogène		
orth	Æsthésiologie		
orth	Æsthésiomètre		
orth	Æsthésodique		
orth	Esthésie		
orth	Esthésiogène		
orth	Esthésiologie		
orth	Esthesiomètre		
orth	Esthésodique		
entry	Æthiops	0	
orth	Æthiops		
entry	Æthuse	0	
orth	Æthuse		
entry	Aétite	0	
orth	Aétite		
entry	Affadissement	0	
orth	Affadissement		
entry	Affaiblissement	0	
orth	Affaiblissement		
entry	Affaissement	0	
orth	Affaissement		
entry	Affectif	0	
orth	Affectif		
term	Facultés ou fonctions affectives		
term	Phénomènes affectifs		
entry	Affection	0	
orth	Affection		
term	Affections de l’âme		
term	Affection		
entry	Afférent	1	
orth	Afférent		
term	Vaisseaux afférents		
pb	29	0039	
entry	Affinage	0	
orth	Affinage		
entry	Affinité	0	
orth	Affinité		
term	Affinité des maladies, affinité morbide		
term	Affinité élective		
entry	Affium	0	
orth	Affium		
entry	Afflux	0	
orth	Afflux		
entry	Affrontement	0	
orth	Affrontement		
entry	Affronter	0	
orth	Affronter		
entry	Affusion	0	
orth	Affusion		
term	Grossesseafœtale		
entry	Agacement	0	
orth	Agacement		
term	Agacement des dents		
term	Agacement des nerfs		
entry	Agacin	0	
orth	Agacin		
entry	Agalactation	0	
orth	Agalactation		
entry	Agalacte	0	
orth	Agalacte		
entry	Agalactie, Agalaxie	0	
orth	Agalactie		
orth	Agalaxie		
entry	Agar-agar	0	
orth	Agar-agar		
entry	Agaric	0	
orth	Agaric		
term	Agaric blanc ou des pharmaciens		
term	Agaric du chêne, des chirurgiens		
term	Agaric comestible		
term	champignon de couche		
term	Agaric mousseron		
entry	Agaricine	0	
orth	Agaricine		
entry	Agati	0	
orth	Agati		
entry	Agave	1	
orth	Agave		
term	Agave cubensis		
pb	30	0040	
entry	Âge	0	
orth	Âge		
term	Age critique		
term	Age de retour		
term	Age moyen		
term	Ages paléontologiques ou préhistoriques de l’homme		
entry	Agène	0	
orth	Agène		
entry	Agenesie	0	
orth	Agenesie		
foreign	.agenesis	lat	
entry	Agénosome	0	
orth	Agénosome		
entry	Agent	0	
orth	Agent		
entry	Agérasie	0	
orth	Agérasie		
entry	Ageustie	0	
orth	Ageustie		
entry	Agglutinant, Agglutinatif	0	
orth	Agglutinant		
orth	Agglutinatif		
entry	Agglutinant, Agglutinatif	1	
orth	Agglutinant		
orth	Agglutinatif		
foreign	agglutinans	lat	
foreign	anklebend	deu	
foreign	agglutinative	eng	
foreign	conglutinativo	ita	
term	Bandelettes agglutinatives		
term	emplâtres agglutinatifs		
clique	Bandelettes agglutinatives | emplâtres agglutinatifs | Basdelette | Ejjplatre		
term	Remèdes agglutinants		
clique	Remèdes agglutinants		
term	Substance agglutinante		
clique	Substance agglutinante		
pb	31	0041	
entry	Agglutination	1	
orth	Agglutination		
term	agglutinatio		
term	Agglutination des microbes		
pb	32	0042	
entry	Agglutinine	0	
orth	Agglutinine		
clique	Substance agglutinante | Substance		
entry	Agissant	0	
orth	Agissant		
term	Médecine agissante		
entry	Agitation	0	
orth	Agitation		
term	Agitation morale		
entry	Agité	0	
orth	Agité		
entry	Aglobulie	0	
orth	Aglobulie		
entry	Aglossie	0	
orth	Aglossie		
entry	Aglossostomatographie	0	
orth	Aglossostomatographie		
entry	Aglossostome	0	
orth	Aglossostome		
entry	Agmatologie	0	
orth	Agmatologie		
entry	Agminé	0	
orth	Agminé		
term	Follicules agminés		
entry	Agnathe	0	
orth	Agnathe		
entry	Agnoscie	0	
orth	Agnoscie		
entry	Agnus-castus	0	
orth	Agnus-castus		
entry	Agomphiase, Agomphose	0	
orth	Agomphiase		
orth	Agomphose		
entry	Agonie	0	
orth	Agonie		
entry	Agonistique	0	
orth	Agonistique		
entry	Agoraphobie	0	
orth	Agoraphobie		
entry	Agrammatisme	0	
orth	Agrammatisme		
entry	Agraphie	0	
orth	Agraphie		
entry	Agrégat	0	
orth	Agrégat		
entry	Agrégatif	0	
orth	Agrégatif		
term	Pilules agrégatives		
entry	Agrégation	0	
orth	Agrégation		
entry	Agrégé	0	
orth	Agrégé		
entry	Agriothymie	0	
orth	Agriothymie		
entry	Agripaume	1	
orth	Agripaume		
pb	33	0043	
entry	Agrippa	0	
orth	Agrippa		
entry	Agrippinus partus	0	
orth	Agrippinus partus		
entry	Agrypnie	0	
orth	Agrypnie		
entry	Agrypnocoma	0	
orth	Agrypnocoma		
entry	Agrypnode	0	
orth	Agrypnode		
term	Fièvre agrypnode		
entry	Ai	0	
orth	Ai		
entry	Aichmophobie	0	
orth	Aichmophobie		
entry	Aides	0	
orth	Aides		
entry	Aige	0	
orth	Aige		
entry	Aigle-les-Bains	0	
orth	Aigle-les-Bains		
entry	Aigre	0	
orth	Aigre		
entry	Aigre-doux	0	
orth	Aigre-doux		
entry	Aigrelet	0	
orth	Aigrelet		
term	Saveur aigrelette		
entry	Aigremoine	0	
orth	Aigremoine		
entry	Aigreur	0	
orth	Aigreur		
term	Aigreurs		
entry	Aigu	0	
orth	Aigu		
term	Douleur aiguë		
term	Maladies aiguës		
entry	Aiguille	1	
orth	Aiguille		
term	Aiguille aimantée		
term	Aiguille asiatique		
term	Aiguille de Spix		
term	Aiguille à acupuncture		
term	Aiguille à bec-de-lièvre		
term	Aiguille à cataracte		
pb	34	0044	
term	Aiguille à contre-ouverture		
term	Aiguille à fistule		
term	Aiguille àinoculation		
term	Aiguille à ligature		
term	Aiguille mousse		
term	Aiguille-pince		
term	Aiguille à séton		
term	Aiguille à suture		
term	Baume d’aiguille		
entry	Aiguillé	0	
orth	Aiguillé		
term	Bistouri aiguillé		
entry	Aiguilleur	0	
orth	Aiguilleur		
clique	Phtisie des aiguiseurs | Phtisie		
entry	Aiguillon	1	
orth	Aiguillon		
pb	35	0045	
entry	Aiguiseur	0	
orth	Aiguiseur		
entry	Ail	0	
orth	Ail		
entry	Ailante	0	
orth	Ailante		
entry	Aile	0	
orth	Aile		
entry	Ailé	0	
orth	Ailé		
entry	Aileron	0	
orth	Aileron		
term	Ailerons de la matrice		
entry	Aimant	0	
orth	Aimant		
term	Aimant arsenical		
entry	Aine	0	
orth	Aine		
entry	Aïnhum	0	
orth	Aïnhum		
entry	Air	1	
orth	Air		
term	Airs		
term	Air comprimé		
pb	36	0046	
term	Air confiné		
term	Air déphlogistiqué, air du feu		
term	Air fixe		
term	Air inflammable		
term	Air liquide		
term	Air marin		
term	Air des montagnes		
term	Air phlogistique		
term	Air raréfié		
term	Air dans les veines		
term	Air vicié		
term	Air vital		
term	Dou-che d’air		
term	Tic en l’air		
entry	Aire	0	
orth	Aire		
term	Aire embryonnaire		
term	aire du germe		
term	aire obscure		
term	aire transparente ou lucide		
term	Aire vasculaire		
entry	Airigne	0	
orth	Airigne		
entry	Airol	0	
orth	Airol		
pb	37	0047	
entry	Air-tractor	0	
orth	Air-tractor		
entry	Aisselle	0	
orth	Aisselle		
entry	Aix	0	
orth	Aix		
entry	Aix-la-Chapelle	0	
orth	Aix-la-Chapelle		
entry	Aix-les-Bains	0	
orth	Aix-les-Bains		
entry	Ajutage	0	
orth	Ajutage		
entry	Akidopirastique	0	
orth	Akidopirastique		
clique	Explorateur		
clique	Trois-quarts		
entry	Akinésique	0	
orth	Akinésique		
clique	Acinétique		
entry	Akiurgie	0	
orth	Akiurgie		
entry	Aknémie	0	
orth	Aknémie		
entry	Akologie	0	
orth	Akologie		
entry	Akyanoblepsie	0	
orth	Akyanoblepsie		
entry	Alaire	1	
orth	Alaire		
term	Portion alaire du sphénoïde		
pb	38	0048	
entry	Alaise	0	
orth	Alaise		
entry	Alalie	0	
orth	Alalie		
entry	Alambic	0	
orth	Alambic		
entry	Alangier	0	
orth	Alangier		
foreign	Alangium	lat	
entry	Alaterne	0	
orth	Alaterne		
entry	Albaras	0	
orth	Albaras		
entry	Albâtre	0	
orth	Albâtre		
entry	Albide	0	
orth	Albide		
term	Couche albide profonde de la peau		
entry	Albinisme	0	
orth	Albinisme		
entry	Albinos	0	
orth	Albinos		
entry	Albiperle	0	
orth	Albiperle		
entry	Albizzie	0	
orth	Albizzie		
foreign	Albizzia	lat	
clique	Moucenna		
entry	Albuginé	0	
orth	Albuginé		
term	Fibre albuginée		
term	Tissus albuginés		
term	tissus blancs		
term	Tunique albuginée de l’œil		
term	Tunique albuginée du testicule		
entry	Albuginée	0	
orth	Albuginée		
term	Albuginée de l’épididyme		
clique	Albuginée de l’épididyme		
entry	Albugineux	0	
orth	Albugineux		
entry	Albuginite	0	
orth	Albuginite		
entry	Albugo	0	
orth	Albugo		
entry	Albumètre	1	
orth	Albumètre		
pb	39	0049	
entry	Albuminate	0	
orth	Albuminate		
term	Albuminate de fer		
entry	Albumine	0	
orth	Albumine		
term	albumina		
term	Albumine de l’œuf ou		
entry	Albumineux	0	
orth	Albumineux		
term	Aliments albumineux		
term	Cataracte albumineuse		
term	Eau albumineuse		
term	Exsudats albumineux		
term	Matière albumineuse		
term	Néphrite albumineuse, Urines albumineuses		
entry	Albuminimètre	0	
orth	Albuminimètre		
term	Albuminimètre d’Esbach		
term	Albuminimètre de Riegler		
entry	Albuminoïde	1	
orth	Albuminoïde		
term	Matières albuminoïdes		
pb	40	0050	
entry	Albuminose	0	
orth	Albuminose		
entry	Albuminurie	0	
orth	Albuminurie		
term	Albuminurie intermittente cyclique		
term	maladie de Pavy		
term	Albuminurie minima		
term	Albuminurie orthostatique		
term	Albuminurie physiologique		
entry	Albuminurique	0	
orth	Albuminurique		
entry	Albumoses	1	
orth	Albumoses		
pb	41	0051	
clique	Albumosurie		
entry	Albumosurie	0	
orth	Albumosurie		
term	propeptonurie		
clique	propeptonurie		
entry	Alcalescence	0	
orth	Alcalescence		
entry	Alcalescent	0	
orth	Alcalescent		
entry	Alcali	0	
orth	Alcali		
term	Alcali animal		
term	Alcali caustique		
term	Alcali déliquescent		
term	Alcali effervescent		
term	Alcali fixe		
term	Alcali marin		
term	alcali minéral		
term	Alcali végétal		
term	Alcali volatil		
entry	Alcalin	0	
orth	Alcalin		
entry	Alcalin	0	
orth	Alcalin		
term	alcalimis		
clique	alcalimis		
term	Bain alcalin		
clique	Bain alcalin | Bain		
term	Eau alcaline		
clique	Eau alcaline | Eau | Eau | Eau alcaline | Eau minérale		
term	Esprit alcalin		
clique	Esprit alcalin		
term	Lotion alcaline		
clique	Lotion alcaline | Lotion		
term	Tablette alcaline		
clique	Tablette alcaline | Tablette		
term	Teinture alcaline de Stahl		
clique	Teinture alcaline de Stahl | Azotate | Azotate de peroxyde de fer		
entry	Alcalinisme	0	
orth	Alcalinisme		
entry	Alcalinité	0	
orth	Alcalinité		
entry	Alcaliser	0	
orth	Alcaliser		
entry	Alcaloïde	0	
orth	Alcaloïde		
term	Alcaloïdes azotés ou animaux		
entry	Alcaloïmétrie	0	
orth	Alcaloïmétrie		
entry	Alcanna	0	
orth	Alcanna		
entry	Alcaptone	0	
orth	Alcaptone		
entry	Alcaptonurie	0	
orth	Alcaptonurie		
entry	Alcarsine	0	
orth	Alcarsine		
entry	Alcée	0	
orth	Alcée		
entry	Alchimille, Alchemille	0	
orth	Alchimille		
orth	Alchemille		
entry	Alchornée	0	
orth	Alchornée		
entry	Alcmelle	0	
orth	Alcmelle		
clique	Acmelle		
entry	Alcool	1	
orth	Alcool		
pb	42	0052	
entry	Alcoolat	0	
orth	Alcoolat		
term	Alcool absolu		
term	Alcool phéniqué		
term	Alcool deromarin		
term	Alcool de vin, éthylique, ordinaire, vinique		
term	esprit de vin		
entry	Alcoolat	1	
orth	Alcoolat		
pb	43	0053	
term	Alcoolat de citron		
clique	Alcoolat de citron | Citron		
term	Alcoolat de menthe		
clique	Alcoolat de menthe | Menthe		
term	Alcoolat de miel		
clique	Alcoolat de miel | Eau | Eau de miel		
entry	Alcoolate	0	
orth	Alcoolate		
term	Alcoolate de chloral		
entry	Alcoolature	0	
orth	Alcoolature		
entry	Alcoolé	0	
orth	Alcoolé		
term	Alcoolé de guaco		
term	Alcoolé de safran		
entry	Alcoolimétrie	0	
orth	Alcoolimétrie		
entry	Alcoolique	0	
orth	Alcoolique		
term	Un alcoolique		
entry	Alcoolique	0	
orth	Alcoolique		
foreign	alcoolicus	lat	
term	Boisson alcoolique		
clique	Boisson alcoolique | Boisson		
term	Délire alcoolique		
clique	Délire alcoolique | Alcoolisme | Delirium tremens		
term	Extrait alcoolique		
clique	Extrait alcoolique | Extrait		
term	Fermentation alcoolique		
clique	Fermentation alcoolique | Fermentation		
term	Intoxication alcoolique aiguë		
clique	Intoxication alcoolique aiguë | Alcoolisme | Alcoolisme aigu		
term	Intoxication alcoolique chronique		
clique	Intoxication alcoolique chronique | Alcoolisme | Alcoolisme chronique		
term	Liqueurs alcooliques		
clique	Liqueurs alcooliques		
term	Médicaments alcooliques		
clique	Médicaments alcooliques		
term	Teinture alcoolique		
clique	Teinture alcoolique | Teinture		
entry	Alcoolisé	0	
orth	Alcoolisé		
term	Bandage alcoolisé		
entry	Alcoolisme	1	
orth	Alcoolisme		
pb	44	0054	
entry	Alcoolotif	0	
orth	Alcoolotif		
entry	Alcoomel	0	
orth	Alcoomel		
entry	Alcoomellé	0	
orth	Alcoomellé		
entry	Alcornoque	0	
orth	Alcornoque		
entry	Alcruelle	0	
orth	Alcruelle		
foreign	Alcruella	lat	
entry	Alcyon	0	
orth	Alcyon		
entry	Aldéhyde	0	
orth	Aldéhyde		
term	Aldéhyde ordinaire ou vinique		
entry	Aldéhydique	0	
orth	Aldéhydique		
entry	Ale	0	
orth	Ale		
entry	Alécithe	0	
orth	Alécithe		
entry	Alectoria	0	
orth	Alectoria		
entry	Alembroth	0	
orth	Alembroth		
term	Sel alembroth		
term	sel de la sagesse		
entry	Alep	0	
orth	Alep		
clique	Bouton d’alep		
entry	Alèse	0	
orth	Alèse		
entry	Alet	0	
orth	Alet		
entry	Aletris	0	
orth	Aletris		
entry	Aleucémique	0	
orth	Aleucémique		
clique	Lymphadénie		
entry	Aleurites	0	
orth	Aleurites		
clique	Noix de Bancoul | Noix		
entry	Alexander	0	
orth	Alexander		
term	Opération d’Alexander		
clique	Opération d’Alexander		
entry	Alexie	0	
orth	Alexie		
clique	Cécité verbale		
entry	Alexine	0	
orth	Alexine		
pb	45	0055	
entry	Alexipharmaque	0	
orth	Alexipharmaque		
entry	Alexipyrétique	0	
orth	Alexipyrétique		
entry	Alexitère	0	
orth	Alexitère		
entry	Alèze, Alèse, Alaise	0	
orth	Alèze		
orth	Alèse		
orth	Alaise		
entry	Algalie	0	
orth	Algalie		
entry	Algaroth, Algeroth	0	
orth	Algaroth		
orth	Algeroth		
entry	Algedo	0	
orth	Algedo		
entry	Alger	0	
orth	Alger		
entry	Algésimètre	0	
orth	Algésimètre		
entry	Algide	0	
orth	Algide		
term	Fièvre algide		
entry	Algidité	0	
orth	Algidité		
entry	Algie	0	
orth	Algie		
term	Algie hystérique, algie hypocondriaque		
clique	Algie hystérique, algie hypocondriaque		
entry	Algopoiétique	0	
orth	Algopoiétique		
entry	Algostase	0	
orth	Algostase		
entry	Algues	0	
orth	Algues		
entry	Alhagi	0	
orth	Alhagi		
entry	Alhama-de-Aragon	0	
orth	Alhama-de-Aragon		
entry	Alhama-de-Murgie	0	
orth	Alhama-de-Murgie		
entry	Alhandal	0	
orth	Alhandal		
entry	Alibert	0	
orth	Alibert		
term	Maladie d’Alibert		
clique	Maladie d’Alibert | Mycosis | Mycosis fongoïde		
entry	Alibile	0	
orth	Alibile		
term	Substance alibile		
entry	Alibilité	0	
orth	Alibilité		
entry	Aliboufier	0	
orth	Aliboufier		
entry	Aliénation	1	
orth	Aliénation		
term	Aliénation d’esprit		
pb	46	0056	
entry	Aliéné	0	
orth	Aliéné		
term	Asile ou maison d’aliénés		
term	Paralysie des aliénés		
term	Aliéné voyageur		
entry	Aliéniste	0	
orth	Aliéniste		
entry	Aliforme	0	
orth	Aliforme		
term	Muscles aliformes		
entry	Aliment	1	
orth	Aliment		
pb	47	0057	
term	Aliments albumineux		
term	Aliments azotés		
term	Aliments carbonés		
term	Aliments d’épargne		
term	Aliments féculents, farineux, amylacés		
term	Aliments fibrineux		
term	Aliments gélatineux		
term	Aliments gras		
term	Aliments maigres		
term	Aliments mucilagineux ou aqueux		
term	Aliments oléagineux		
entry	Alimentaire	0	
orth	Alimentaire		
term	Bol alimentaire		
term	Canal ou conduit alimentaire		
term	Régime alimentaire		
term	Substances alimentaires		
entry	Alimentation	0	
orth	Alimentation		
term	Alimentation extra-buccale		
term	Alimentation insuffisante		
term	Alimentation des malades		
term	Alimentation rectale		
term	Alimentation sous-cutanée		
entry	Alimenteux	0	
orth	Alimenteux		
entry	Alimentivité	0	
orth	Alimentivité		
entry	Aliptique	0	
orth	Aliptique		
entry	Alise	0	
orth	Alise		
entry	Alisier	0	
orth	Alisier		
entry	Alitement	0	
orth	Alitement		
entry	Alizier	0	
orth	Alizier		
entry	Alk	0	
orth	Alk		
