object			
volume	07399	Castelli	1746
foreign	Humectation	fra	
foreign	Mouillure	fra	
foreign	Moiteur	fra	
foreign	Bagnamento	ita	
foreign	Inhumidita	ita	
entry	HUMERUS	0	
orth	HUMERUS		
foreign	Ketf	ara	
foreign	Mancab	ara	
foreign	Kteph	heb	
foreign	Schebhet	heb	
foreign	ὦμος	grc	
foreign	Epaule	fra	
foreign	Spalla	ita	
foreign	Humero	ita	
entry	HUMOR, HUMIDUS	0	
orth	HUMOR		
orth	HUMIDUS		
foreign	Chilt	ara	
foreign	Nadvah	ara	
foreign	Nadvit	ara	
foreign	Munedi	ara	
foreign	Rutuba	ara	
foreign	Ratab	ara	
foreign	Leach	heb	
foreign	Lechah	heb	
foreign	Leschad	heb	
foreign	Teria	heb	
foreign	Ratobh	heb	
foreign	ὑγρασία	grc	
foreign	ὑγρὸς	grc	
foreign	ἰκμὰς	grc	
foreign	Humeur	fra	
foreign	Humide	fra	
foreign	Humore	ita	
foreign	Humido	ita	
entry	HYACINTHUS	0	
orth	HYACINTHUS		
foreign	Jacuta	ara	
foreign	ὑάκινθος	grc	
foreign	Hyacinte	fra	
foreign	Iacinto	ita	
entry	HYDATIS, AQUULA	0	
orth	HYDATIS		
orth	AQUULA		
foreign	Sarnac	ara	
foreign	Schernac	ara	
foreign	Aximath	ara	
foreign	ὕδατις	grc	
foreign	Bourgeon	fra	
foreign	Ampoule d’eau	fra	
foreign	Acquetta	ita	
foreign	Broffola piena di aqua.	ita	
entry	HYDROPS, HYDROPICUS	0	
orth	HYDROPS		
orth	HYDROPICUS		
foreign	Jarcan	ara	
foreign	Muallal	ara	
foreign	Baliarcan	ara	
foreign	Haben	ara	
foreign	Nasch albatan	ara	
foreign	Manfuch	ara	
foreign	Nodi	heb	
foreign	Schiccu	heb	
foreign	ὕδροψ	grc	
foreign	ὑδρωπικὸς	grc	
foreign	Hydropisie	fra	
foreign	Hydropique	fra	
foreign	Hidropisia	ita	
foreign	Hidropico	ita	
entry	HYEMS	0	
orth	HYEMS		
foreign	Schiti	ara	
foreign	Schetva	ara	
foreign	Kon	heb	
foreign	χειμών	grc	
foreign	Hyver	fra	
foreign	Inverno	ita	
entry	HYPOCHONDRIA	0	
orth	HYPOCHONDRIA		
foreign	Mesemen	ara	
foreign	Chomesch	heb	
foreign	ὑποχόνδρια	grc	
foreign	Hypochondres	fra	
foreign	Tela, che sta intorno al cuore	ita	
entry	HYPOCHONDRIACUS	0	
orth	HYPOCHONDRIACUS		
foreign	Serafif	ara	
foreign	Chamusch	heb	
foreign	ὑποχονδριακὸς	grc	
foreign	Hypochondriaque	fra	
foreign	Hippocondriaco	ita	
entry	JASPIS	0	
orth	JASPIS		
foreign	Hagar	ara	
foreign	Jaspe	ara	
foreign	Jaschpe	heb	
foreign	ἴασπις	grc	
foreign	Jaspe	fra	
foreign	Pietra Jaspe	ita	
foreign	Jaspide	ita	
entry	ICTERUS, ICTERITIA	0	
orth	ICTERUS		
orth	ICTERITIA		
foreign	Jarcan	ara	
foreign	Jeracon	heb	
foreign	ἴκτερος	grc	
foreign	Jaunisse	fra	
foreign	Itteritia	ita	
foreign	Icteritia	ita	
entry	ICTUS, PERCUSSIO	0	
orth	ICTUS		
orth	PERCUSSIO		
foreign	Galdah	ara	
foreign	Paam	heb	
foreign	Makkeh	heb	
foreign	Maccab	heb	
foreign	πλῆξις	grc	
foreign	πληγὴ	grc	
foreign	Coup	fra	
foreign	Frappement	fra	
foreign	Action de frapper	fra	
foreign	Colpo	ita	
foreign	Percossa	ita	
foreign	Ferita	ita	
entry	JEJUNUM	0	
orth	JEJUNUM		
foreign	Alsain	ara	
foreign	Dsain	ara	
foreign	νῆστυ	grc	
foreign	Jeun	fra	
foreign	Digiuno	ita	
entry	ILIA	0	
orth	ILIA		
foreign	Hazarti	ara	
foreign	Kesalim	heb	
foreign	Daphe	heb	
foreign	λαγῶνες	grc	
foreign	Flancs	fra	
foreign	Fianchi	ita	
entry	ILIACA, ILEUS	0	
orth	ILIACA		
orth	ILEUS		
foreign	Vaga almaa	ara	
foreign	εἰλεὸς	grc	
foreign	εἰλιακὴ	grc	
foreign	Iliaque passion	fra	
foreign	Iliaca	ita	
entry	IMPETIGO, LICHEN	0	
orth	IMPETIGO		
orth	LICHEN		
foreign	Cuba	ara	
foreign	Scere	ara	
foreign	Usag	ara	
foreign	Haziza	ara	
foreign	Chazaz	heb	
foreign	Chaziz	heb	
foreign	Jallephet	heb	
foreign	λειχὴν	grc	
foreign	Galle	fra	
foreign	Gratelle	fra	
foreign	Feu volage	fra	
foreign	Volatica	ita	
entry	IMPRAEGNATIO	0	
orth	IMPRAEGNATIO		
foreign	Haml	ara	
foreign	ἑγκυμοσύνη	grc	
foreign	Engrossement des femelles	fra	
foreign	Ingravidazione	ita	
foreign	Impregnazione	ita	
entry	IMPURITAS, IMPURUS	0	
orth	IMPURITAS		
orth	IMPURUS		
foreign	Chacesa	ara	
foreign	Tumcah	heb	
foreign	Tame	heb	
foreign	Tinufa	heb	
foreign	Tanuf	heb	
foreign	ἀκαθαρσία	grc	
foreign	ἀκαθαρτὸς	grc	
foreign	Ordure	fra	
foreign	Sâleté	fra	
foreign	Sâle	fra	
foreign	Sporchezza	ita	
foreign	Sporco	ita	
entry	INCISIO	0	
orth	INCISIO		
foreign	Lachat	ara	
foreign	Seret	heb	
foreign	Sareta	heb	
foreign	τομὴ	grc	
foreign	διακοπὴ	grc	
foreign	Incision	fra	
foreign	Taglio	ita	
foreign	Tagliatura	ita	
entry	INCRASSANS, INCRASSATIO	0	
orth	INCRASSANS		
orth	INCRASSATIO		
foreign	Tegill	ara	
foreign	Maebheh	heb	
foreign	παχυντικὸν	grc	
foreign	παχυσμὸς	grc	
foreign	Epaississement	fra	
foreign	Ingrossamento	ita	
foreign	Ingrossante	ita	
entry	INCUBUS, EPHIALTES	0	
orth	INCUBUS		
orth	EPHIALTES		
foreign	Gatum	ara	
foreign	Chanic	ara	
foreign	Kibus	ara	
foreign	Kabus	ara	
foreign	Alantifac	ara	
foreign	Altatum	ara	
foreign	Alcatum	ara	
foreign	Kabuds	heb	
foreign	ἐφιάλτης	grc	
foreign	Coche-mare	fra	
foreign	Incubo	ita	
foreign	Incubito	ita	
entry	INEDIA	0	
orth	INEDIA		
foreign	Goi	ara	
foreign	νηστείη	grc	
foreign	Faute de boire et de manger	fra	
foreign	Astinenza	ita	
foreign	Dieta	ita	
entry	INFANTIA, INFANS	0	
orth	INFANTIA		
orth	INFANS		
foreign	Tofula	ara	
foreign	Tofolia	ara	
foreign	Tifl	ara	
foreign	Jancuth	heb	
foreign	Jeleth	heb	
foreign	Naar	heb	
foreign	Elem	heb	
foreign	Taph	heb	
foreign	Pirchak	heb	
foreign	βρέφος	grc	
foreign	Enfance	fra	
foreign	Enfant	fra	
foreign	Fanciulezza	ita	
foreign	Fanciullo	ita	
foreign	Bambino	ita	
entry	INFLAMMATIO	0	
orth	INFLAMMATIO		
foreign	Tahab	ara	
foreign	Acasus	ara	
foreign	Gargur	heb	
foreign	Beherah	heb	
foreign	φλεγμονὴ	grc	
foreign	Inflammation	fra	
foreign	Embrasement	fra	
foreign	Inflammazione	ita	
entry	INFLATIO	0	
orth	INFLATIO		
foreign	Nasch	ara	
foreign	ἐμφύσημα	grc	
foreign	Inflation	fra	
foreign	Enflure	fra	
foreign	lnfiatura	ita	
foreign	Infiazione	ita	
foreign	Gonfiamento	ita	
entry	INFLUXUS	0	
orth	INFLUXUS		
foreign	Mazhaca	ara	
foreign	ἀπόῤῥοια	grc	
foreign	Influence	fra	
foreign	Influsso	ita	
entry	INFUSIO, lNFUSUM	0	
orth	INFUSIO		
orth	lNFUSUM		
foreign	Naca	ara	
foreign	Naka	ara	
foreign	Muntaca	ara	
foreign	Kabb	ara	
foreign	Jetsica	heb	
foreign	Muzak	heb	
foreign	ἔγχυσις	grc	
foreign	ἔγχυτον	grc	
foreign	Infusion	fra	
foreign	Infus	fra	
foreign	Infusione	ita	
foreign	Infuso	ita	
entry	INGENIUM	0	
orth	INGENIUM		
foreign	Gil	ara	
foreign	Hadâca	ara	
foreign	Chiel	ara	
foreign	Sechel	heb	
foreign	Haskel	heb	
foreign	Binad	heb	
foreign	νοῦς	grc	
foreign	διάνοια	grc	
foreign	εὐφυΐα	grc	
foreign	Naturel	fra	
foreign	Ingegno	ita	
entry	INGREDIENTIΑ	0	
orth	INGREDIENTIΑ		
foreign	Dachila	ara	
foreign	εἰσερχόμενα	grc	
foreign	Entrants	fra	
foreign	Ingrediens	fra	
foreign	Entranti	ita	
entry	INGUEN	0	
orth	INGUEN		
foreign	Haleb	ara	
foreign	Halebetein	ara	
foreign	Arbut	ara	
foreign	Arbitin	ara	
foreign	βουβῶνες	grc	
foreign	Aine	fra	
foreign	Inguinaglia	ita	
entry	INQUIETUDO	0	
orth	INQUIETUDO		
foreign	Rescha	heb	
foreign	ἀλυσμὸς	grc	
foreign	ἄση	grc	
foreign	Inquiétude	fra	
foreign	Inquietudine	ita	
entry	INSANIA, INSANUS	0	
orth	INSANIA		
orth	INSANUS		
foreign	Beleh	ara	
foreign	Ebleh	ara	
foreign	Vasuso	ara	
foreign	Vasus	ara	
foreign	Schiggaon	heb	
foreign	Meschügga	heb	
foreign	ἄνοια	grc	
foreign	μανία	grc	
foreign	μωρὸς	grc	
foreign	ἐμμανὴς	grc	
foreign	Furie	fra	
foreign	Rage	fra	
foreign	lnsensé	fra	
foreign	Hors de sens	fra	
foreign	Pazzia	ita	
foreign	Pazzo	ita	
entry	INSIPIDUS, INSIPIDITAS	0	
orth	INSIPIDUS		
orth	INSIPIDITAS		
foreign	Zehema	ara	
foreign	Biletib	ara	
foreign	Masich	ara	
foreign	Mischa	ara	
foreign	Chesil	heb	
foreign	Nabal	heb	
foreign	Evil	heb	
foreign	ἄποιος	grc	
foreign	ἀποιότης	grc	
foreign	Senza sapore	ita	
entry	INSPIRATIO	0	
orth	INSPIRATIO		
foreign	Taufas	ara	
foreign	Habba	ara	
foreign	Hubub	ara	
foreign	ἐμπνοὴ	grc	
foreign	Inspiration	fra	
foreign	Inspirazione	ita	
entry	INSPISSATIΟ	0	
orth	INSPISSATIΟ		
foreign	Tacatf	ara	
foreign	Mucattif	ara	
foreign	πύκνωσις	grc	
foreign	Epaississement	fra	
foreign	Ispessimento	ita	
entry	INSTRUMENTUM	0	
orth	INSTRUMENTUM		
foreign	Alach	ara	
foreign	Gamedui	ara	
foreign	Keli	heb	
foreign	ὄργανον	grc	
foreign	Instruement	fra	
foreign	lnstrumento	ita	
pb	p. 777		
entry	INTELLECTUS	0	
orth	INTELLECTUS		
foreign	Binah	ara	
foreign	Aql	ara	
foreign	Sechel	heb	
foreign	Haskel	heb	
foreign	διάνοια	grc	
foreign	Intellect	fra	
foreign	Entendement	fra	
foreign	Intelligenza	ita	
foreign	Intendimento	ita	
entry	INTEMPERIES	0	
orth	INTEMPERIES		
foreign	Ifrat	ara	
foreign	ἀκρασία	grc	
foreign	Immodération	fra	
foreign	Intempérance	fra	
foreign	Immoderazione	ita	
entry	INTESTINUM	0	
orth	INTESTINUM		
foreign	Batan	ara	
foreign	Bavatin	ara	
foreign	Dachil	ara	
foreign	Mazran	ara	
foreign	Mazarin	ara	
foreign	Kerebh	heb	
foreign	Kerabhim	heb	
foreign	ἔντερον	grc	
foreign	ἔντερα	grc	
foreign	Entrailles	fra	
foreign	Intestins	fra	
foreign	Entraglie	ita	
foreign	lnteriori	ita	
entry	INUNCTIO	0	
orth	INUNCTIO		
foreign	Tamarich	ara	
foreign	χρίσμα	grc	
foreign	χρίσις	grc	
foreign	ἄλειμμα	grc	
foreign	Onction	fra	
foreign	Onzione	ita	
foreign	Unguento	ita	
entry	IRRIGATIO	0	
orth	IRRIGATIO		
foreign	Zarzif	heb	
foreign	Ri	heb	
foreign	Schikú	heb	
foreign	ἐμβροχὴ	grc	
foreign	ἀρδεία	grc	
foreign	Arrosement	fra	
foreign	Adacquamento	ita	
foreign	lnacquamento	ita	
entry	IRRITATIO	0	
orth	IRRITATIO		
foreign	Magadbah	ara	
foreign	Regaz	heb	
foreign	Razga	heb	
foreign	Argzot	heb	
foreign	Naatsa	heb	
foreign	Neatsa	heb	
foreign	ἐρεθισμὸς	grc	
foreign	Irritation	fra	
foreign	Irritazione	ita	
entry	ISCHIATICA, ISCHIAS	0	
orth	ISCHIATICA		
orth	ISCHIAS		
foreign	ltq aluisa	ara	
foreign	Beebh	heb	
foreign	jajerek	heb	
foreign	Gid hannaseh	heb	
foreign	ἰσχιὰς	grc	
foreign	ἰσχιαδικὸς νόσος	grc	
foreign	Goutte sciatique	fra	
foreign	Sciatica	ita	
entry	ISCHION, COXA	0	
orth	ISCHION		
orth	COXA		
foreign	Nesaa	ara	
foreign	Naseh	heb	
foreign	Jerek	heb	
foreign	ἰσχίον	grc	
foreign	Cuisse	fra	
foreign	Hanche	fra	
foreign	Coscia	ita	
foreign	Anca	ita	
entry	ISCHURIA	0	
orth	ISCHURIA		
foreign	Zeiba albeule	ara	
foreign	Achia alhiraca	ara	
foreign	lhtibes albeule	ara	
foreign	Ihtecin albeule	ara	
foreign	Achjut haschtana	heb	
foreign	Azira haschenim	heb	
foreign	ἰσχυρία	grc	
foreign	Ischurie	fra	
foreign	Iscuria	ita	
entry	JUGULARIS VENA	0	
orth	JUGULARIS VENA		
foreign	Guidem	ara	
foreign	σφαγῖτις φλὲψ	grc	
foreign	Veine de la gorge	fra	
foreign	Vena del gozzo	ita	
entry	JUGULUM	0	
orth	JUGULUM		
foreign	Lebe	ara	
foreign	Zippor	heb	
foreign	αὐχὴν	grc	
foreign	κληὶς	grc	
foreign	δειρὴ	grc	
foreign	Gosier	fra	
foreign	Gorge	fra	
foreign	Gola	ita	
foreign	Gozzo della gola	ita	
entry	JULEP.	0	
orth	JULEP.		
foreign	Julep	ara	
foreign	ἰούλεπος	grc	
foreign	Julep	fra	
foreign	Giuleppo	ita	
entry	JUMENTUM, JUMENTA	0	
orth	JUMENTUM		
orth	JUMENTA		
foreign	Behime	ara	
foreign	Beheim	ara	
foreign	Beir	heb	
foreign	Cudna	heb	
foreign	κτῆνος	grc	
foreign	Bestiame	ita	
foreign	Bestia da soma	ita	
foreign	Giumenta	ita	
entry	JUS, JUSCULUM	0	
orth	JUS		
orth	JUSCULUM		
foreign	Marac	ara	
foreign	Mana	ara	
foreign	Marac	heb	
foreign	Rathaph	heb	
foreign	ζωμίδιον	grc	
foreign	Bouillon	fra	
foreign	Potage	fra	
foreign	Brodo	ita	
foreign	Fotaggio	ita	
entry	LABIUM, LABRUM	0	
orth	LABIUM		
orth	LABRUM		
foreign	Supha	ara	
foreign	Saphah	heb	
foreign	χεῖλος	grc	
foreign	Lévre	fra	
foreign	Lippe	fra	
foreign	Labbro	ita	
entry	LABOR	0	
orth	LABOR		
foreign	Chidma	ara	
foreign	Chotob	ara	
foreign	Torach	heb	
foreign	πόνος	grc	
foreign	μόχθος	grc	
foreign	Labeur	fra	
foreign	Travail	fra	
foreign	Fatica	ita	
entry	LABORATORIUM, OFFICINA	0	
orth	LABORATORIUM		
orth	OFFICINA		
foreign	Dar	ara	
foreign	Zinaa	ara	
foreign	Hanut	ara	
foreign	ἐργαστήριον	grc	
foreign	Ouvroir d’un Apoticaire	fra	
foreign	Bottega	ita	
entry	LAC	0	
orth	LAC		
foreign	Leben	ara	
foreign	Lahan	ara	
foreign	Chalaph	heb	
foreign	γάλα	grc	
foreign	Lait	fra	
foreign	Latte	ita	
entry	LAC COAGULATUM ACETOSUM	0	
orth	LAC COAGULATUM ACETOSUM		
foreign	Raib	ara	
foreign	Rab	ara	
foreign	Mast	ara	
foreign	Mest	ara	
foreign	Machid	ara	
foreign	ὀξύγαλα	grc	
foreign	γάλα πεπηγὸς	grc	
foreign	Lait aigre	fra	
foreign	Lait caillé	fra	
foreign	Caillebote	fra	
foreign	Latte acetoso	ita	
entry	LACCA	0	
orth	LACCA		
foreign	Luch	ara	
foreign	Ancasal	ara	
foreign	κάγκαμον	grc	
foreign	Lacque	fra	
foreign	Lacca	ita	
entry	LACRYMA	0	
orth	LACRYMA		
foreign	Dama	ara	
foreign	Dama	heb	
foreign	Dima	heb	
foreign	δάκρυον	grc	
foreign	Larme	fra	
foreign	Lagrima	ita	
entry	LACTANS	0	
orth	LACTANS		
foreign	Mardaa	ara	
foreign	Meneket	heb	
foreign	γαλακτίζουσα	grc	
foreign	Allaitant	fra	
foreign	Lattante	ita	
entry	LACTEUS	0	
orth	LACTEUS		
foreign	γαλακτικὸς	grc	
foreign	γαλακτώδης	grc	
foreign	Blanc comme lait	fra	
foreign	De lait	fra	
foreign	Di latte	ita	
entry	LADANUM	0	
orth	LADANUM		
foreign	Laden	ara	
foreign	Leden	ara	
foreign	λάδανον	grc	
foreign	Ladanum	fra	
foreign	Ladano	ita	
entry	LAESIO	0	
orth	LAESIO		
foreign	Garha	ara	
foreign	Mod	ara	
foreign	Nezek	heb	
foreign	Chebhel	heb	
foreign	Chathal	heb	
foreign	Negâ	heb	
foreign	βλάβη	grc	
foreign	Blessure	fra	
foreign	Offesa	ita	
foreign	Nocumento	ita	
entry	LAMINA, Bractea	0	
orth	LAMINA		
orth	Bractea		
entry	LANA	0	
orth	LANA		
foreign	Suf	ara	
foreign	Zuf	ara	
foreign	Lana succida	ara	
foreign	Zuf hilo mavil	ara	
foreign	Itsemer	heb	
foreign	ἔριον	grc	
foreign	Laine	fra	
foreign	Lana	ita	
entry	LANGUOR	0	
orth	LANGUOR		
foreign	Sacam	ara	
foreign	Ajephut	heb	
foreign	ἀσθένεια	grc	
foreign	Langueur	fra	
foreign	Languore	ita	
foreign	Languidezza	ita	
entry	LAPIS	0	
orth	LAPIS		
foreign	Hagiar	ara	
foreign	Hagar	ara	
foreign	Alazar	ara	
foreign	Ebhen	heb	
foreign	Chatfaz	heb	
foreign	Keph	heb	
foreign	λίθος	grc	
foreign	Pierre	fra	
foreign	Pietra	ita	
entry	LAPIS LAZULI	0	
orth	LAPIS LAZULI		
foreign	Scerbac	ara	
foreign	Lazuard	ara	
foreign	Lazivard	ara	
foreign	κύανος	grc	
foreign	Pierre Lazuli	fra	
foreign	Pietra Lazuli	ita	
entry	LAQUEUS	0	
orth	LAQUEUS		
foreign	Arva	ara	
foreign	Habel	ara	
foreign	Machnaca	ara	
foreign	Chebhel	heb	
foreign	Mokesch	heb	
foreign	Pach	heb	
foreign	βρόχος	grc	
foreign	παγὶς	grc	
foreign	Laqs	fra	
foreign	Laccio	ita	
entry	LARDUM	0	
orth	LARDUM		
foreign	Sadif	ara	
foreign	alchanzir	ara	
foreign	Semen	ara	
foreign	ὕειον	grc	
foreign	στέαρ	grc	
foreign	λίτος	grc	
foreign	Lard	fra	
foreign	Lardo	ita	
entry	LARYNX	0	
orth	LARYNX		
foreign	Natq	ara	
foreign	λάρυγξ	grc	
foreign	Gorge	fra	
foreign	Gozzo della gola	ita	
entry	LASSITUDO	0	
orth	LASSITUDO		
foreign	Ajoch	ara	
foreign	Vaga	ara	
foreign	Jaga	heb	
foreign	Jagia	heb	
foreign	κόπος	grc	
foreign	Lâcheté	fra	
foreign	Stanchezza	ita	
entry	LATUS	0	
orth	LATUS		
foreign	Gunb	ara	
foreign	Agnab	ara	
foreign	Det	ara	
foreign	Devet	ara	
foreign	Jarcah	heb	
foreign	Ketef	heb	
foreign	Peah	heb	
foreign	Tsad	heb	
foreign	Tsela	heb	
foreign	πλεῦρον	grc	
foreign	Côté	fra	
foreign	Lato	ita	
foreign	Fianco	ita	
entry	LENIENS, LAXATIVUM	0	
orth	LENIENS		
orth	LAXATIVUM		
foreign	Melin	ara	
foreign	Marpa	heb	
foreign	ἐκκωπρωτικὸν	grc	
foreign	Laxatif	fra	
foreign	Solutivo	ita	
entry	LENTIGO	0	
orth	LENTIGO		
foreign	Alhadesiab	ara	
foreign	Namascha	ara	
foreign	φάκος	grc	
foreign	Lentille	fra	
foreign	Tache roussâtre au visage	fra	
foreign	Lentigine	ita	
entry	LEPRA, LEPROSUS	0	
orth	LEPRA		
orth	LEPROSUS		
foreign	Baraz	ara	
foreign	Abraz	ara	
foreign	Gedem	ara	
foreign	Magdum	ara	
foreign	Garaba	ara	
foreign	Mugarrab	ara	
foreign	Tsaraat	heb	
foreign	Tsara	heb	
foreign	Mispach	heb	
foreign	λέπρα	grc	
foreign	Lépre	fra	
foreign	Ladrerie	fra	
foreign	Lepra	ita	
foreign	Mal di S. Lazaro	ita	
entry	LETHARGUS	0	
orth	LETHARGUS		
foreign	Nusien	ara	
foreign	Munsi	ara	
foreign	λήθαργος	grc	
foreign	Létargie	fra	
foreign	Letargo	ita	
entry	LIBIDO	0	
orth	LIBIDO		
foreign	Zin	ara	
foreign	Techavil	ara	
foreign	Zenuth	heb	
foreign	Agbah	heb	
foreign	λαγνεία ὁρμὴ	grc	
foreign	Volupté desordonnée	fra	
foreign	Palliardise	fra	
foreign	Libidine	ita	
foreign	Voglia frenata	ita	
foreign	Lussuria	ita	
entry	LIBRA	0	
orth	LIBRA		
foreign	Muasin	ara	
foreign	Misin	ara	
foreign	Mizin	ara	
foreign	Ratal	ara	
foreign	Mané	heb	
foreign	Tecal	heb	
foreign	λίτρα	grc	
foreign	Livre	fra	
foreign	poids	fra	
foreign	Libra	ita	
pb	p. 778		
entry	LIEN, SPLEN	0	
orth	LIEN		
orth	SPLEN		
foreign	Tahal	ara	
foreign	σπλὴν	grc	
foreign	Râte	fra	
foreign	Milza	ita	
entry	LIENTERIA	0	
orth	LIENTERIA		
foreign	Zalik almazarin	ara	
foreign	Chalaclacoth	heb	
foreign	Chalek hameaim	heb	
foreign	λειεντερία	grc	
foreign	Flux de ventre	fra	
foreign	Lienteria	ita	
entry	LIGAMENTUM, LIGATURA	0	
orth	LIGAMENTUM		
orth	LIGATURA		
foreign	Hacab	ara	
foreign	Asar	ara	
foreign	Esur	heb	
foreign	Abhac	heb	
foreign	Mosar	heb	
foreign	Ketar	heb	
foreign	σύνδεσμος	grc	
foreign	δεσμὸς	grc	
foreign	Lien	fra	
foreign	Liaison	fra	
foreign	Ligature	fra	
foreign	Legamento	ita	
foreign	Legatura	ita	
foreign	Legame	ita	
entry	LIMATURA, SCOBS	0	
orth	LIMATURA		
orth	SCOBS		
foreign	Baruda	ara	
foreign	Bural	ara	
foreign	Nesoret	heb	
foreign	ῥίνημα	grc	
foreign	Limure	fra	
foreign	Limaille	fra	
foreign	Sciure	fra	
foreign	Limatura	ita	
entry	LINGUA	0	
orth	LINGUA		
foreign	Lisin	ara	
foreign	Lisna	ara	
foreign	Laschon	heb	
foreign	γλῶσσα	grc	
foreign	γλῶττα	grc	
foreign	Langue	fra	
foreign	Lingua	ita	
entry	LINIMENTUM	0	
orth	LINIMENTUM		
foreign	Latuch	ara	
foreign	Atlia	ara	
foreign	Mischchach	heb	
foreign	ἄλειμμα	grc	
foreign	Liniment	fra	
foreign	Onguento	ita	
entry	LIPOTHYMIA, ANIMI DELIQUIUM, SYNCOPE	0	
orth	LIPOTHYMIA		
orth	ANIMI DELIQUIUM		
orth	SYNCOPE		
foreign	Istifrag	ara	
foreign	λειποθυμία	grc	
foreign	Pamoison	fra	
foreign	Evanouïssement	fra	
foreign	Défaillance de cœur	fra	
foreign	Mancamento di cuore	ita	
foreign	Ecclisse	ita	
foreign	Difetto	ita	
entry	LIPPITUDO, OPHTHALMIA	0	
orth	LIPPITUDO		
orth	OPHTHALMIA		
foreign	Umuscha	ara	
foreign	Ramad	ara	
foreign	Guardenegi	ara	
foreign	ὀφθαλμία	grc	
foreign	λήμη	grc	
foreign	Chassie	fra	
foreign	Débilité de vûe	fra	
foreign	Mal des yeux	fra	
foreign	Lippitudine	ita	
entry	LIQUEFACTIO, LIQUATIO	0	
orth	LIQUEFACTIO		
orth	LIQUATIO		
foreign	Tadiib	ara	
foreign	Adiba	ara	
foreign	Dubian	ara	
foreign	Hetebet	ara	
foreign	Mas	heb	
foreign	Masa	heb	
foreign	Temes	heb	
foreign	τῆξις	grc	
foreign	Fonte	fra	
foreign	Liquation	fra	
foreign	Liquefazzione	ita	
entry	LIQUIDAMBRA, STORAX LIQUIDA	0	
orth	LIQUIDAMBRA		
orth	STORAX LIQUIDA		
foreign	Miha saila	ara	
foreign	στόραξ	grc	
foreign	Styrax liquide	fra	
foreign	Liquidambre	fra	
foreign	Liquidambra	ita	
entry	LITHARGYRIUM	0	
orth	LITHARGYRIUM		
foreign	Merdasengi	ara	
foreign	Martech	heb	
foreign	Badil	heb	
foreign	λιθαργύριον	grc	
foreign	Litharge d’or	fra	
foreign	Litargirio	ita	
entry	LUBRICITAS, LUBRICUS	0	
orth	LUBRICITAS		
orth	LUBRICUS		
foreign	Zalac	ara	
foreign	Zalic	ara	
foreign	Muzalic	ara	
foreign	Mulasa	ara	
foreign	Amals	ara	
foreign	Mamlasa	ara	
foreign	Chilek	heb	
foreign	Cheleca	heb	
foreign	Chalac	heb	
foreign	γλισχρότης	grc	
foreign	γλισχρὸς	grc	
foreign	Grillant	fra	
foreign	Glissade	fra	
foreign	Glissement	fra	
foreign	Glissant	fra	
foreign	Lubrico	ita	
foreign	Lubricità	ita	
foreign	Sdrucciolamento	ita	
foreign	Sdruccioloso	ita	
foreign	Sbriccioloso	ita	
entry	LUCTA, LUCTATIO	0	
orth	LUCTA		
orth	LUCTATIO		
foreign	lnzira	ara	
foreign	Munzara	ara	
foreign	Naphtulah	heb	
foreign	πάλη	grc	
foreign	Lutte	fra	
foreign	Luttement	fra	
foreign	Lotta	ita	
foreign	Combattimento	ita	
entry	LUMBAGO	0	
orth	LUMBAGO		
foreign	Vaga alchatin	ara	
foreign	Chebel hachalazim	heb	
foreign	ὀσφύος ἄλγαμα	grc	
foreign	Douleur de reins	fra	
foreign	Dolore de’ lombi	ita	
entry	LUMBI	0	
orth	LUMBI		
foreign	Chatim	ara	
foreign	Caavin	ara	
foreign	Chalazim	heb	
foreign	Matenaim	heb	
foreign	ὀσφύες	grc	
foreign	Reins	fra	
foreign	Lombi	ita	
entry	LUMBRICI, VERMES	0	
orth	LUMBRICI		
orth	VERMES		
foreign	Caratin	ara	
foreign	Suffara	ara	
foreign	Barza	heb	
foreign	Barzim	heb	
foreign	ἕλμινθες	grc	
foreign	Vers	fra	
foreign	Vermi	ita	
entry	LUSCIOSUS, LUSCUS	0	
orth	LUSCIOSUS		
orth	LUSCUS		
foreign	Ahval	ara	
foreign	Avar	ara	
foreign	Over	heb	
foreign	μύωψ	grc	
foreign	Qui a la vûe courte	fra	
foreign	Losco	ita	
foreign	Di corta vista	ita	
entry	LUXATIO	0	
orth	LUXATIO		
foreign	Algaacnu	ara	
foreign	Alheven	ara	
foreign	Feqq	ara	
foreign	Facea	ara	
foreign	Nacal	heb	
foreign	Nafeh	heb	
foreign	ἐξάρθρωσις	grc	
foreign	ὀλίσθημα	grc	
foreign	Dislocation de membre	fra	
foreign	Snodazione	ita	
foreign	Snodato	ita	
entry	MACERATIO	0	
orth	MACERATIO		
foreign	Bal	ara	
foreign	Abtlal	ara	
foreign	Dars	ara	
foreign	Darsa	ara	
foreign	Tadris	ara	
foreign	Mischrah	heb	
foreign	ὕγρανσις	grc	
foreign	Amollissement	fra	
foreign	Macerazione	ita	
entry	MACIES, MACILENTUS	0	
orth	MACIES		
orth	MACILENTUS		
foreign	Hazal	ara	
foreign	Tazhil	ara	
foreign	Mazhul	ara	
foreign	Tacdif	ara	
foreign	Cadif	ara	
foreign	Caschah	heb	
foreign	Razah	heb	
foreign	Razi	heb	
foreign	Dalla	heb	
foreign	Dal	heb	
foreign	Patran	heb	
foreign	Patranot	heb	
foreign	ἰσχνότες	grc	
foreign	ἰσχνὸς	grc	
foreign	Maigreur	fra	
