cote	page	chapitre
34823x08	482	Habitations des animaux [Eug. Gayot]. La porcherie
34823x08	483	Habitations des animaux [Eug. Gayot]. La porcherie
34823x08	484	Habitations des animaux [Eug. Gayot]. La porcherie
34823x08	485	Habitations des animaux [Eug. Gayot]. La porcherie
34823x08	486	Habitations des animaux [Eug. Gayot]. La porcherie
34823x08	487	Habitations des animaux [Eug. Gayot]. La porcherie / Le clapier
34823x08	488	Habitations des animaux [Eug. Gayot]. Le clapier
34823x08	489	Habitations des animaux [Eug. Gayot]. Le clapier
34823x08	490	Habitations des animaux [Eug. Gayot]. Le clapier
34823x08	491	Habitations des animaux [Eug. Gayot]. Le clapier
34823x08	492	Habitations des animaux [Eug. Gayot]. Le clapier / Le poulailler
34823x08	493	Habitations des animaux [Eug. Gayot]. Le poulailler
34823x08	494	Habitations des animaux [Eug. Gayot]. Le poulailler / Hanche [Henri-Marie Bouley]
34823x08	495	Hanche [Henri-Marie Bouley] / Anatomie
34823x08	496	Hanche [Henri-Marie Bouley]. Anatomie
34823x08	497	Hanche [Henri-Marie Bouley]. Anatomie / Physiologie
34823x08	498	Hanche [Henri-Marie Bouley]. Physiologie
34823x08	99	Hanche [Henri-Marie Bouley]. Physiologie
34823x08	500	Hanche [Henri-Marie Bouley]. Physiologie / Extérieur
34823x08	501	Hanche [Henri-Marie Bouley]. Extérieur
34823x08	502	Hanche [Henri-Marie Bouley]. Extérieur
34823x08	503	Hanche [Henri-Marie Bouley]. Extérieur / Pathologie
34823x08	504	Hanche [Henri-Marie Bouley]. Pathologie
34823x08	505	Hanche [Henri-Marie Bouley]. Pathologie
34823x08	506	Hanche [Henri-Marie Bouley]. Pathologie
34823x08	507	Hanche [Henri-Marie Bouley]. Pathologie
34823x08	508	Hanche [Henri-Marie Bouley]. Pathologie
34823x08	509	Hanche [Henri-Marie Bouley]. Pathologie
34823x08	510	Hanche [Henri-Marie Bouley]. Pathologie
34823x08	511	Hanche [Henri-Marie Bouley]. Pathologie
34823x08	512	Hanche [Henri-Marie Bouley]. Pathologie
34823x08	513	Hanche [Henri-Marie Bouley]. Pathologie
34823x08	514	Hanche [Henri-Marie Bouley]. Pathologie
34823x08	515	Hanche [Henri-Marie Bouley]. Pathologie
34823x08	516	Hanche [Henri-Marie Bouley]. Pathologie
34823x08	517	Hanche [Henri-Marie Bouley]. Pathologie
34823x08	518	Hanche [Henri-Marie Bouley]. Pathologie
34823x08	519	Hanche [Henri-Marie Bouley]. Pathologie / Helminthes [C. Baillet] / Définition. Organisation. Système nerveux. Formes. Organes et fonctions de la digestion, de la circulation, de la respiration
34823x08	520	Helminthes [C. Baillet]. Définition. Organisation. Système nerveux. Formes. Organes et fonctions de la digestion, de la circulation, de la respiration / Organes et fonctions de la reproduction. Comment les helminthes pénètrent dans les organes et dans les tissus des animaux supérieurs. Génération spontanée des helminthes. Bérard. M. Gros, de Moscou. Réfutation. Génération alternante. Nourrices. Migrations. Métamorphoses. Expériences de M. de Siébold sur les mermis et les gordius. Oeufs des helminthes. Vitalité des embryons
34823x08	521	Helminthes [C. Baillet]. Organes et fonctions de la reproduction. Comment les helminthes pénètrent dans les organes et dans les tissus des animaux supérieurs. Génération spontanée des helminthes. Bérard. M. Gros, de Moscou. Réfutation. Génération alternante. Nourrices. Migrations. Métamorphoses. Expériences de M. de Siébold sur les mermis et les gordius. Oeufs des helminthes. Vitalité des embryons
34823x08	522	Helminthes [C. Baillet]. Organes et fonctions de la reproduction. Comment les helminthes pénètrent dans les organes et dans les tissus des animaux supérieurs. Génération spontanée des helminthes. Bérard. M. Gros, de Moscou. Réfutation. Génération alternante. Nourrices. Migrations. Métamorphoses. Expériences de M. de Siébold sur les mermis et les gordius. Oeufs des helminthes. Vitalité des embryons
34823x08	523	Helminthes [C. Baillet]. Organes et fonctions de la reproduction. Comment les helminthes pénètrent dans les organes et dans les tissus des animaux supérieurs. Génération spontanée des helminthes. Bérard. M. Gros, de Moscou. Réfutation. Génération alternante. Nourrices. Migrations. Métamorphoses. Expériences de M. de Siébold sur les mermis et les gordius. Oeufs des helminthes. Vitalité des embryons
34823x08	524	Helminthes [C. Baillet]. Organes et fonctions de la reproduction. Comment les helminthes pénètrent dans les organes et dans les tissus des animaux supérieurs. Génération spontanée des helminthes. Bérard. M. Gros, de Moscou. Réfutation. Génération alternante. Nourrices. Migrations. Métamorphoses. Expériences de M. de Siébold sur les mermis et les gordius. Oeufs des helminthes. Vitalité des embryons
34823x08	525	Helminthes [C. Baillet]. Organes et fonctions de la reproduction. Comment les helminthes pénètrent dans les organes et dans les tissus des animaux supérieurs. Génération spontanée des helminthes. Bérard. M. Gros, de Moscou. Réfutation. Génération alternante. Nourrices. Migrations. Métamorphoses. Expériences de M. de Siébold sur les mermis et les gordius. Oeufs des helminthes. Vitalité des embryons
34823x08	526	Helminthes [C. Baillet]. Organes et fonctions de la reproduction. Comment les helminthes pénètrent dans les organes et dans les tissus des animaux supérieurs. Génération spontanée des helminthes. Bérard. M. Gros, de Moscou. Réfutation. Génération alternante. Nourrices. Migrations. Métamorphoses. Expériences de M. de Siébold sur les mermis et les gordius. Oeufs des helminthes. Vitalité des embryons
34823x08	527	Helminthes [C. Baillet]. Organes et fonctions de la reproduction. Comment les helminthes pénètrent dans les organes et dans les tissus des animaux supérieurs. Génération spontanée des helminthes. Bérard. M. Gros, de Moscou. Réfutation. Génération alternante. Nourrices. Migrations. Métamorphoses. Expériences de M. de Siébold sur les mermis et les gordius. Oeufs des helminthes. Vitalité des embryons
34823x08	528	Helminthes [C. Baillet]. Organes et fonctions de la reproduction. Comment les helminthes pénètrent dans les organes et dans les tissus des animaux supérieurs. Génération spontanée des helminthes. Bérard. M. Gros, de Moscou. Réfutation. Génération alternante. Nourrices. Migrations. Métamorphoses. Expériences de M. de Siébold sur les mermis et les gordius. Oeufs des helminthes. Vitalité des embryons
34823x08	529	Helminthes [C. Baillet]. Organes et fonctions de la reproduction. Comment les helminthes pénètrent dans les organes et dans les tissus des animaux supérieurs. Génération spontanée des helminthes. Bérard. M. Gros, de Moscou. Réfutation. Génération alternante. Nourrices. Migrations. Métamorphoses. Expériences de M. de Siébold sur les mermis et les gordius. Oeufs des helminthes. Vitalité des embryons
34823x08	530	Helminthes [C. Baillet]. Organes et fonctions de la reproduction. Comment les helminthes pénètrent dans les organes et dans les tissus des animaux supérieurs. Génération spontanée des helminthes. Bérard. M. Gros, de Moscou. Réfutation. Génération alternante. Nourrices. Migrations. Métamorphoses. Expériences de M. de Siébold sur les mermis et les gordius. Oeufs des helminthes. Vitalité des embryons
34823x08	531	Helminthes [C. Baillet]. Organes et fonctions de la reproduction. Comment les helminthes pénètrent dans les organes et dans les tissus des animaux supérieurs. Génération spontanée des helminthes. Bérard. M. Gros, de Moscou. Réfutation. Génération alternante. Nourrices. Migrations. Métamorphoses. Expériences de M. de Siébold sur les mermis et les gordius. Oeufs des helminthes. Vitalité des embryons
34823x08	532	Helminthes [C. Baillet]. Organes et fonctions de la reproduction. Comment les helminthes pénètrent dans les organes et dans les tissus des animaux supérieurs. Génération spontanée des helminthes. Bérard. M. Gros, de Moscou. Réfutation. Génération alternante. Nourrices. Migrations. Métamorphoses. Expériences de M. de Siébold sur les mermis et les gordius. Oeufs des helminthes. Vitalité des embryons / Habitats des helminthes - Accidents qu'ils déterminent
34823x08	533	Helminthes [C. Baillet]. Habitats des helminthes - Accidents qu'ils déterminent / Rapports qui existent entre les causes uniquement signalées autrefois pour les maladies vermineuses et les phénomènes aujourd'hui connus de la reproduction des helminthes
34823x08	534	Helminthes [C. Baillet]. Rapports qui existent entre les causes uniquement signalées autrefois pour les maladies vermineuses et les phénomènes aujourd'hui connus de la reproduction des helminthes
34823x08	53	Helminthes [C. Baillet]. Rapports qui existent entre les causes uniquement signalées autrefois pour les maladies vermineuses et les phénomènes aujourd'hui connus de la reproduction des helminthes
34823x08	536	Helminthes [C. Baillet]. Rapports qui existent entre les causes uniquement signalées autrefois pour les maladies vermineuses et les phénomènes aujourd'hui connus de la reproduction des helminthes
34823x08	537	Helminthes [C. Baillet]. Rapports qui existent entre les causes uniquement signalées autrefois pour les maladies vermineuses et les phénomènes aujourd'hui connus de la reproduction des helminthes
34823x08	538	Helminthes [C. Baillet]. Rapports qui existent entre les causes uniquement signalées autrefois pour les maladies vermineuses et les phénomènes aujourd'hui connus de la reproduction des helminthes / Classification diverses proposées pour les helminthes
34823x08	539	Helminthes [C. Baillet]. Classification diverses proposées pour les helminthes
34823x08	540	Helminthes [C. Baillet]. Classification diverses proposées pour les helminthes / Ordre des nématoïdes / Nématoïdes vrais. Formes. Organes et fonctions de la digestion, de la circulation, de la respiration. Système nerveux. Organes et fonctions de la reproduction. Classification des nématoïdes
34823x08	541	Helminthes [C. Baillet]. Classification diverses proposées pour les helminthes. Ordre des nématoïdes. Nématoïdes vrais. Formes. Organes et fonctions de la digestion, de la circulation, de la respiration. Système nerveux. Organes et fonctions de la reproduction. Classification des nématoïdes
34823x08	542	Helminthes [C. Baillet]. Classification diverses proposées pour les helminthes. Ordre des nématoïdes. Nématoïdes vrais. Formes. Organes et fonctions de la digestion, de la circulation, de la respiration. Système nerveux. Organes et fonctions de la reproduction. Classification des nématoïdes
34823x08	543	Helminthes [C. Baillet]. Classification diverses proposées pour les helminthes. Ordre des nématoïdes. Nématoïdes vrais. Formes. Organes et fonctions de la digestion, de la circulation, de la respiration. Système nerveux. Organes et fonctions de la reproduction. Classification des nématoïdes
34823x08	544	Helminthes [C. Baillet]. Classification diverses proposées pour les helminthes. Ordre des nématoïdes. Nématoïdes vrais. Formes. Organes et fonctions de la digestion, de la circulation, de la respiration. Système nerveux. Organes et fonctions de la reproduction. Classification des nématoïdes
34823x08	545	Helminthes [C. Baillet]. Classification diverses proposées pour les helminthes. Ordre des nématoïdes. Nématoïdes vrais. Formes. Organes et fonctions de la digestion, de la circulation, de la respiration. Système nerveux. Organes et fonctions de la reproduction. Classification des nématoïdes / Nématoïdes libres ou vivant sur les végétaux. Anguillulina tritici (Dav.)
34823x08	546	Helminthes [C. Baillet]. Classification diverses proposées pour les helminthes. Ordre des nématoïdes. Nématoïdes vrais. Formes. Organes et fonctions de la digestion, de la circulation, de la respiration. Système nerveux. Organes et fonctions de la reproduction. Classification des nématoïdes. Nématoïdes libres ou vivant sur les végétaux. Anguillulina tritici (Dav.)
34823x08	547	Helminthes [C. Baillet]. Classification diverses proposées pour les helminthes. Ordre des nématoïdes. Nématoïdes vrais. Formes. Organes et fonctions de la digestion, de la circulation, de la respiration. Système nerveux. Organes et fonctions de la reproduction. Classification des nématoïdes. Nématoïdes libres ou vivant sur les végétaux. Anguillulina tritici (Dav.) / Nématoïdes parasites de l'homme et des animaux / Tribu des ascaridiens / Genre Ascaride. Ascaris (Lin.)
34823x08	548	Helminthes [C. Baillet]. Classification diverses proposées pour les helminthes. Ordre des nématoïdes. Nématoïdes vrais. Formes. Organes et fonctions de la digestion, de la circulation, de la respiration. Système nerveux. Organes et fonctions de la reproduction. Classification des nématoïdes. Nématoïdes parasites de l'homme et des animaux. Tribu des ascaridiens. Genre Ascaride. Ascaris (Lin.)
34823x08	549	Helminthes [C. Baillet]. Classification diverses proposées pour les helminthes. Ordre des nématoïdes. Nématoïdes vrais. Formes. Organes et fonctions de la digestion, de la circulation, de la respiration. Système nerveux. Organes et fonctions de la reproduction. Classification des nématoïdes. Nématoïdes parasites de l'homme et des animaux. Tribu des ascaridiens. Genre Ascaride. Ascaris (Lin.)
34823x08	550	Helminthes [C. Baillet]. Classification diverses proposées pour les helminthes. Ordre des nématoïdes. Nématoïdes vrais. Formes. Organes et fonctions de la digestion, de la circulation, de la respiration. Système nerveux. Organes et fonctions de la reproduction. Classification des nématoïdes. Nématoïdes parasites de l'homme et des animaux. Tribu des ascaridiens. Genre Ascaride. Ascaris (Lin.)
34823x08	551	Helminthes [C. Baillet]. Classification diverses proposées pour les helminthes. Ordre des nématoïdes. Nématoïdes vrais. Formes. Organes et fonctions de la digestion, de la circulation, de la respiration. Système nerveux. Organes et fonctions de la reproduction. Classification des nématoïdes. Nématoïdes parasites de l'homme et des animaux. Tribu des ascaridiens. Genre Ascaride. Ascaris (Lin.)
34823x08	552	Helminthes [C. Baillet]. Classification diverses proposées pour les helminthes. Ordre des nématoïdes. Nématoïdes vrais. Formes. Organes et fonctions de la digestion, de la circulation, de la respiration. Système nerveux. Organes et fonctions de la reproduction. Classification des nématoïdes. Nématoïdes parasites de l'homme et des animaux. Tribu des ascaridiens. Genre Ascaride. Ascaris (Lin.)
34823x08	553	Helminthes [C. Baillet]. Classification diverses proposées pour les helminthes. Ordre des nématoïdes. Nématoïdes vrais. Formes. Organes et fonctions de la digestion, de la circulation, de la respiration. Système nerveux. Organes et fonctions de la reproduction. Classification des nématoïdes. Nématoïdes parasites de l'homme et des animaux. Tribu des ascaridiens. Genre Ascaride. Ascaris (Lin.)
34823x08	554	Helminthes [C. Baillet]. Classification diverses proposées pour les helminthes. Ordre des nématoïdes. Nématoïdes vrais. Formes. Organes et fonctions de la digestion, de la circulation, de la respiration. Système nerveux. Organes et fonctions de la reproduction. Classification des nématoïdes. Nématoïdes parasites de l'homme et des animaux. Tribu des ascaridiens. Genre Ascaride. Ascaris (Lin.) / Genre Filaire. Filaria (Muller)
34823x08	555	Helminthes [C. Baillet]. Classification diverses proposées pour les helminthes. Ordre des nématoïdes. Nématoïdes vrais. Formes. Organes et fonctions de la digestion, de la circulation, de la respiration. Système nerveux. Organes et fonctions de la reproduction. Classification des nématoïdes. Nématoïdes parasites de l'homme et des animaux. Tribu des ascaridiens. Genre Filaire. Filaria (Muller)
34823x08	556	Helminthes [C. Baillet]. Classification diverses proposées pour les helminthes. Ordre des nématoïdes. Nématoïdes vrais. Formes. Organes et fonctions de la digestion, de la circulation, de la respiration. Système nerveux. Organes et fonctions de la reproduction. Classification des nématoïdes. Nématoïdes parasites de l'homme et des animaux. Tribu des ascaridiens. Genre Filaire. Filaria (Muller)
34823x08	557	Helminthes [C. Baillet]. Classification diverses proposées pour les helminthes. Ordre des nématoïdes. Nématoïdes vrais. Formes. Organes et fonctions de la digestion, de la circulation, de la respiration. Système nerveux. Organes et fonctions de la reproduction. Classification des nématoïdes. Nématoïdes parasites de l'homme et des animaux. Tribu des ascaridiens. Genre Filaire. Filaria (Muller)
34823x08	558	Helminthes [C. Baillet]. Classification diverses proposées pour les helminthes. Ordre des nématoïdes. Nématoïdes vrais. Formes. Organes et fonctions de la digestion, de la circulation, de la respiration. Système nerveux. Organes et fonctions de la reproduction. Classification des nématoïdes. Nématoïdes parasites de l'homme et des animaux. Tribu des ascaridiens. Genre Filaire. Filaria (Muller)
34823x08	559	Helminthes [C. Baillet]. Classification diverses proposées pour les helminthes. Ordre des nématoïdes. Nématoïdes vrais. Formes. Organes et fonctions de la digestion, de la circulation, de la respiration. Système nerveux. Organes et fonctions de la reproduction. Classification des nématoïdes. Nématoïdes parasites de l'homme et des animaux. Tribu des ascaridiens. Genre Filaire. Filaria (Muller) / Genre Spiroptère. Spiroptera (Rud.)
34823x08	560	Helminthes [C. Baillet]. Classification diverses proposées pour les helminthes. Ordre des nématoïdes. Nématoïdes vrais. Formes. Organes et fonctions de la digestion, de la circulation, de la respiration. Système nerveux. Organes et fonctions de la reproduction. Classification des nématoïdes. Nématoïdes parasites de l'homme et des animaux. Tribu des ascaridiens. Genre Spiroptère. Spiroptera (Rud.)
34823x08	561	Helminthes [C. Baillet]. Classification diverses proposées pour les helminthes. Ordre des nématoïdes. Nématoïdes vrais. Formes. Organes et fonctions de la digestion, de la circulation, de la respiration. Système nerveux. Organes et fonctions de la reproduction. Classification des nématoïdes. Nématoïdes parasites de l'homme et des animaux. Tribu des ascaridiens. Genre Spiroptère. Spiroptera (Rud.)
34823x08	562	Helminthes [C. Baillet]. Classification diverses proposées pour les helminthes. Ordre des nématoïdes. Nématoïdes vrais. Formes. Organes et fonctions de la digestion, de la circulation, de la respiration. Système nerveux. Organes et fonctions de la reproduction. Classification des nématoïdes. Nématoïdes parasites de l'homme et des animaux. Tribu des ascaridiens. Genre Spiroptère. Spiroptera (Rud.)
34823x08	563	Helminthes [C. Baillet]. Classification diverses proposées pour les helminthes. Ordre des nématoïdes. Nématoïdes vrais. Formes. Organes et fonctions de la digestion, de la circulation, de la respiration. Système nerveux. Organes et fonctions de la reproduction. Classification des nématoïdes. Nématoïdes parasites de l'homme et des animaux. Tribu des ascaridiens. Genre Spiroptère. Spiroptera (Rud.) / Tribu des Oxyuriens / Genre oxyure. Oxyuris (Rud.)
34823x08	564	Helminthes [C. Baillet]. Classification diverses proposées pour les helminthes. Ordre des nématoïdes. Nématoïdes vrais. Formes. Organes et fonctions de la digestion, de la circulation, de la respiration. Système nerveux. Organes et fonctions de la reproduction. Classification des nématoïdes. Nématoïdes parasites de l'homme et des animaux. Tribu des oxyuriens. Genre Oxyure. Oxyuris (Rud.) / Tribu des sclérostomiens / Genre Sclérostome. Sclerostoma (de Blainville)
34823x08	565	Helminthes [C. Baillet]. Classification diverses proposées pour les helminthes. Ordre des nématoïdes. Nématoïdes vrais. Formes. Organes et fonctions de la digestion, de la circulation, de la respiration. Système nerveux. Organes et fonctions de la reproduction. Classification des nématoïdes. Nématoïdes parasites de l'homme et des animaux. Tribu des Sclérostomiens. Genre Sclérostome. Sclerostoma (de Blainville)
34823x08	566	Helminthes [C. Baillet]. Classification diverses proposées pour les helminthes. Ordre des nématoïdes. Nématoïdes vrais. Formes. Organes et fonctions de la digestion, de la circulation, de la respiration. Système nerveux. Organes et fonctions de la reproduction. Classification des nématoïdes. Nématoïdes parasites de l'homme et des animaux. Tribu des Sclérostomiens. Genre Sclérostome. Sclerostoma (de Blainville)
34823x08	567	Helminthes [C. Baillet]. Classification diverses proposées pour les helminthes. Ordre des nématoïdes. Nématoïdes vrais. Formes. Organes et fonctions de la digestion, de la circulation, de la respiration. Système nerveux. Organes et fonctions de la reproduction. Classification des nématoïdes. Nématoïdes parasites de l'homme et des animaux. Tribu des Sclérostomiens. Genre Sclérostome. Sclerostoma (de Blainville)
34823x08	568	Helminthes [C. Baillet]. Classification diverses proposées pour les helminthes. Ordre des nématoïdes. Nématoïdes vrais. Formes. Organes et fonctions de la digestion, de la circulation, de la respiration. Système nerveux. Organes et fonctions de la reproduction. Classification des nématoïdes. Nématoïdes parasites de l'homme et des animaux. Tribu des Sclérostomiens. Genre Sclérostome. Sclerostoma (de Blainville)
34823x08	569	Helminthes [C. Baillet]. Classification diverses proposées pour les helminthes. Ordre des nématoïdes. Nématoïdes vrais. Formes. Organes et fonctions de la digestion, de la circulation, de la respiration. Système nerveux. Organes et fonctions de la reproduction. Classification des nématoïdes. Nématoïdes parasites de l'homme et des animaux. Tribu des Sclérostomiens. Genre Sclérostome. Sclerostoma (de Blainville)
34823x08	570	Helminthes [C. Baillet]. Classification diverses proposées pour les helminthes. Ordre des nématoïdes. Nématoïdes vrais. Formes. Organes et fonctions de la digestion, de la circulation, de la respiration. Système nerveux. Organes et fonctions de la reproduction. Classification des nématoïdes. Nématoïdes parasites de l'homme et des animaux. Tribu des Sclérostomiens. Genre Sclérostome. Sclerostoma (de Blainville)
34823x08	571	Helminthes [C. Baillet]. Classification diverses proposées pour les helminthes. Ordre des nématoïdes. Nématoïdes vrais. Formes. Organes et fonctions de la digestion, de la circulation, de la respiration. Système nerveux. Organes et fonctions de la reproduction. Classification des nématoïdes. Nématoïdes parasites de l'homme et des animaux. Tribu des Sclérostomiens. Genre Sclérostome. Sclerostoma (de Blainville)
34823x08	572	Helminthes [C. Baillet]. Classification diverses proposées pour les helminthes. Ordre des nématoïdes. Nématoïdes vrais. Formes. Organes et fonctions de la digestion, de la circulation, de la respiration. Système nerveux. Organes et fonctions de la reproduction. Classification des nématoïdes. Nématoïdes parasites de l'homme et des animaux. Tribu des Sclérostomiens. Genre Sclérostome. Sclerostoma (de Blainville)
34823x08	573	Helminthes [C. Baillet]. Classification diverses proposées pour les helminthes. Ordre des nématoïdes. Nématoïdes vrais. Formes. Organes et fonctions de la digestion, de la circulation, de la respiration. Système nerveux. Organes et fonctions de la reproduction. Classification des nématoïdes. Nématoïdes parasites de l'homme et des animaux. Tribu des Sclérostomiens. Genre Sclérostome. Sclerostoma (de Blainville)
34823x08	574	Helminthes [C. Baillet]. Classification diverses proposées pour les helminthes. Ordre des nématoïdes. Nématoïdes vrais. Formes. Organes et fonctions de la digestion, de la circulation, de la respiration. Système nerveux. Organes et fonctions de la reproduction. Classification des nématoïdes. Nématoïdes parasites de l'homme et des animaux. Tribu des sclérostomiens. Genre Sclérostome. Sclerostoma (de Blainville) / Genre Stéphanure. Stephanurus (Dies.)
34823x08	575	Helminthes [C. Baillet]. Classification diverses proposées pour les helminthes. Ordre des nématoïdes. Nématoïdes vrais. Formes. Organes et fonctions de la digestion, de la circulation, de la respiration. Système nerveux. Organes et fonctions de la reproduction. Classification des nématoïdes. Nématoïdes parasites de l'homme et des animaux. Tribu des sclérostomiens. Genre Stéphanure. Stephanurus (Dies.) / Genre Dochmie. Dochmius (Duj.)
34823x08	576	Helminthes [C. Baillet]. Classification diverses proposées pour les helminthes. Ordre des nématoïdes. Nématoïdes vrais. Formes. Organes et fonctions de la digestion, de la circulation, de la respiration. Système nerveux. Organes et fonctions de la reproduction. Classification des nématoïdes. Nématoïdes parasites de l'homme et des animaux. Tribu des sclérostomiens. Genre Dochmie. Dochmius (Duj.)
34823x08	577	Helminthes [C. Baillet]. Classification diverses proposées pour les helminthes. Ordre des nématoïdes. Nématoïdes vrais. Formes. Organes et fonctions de la digestion, de la circulation, de la respiration. Système nerveux. Organes et fonctions de la reproduction. Classification des nématoïdes. Nématoïdes parasites de l'homme et des animaux. Tribu des sclérostomiens. Genre Dochmie. Dochmius (Duj.) / Tribu des strongyliens / Genre Strongle. - Strongylus (Muller)
34823x08	578	Helminthes [C. Baillet]. Classification diverses proposées pour les helminthes. Ordre des nématoïdes. Nématoïdes vrais. Formes. Organes et fonctions de la digestion, de la circulation, de la respiration. Système nerveux. Organes et fonctions de la reproduction. Classification des nématoïdes. Nématoïdes parasites de l'homme et des animaux. Tribu des strongyliens. Genre Strongle. - Strongylus (Muller)
34823x08	579	Helminthes [C. Baillet]. Classification diverses proposées pour les helminthes. Ordre des nématoïdes. Nématoïdes vrais. Formes. Organes et fonctions de la digestion, de la circulation, de la respiration. Système nerveux. Organes et fonctions de la reproduction. Classification des nématoïdes. Nématoïdes parasites de l'homme et des animaux. Tribu des strongyliens. Genre Strongle. - Strongylus (Muller)
34823x08	580	Helminthes [C. Baillet]. Classification diverses proposées pour les helminthes. Ordre des nématoïdes. Nématoïdes vrais. Formes. Organes et fonctions de la digestion, de la circulation, de la respiration. Système nerveux. Organes et fonctions de la reproduction. Classification des nématoïdes. Nématoïdes parasites de l'homme et des animaux. Tribu des strongyliens. Genre Strongle. - Strongylus (Muller)
34823x08	581	Helminthes [C. Baillet]. Classification diverses proposées pour les helminthes. Ordre des nématoïdes. Nématoïdes vrais. Formes. Organes et fonctions de la digestion, de la circulation, de la respiration. Système nerveux. Organes et fonctions de la reproduction. Classification des nématoïdes. Nématoïdes parasites de l'homme et des animaux. Tribu des strongyliens. Genre Strongle. - Strongylus (Muller)
34823x08	582	Helminthes [C. Baillet]. Classification diverses proposées pour les helminthes. Ordre des nématoïdes. Nématoïdes vrais. Formes. Organes et fonctions de la digestion, de la circulation, de la respiration. Système nerveux. Organes et fonctions de la reproduction. Classification des nématoïdes. Nématoïdes parasites de l'homme et des animaux. Tribu des strongyliens. Genre Strongle. - Strongylus (Muller)
34823x08	583	Helminthes [C. Baillet]. Classification diverses proposées pour les helminthes. Ordre des nématoïdes. Nématoïdes vrais. Formes. Organes et fonctions de la digestion, de la circulation, de la respiration. Système nerveux. Organes et fonctions de la reproduction. Classification des nématoïdes. Nématoïdes parasites de l'homme et des animaux. Tribu des strongyliens. Genre Strongle. - Strongylus (Muller)
34823x08	584	Helminthes [C. Baillet]. Classification diverses proposées pour les helminthes. Ordre des nématoïdes. Nématoïdes vrais. Formes. Organes et fonctions de la digestion, de la circulation, de la respiration. Système nerveux. Organes et fonctions de la reproduction. Classification des nématoïdes. Nématoïdes parasites de l'homme et des animaux. Tribu des strongyliens. Genre Strongle. - Strongylus (Muller)
34823x08	585	Helminthes [C. Baillet]. Classification diverses proposées pour les helminthes. Ordre des nématoïdes. Nématoïdes vrais. Formes. Organes et fonctions de la digestion, de la circulation, de la respiration. Système nerveux. Organes et fonctions de la reproduction. Classification des nématoïdes. Nématoïdes parasites de l'homme et des animaux. Tribu des strongyliens. Genre Strongle. - Strongylus (Muller)
34823x08	586	Helminthes [C. Baillet]. Classification diverses proposées pour les helminthes. Ordre des nématoïdes. Nématoïdes vrais. Formes. Organes et fonctions de la digestion, de la circulation, de la respiration. Système nerveux. Organes et fonctions de la reproduction. Classification des nématoïdes. Nématoïdes parasites de l'homme et des animaux. Tribu des strongyliens. Genre Strongle. - Strongylus (Muller)
34823x08	587	Helminthes [C. Baillet]. Classification diverses proposées pour les helminthes. Ordre des nématoïdes. Nématoïdes vrais. Formes. Organes et fonctions de la digestion, de la circulation, de la respiration. Système nerveux. Organes et fonctions de la reproduction. Classification des nématoïdes. Nématoïdes parasites de l'homme et des animaux. Tribu des strongyliens. Genre Strongle. - Strongylus (Muller)
34823x08	588	Helminthes [C. Baillet]. Classification diverses proposées pour les helminthes. Ordre des nématoïdes. Nématoïdes vrais. Formes. Organes et fonctions de la digestion, de la circulation, de la respiration. Système nerveux. Organes et fonctions de la reproduction. Classification des nématoïdes. Nématoïdes parasites de l'homme et des animaux. Tribu des strongyliens. Genre Strongle. - Strongylus (Muller)
34823x08	589	Helminthes [C. Baillet]. Classification diverses proposées pour les helminthes. Ordre des nématoïdes. Nématoïdes vrais. Formes. Organes et fonctions de la digestion, de la circulation, de la respiration. Système nerveux. Organes et fonctions de la reproduction. Classification des nématoïdes. Nématoïdes parasites de l'homme et des animaux. Tribu des strongyliens. Genre Strongle. - Strongylus (Muller) / Tribu des trichosomiens / Genre Trichocephale. Trichocephalus (Goeze)
34823x08	590	Helminthes [C. Baillet]. Classification diverses proposées pour les helminthes. Ordre des nématoïdes. Nématoïdes vrais. Formes. Organes et fonctions de la digestion, de la circulation, de la respiration. Système nerveux. Organes et fonctions de la reproduction. Classification des nématoïdes. Nématoïdes parasites de l'homme et des animaux. Tribu des trichosomiens. Genre Trichocephale. Trichocephalus (Goeze)
34823x08	591	Helminthes [C. Baillet]. Classification diverses proposées pour les helminthes. Ordre des nématoïdes. Nématoïdes vrais. Formes. Organes et fonctions de la digestion, de la circulation, de la respiration. Système nerveux. Organes et fonctions de la reproduction. Classification des nématoïdes. Nématoïdes parasites de l'homme et des animaux. Tribu des trichosomiens. Genre Trichocephale. Trichocephalus (Goeze)
34823x08	592	Helminthes [C. Baillet]. Classification diverses proposées pour les helminthes. Ordre des nématoïdes. Nématoïdes vrais. Formes. Organes et fonctions de la digestion, de la circulation, de la respiration. Système nerveux. Organes et fonctions de la reproduction. Classification des nématoïdes. Nématoïdes parasites de l'homme et des animaux. Tribu des trichosomiens. Genre Trichocephale. Trichocephalus (Goeze) / Genre Calodium (Duj.) / Nématoïdes non classés
34823x08	593	Helminthes [C. Baillet]. Classification diverses proposées pour les helminthes. Ordre des nématoïdes. Nématoïdes vrais. Formes. Organes et fonctions de la digestion, de la circulation, de la respiration. Système nerveux. Organes et fonctions de la reproduction. Classification des nématoïdes. Nématoïdes non classés / Cheiracanthus robustus (D.) / Trichina spiralis (Owen)
