object			
volume	27898	Littré-Gilbert (21e éd.)	1908
ref	Organoplastique		
term	Globule polaire, muqueux, huileux ou transparent		
ref	Polaire		
term	Globule rouge		
ref	Hématie		
ref	Perle		
entry	Globuleux	0	
orth	Globuleux		
entry	Globulimètre	0	
orth	Globulimètre		
entry	Globulin	0	
orth	Globulin		
ref	Leucocyte		
entry	Globuline	1	
orth	Globuline		
term	Globuline		
ref	Hématosine		
term	Globuline		
pb	734	0744	
entry	Globulinurie	0	
orth	Globulinurie		
entry	Globus pallidus	0	
orth	Globus pallidus		
entry	Glomerule	0	
orth	Glomerule		
ref	Rein		
entry	Glomérulé	0	
orth	Glomérulé		
entry	Glomérulite, Glomérulo-néphrite	0	
orth	Glomérulite		
orth	Glomérulo-néphrite		
entry	Glonoïne	0	
orth	Glonoïne		
ref	Nitro-glycérine		
entry	Glorianes	0	
orth	Glorianes		
entry	Glossalgie	0	
orth	Glossalgie		
entry	Glossanthrax	0	
orth	Glossanthrax		
entry	Glossien, Glossique	0	
orth	Glossien		
orth	Glossique		
entry	Glossine	0	
orth	Glossine		
ref	Tsétsé		
entry	Glossite	0	
orth	Glossite		
term	Glossite exfoliatrice marginée		
ref	Desquamation		
entry	Glossocatoche	0	
orth	Glossocatoche		
ref	Abaisse-langue		
entry	Glossocèle	0	
orth	Glossocèle		
ref	Macroglossie		
entry	Glossocome	0	
orth	Glossocome		
entry	Glossodynie	0	
orth	Glossodynie		
entry	Glosso-épiglottique	0	
orth	Glosso-épiglottique		
term	Muscles glosso-épiglotliques		
entry	Glossographie	0	
orth	Glossographie		
entry	Glosso-labio-laryngé	0	
orth	Glosso-labio-laryngé		
term	Paralysie glosso-labio-laryngée		
ref	Paralysie		
entry	Glossologie	0	
orth	Glossologie		
entry	Glosso-palatin	0	
orth	Glosso-palatin		
ref	Glosso		
entry	Glosso-pharyngien	1	
orth	Glosso-pharyngien		
term	Muscles glosso-pharyngiens		
term	Nerf glosso-pharyngien ou neuvième paire		
pb	735	0745	
ref	Goût		
entry	Glossophytie	0	
orth	Glossophytie		
ref	Langue		
entry	Glossoplégie	0	
orth	Glossoplégie		
entry	Glosso-staphylin	0	
orth	Glosso-staphylin		
entry	Glossotomie	0	
orth	Glossotomie		
entry	Glotte	1	
orth	Glotte		
pb	736	0746	
ref	Effort		
ref	Respiration		
term	Glotte supérieure		
term	Œdème de la glotte		
ref	Oedème		
term	Spasme de la glotte		
ref	Spasme		
entry	Glottique	0	
orth	Glottique		
term	Souffle glotlique		
ref	Souffle		
entry	Glottiscope	0	
orth	Glottiscope		
ref	Laryngoscope		
entry	Glouglou	0	
orth	Glouglou		
term	Bruit de glouglou ou glouglou pleural		
entry	Glouteron	0	
orth	Glouteron		
ref	Bardane		
entry	Glucogénie	0	
orth	Glucogénie		
ref	Glycogénie		
entry	Glucose	0	
orth	Glucose		
entry	Glucoside	0	
orth	Glucoside		
ref	Glycoside		
entry	Glucosurie	0	
orth	Glucosurie		
ref	Glycosurie		
entry	Glucyne	0	
orth	Glucyne		
ref	Glycine		
entry	Glucynium, Glucyum	0	
orth	Glucynium		
orth	Glucyum		
ref	Glycinium		
entry	Gluten	0	
orth	Gluten		
term	Pain de gluten		
term	Gluten animal		
term	Gluten-caséine		
term	Gluten-fibrine		
term	Gluten des larmes		
ref	Dacryolixe		
entry	Glutinatif	0	
orth	Glutinatif		
ref	Agglutinatjf		
entry	Glutine	0	
orth	Glutine		
entry	Glutineux	0	
orth	Glutineux		
entry	Glutol	0	
orth	Glutol		
entry	Glycémie	0	
orth	Glycémie		
ref	Glycogène		
ref	Glycogénie		
entry	Glycérat	1	
orth	Glycérat		
ref	Glycéré		
pb	737	0747	
entry	Glycérate	0	
orth	Glycérate		
ref	Glycérique		
entry	Glycération	0	
orth	Glycération		
entry	Glycéré	0	
orth	Glycéré		
entry	Glycéride	0	
orth	Glycéride		
entry	Glycérine	0	
orth	Glycérine		
ref	Glycéride		
term	Glycérine créosolée		
entry	Glycérinien, Glycérique	0	
orth	Glycérinien		
orth	Glycérique		
entry	Glycéro-extrait	0	
orth	Glycéro-extrait		
entry	Glycérolé	0	
orth	Glycérolé		
ref	Glycéré		
entry	Glycérophosphate	0	
orth	Glycérophosphate		
entry	Glycine	1	
orth	Glycine		
pb	738	0748	
entry	Glycine, Glucyne	0	
orth	Glycine		
orth	Glucyne		
entry	Glycinium, Glycium, Béryllium	0	
orth	Glycinium		
orth	Glycium		
orth	Béryllium		
entry	Glycocholate	0	
orth	Glycocholate		
term	Glycocholate de soude		
term	Glycocholate de sodium		
term	de soude		
ref	Bile		
entry	Glycocholique	0	
orth	Glycocholique		
term	Acide glycocholique		
ref	Bile		
entry	Glycocolle	0	
orth	Glycocolle		
entry	Glycoémique	0	
orth	Glycoémique		
term	Gangrène glycoémique		
ref	Diabète		
entry	Glycogène	1	
orth	Glycogène		
term	Matière ou principe glycogène		
pb	739	0749	
ref	Diabète		
ref	Glyconie		
entry	Glycogenése	0	
orth	Glycogenése		
entry	Glycogénie	0	
orth	Glycogénie		
ref	Diabète		
ref	Glycogène		
entry	Glycogénique, Glucogénique	0	
orth	Glycogénique		
orth	Glucogénique		
entry	Glycol	0	
orth	Glycol		
entry	Glycolamine	0	
orth	Glycolamine		
entry	Glycolurique	0	
orth	Glycolurique		
term	Acide glycolurique		
ref	Hydantoïque		
entry	Glycolyse	0	
orth	Glycolyse		
entry	Glycolytique	0	
orth	Glycolytique		
term	Ferment glycoly tique		
entry	Glyconine	0	
orth	Glyconine		
entry	Glycose	1	
orth	Glycose		
pb	740	0750	
term	Glycose ordinaire		
term	Glycose animale		
ref	Glycogène		
ref	Sucre		
entry	Glycoside	0	
orth	Glycoside		
entry	Glycosurie	0	
orth	Glycosurie		
ref	Diabète		
term	Glycosurie alimentaire		
ref	Diabète		
entry	Glycosurique	0	
orth	Glycosurique		
term	Amaurose glycosurique ou diabétique		
ref	Amaurose		
entry	Glycymètre	0	
orth	Glycymètre		
entry	Glycyrrhétine	0	
orth	Glycyrrhétine		
entry	Glycyrrhiza	0	
orth	Glycyrrhiza		
ref	Réglisse		
entry	Glycyrrhizine	0	
orth	Glycyrrhizine		
entry	Glykocholate	0	
orth	Glykocholate		
ref	Glycocholate		
entry	Gmelin	0	
orth	Gmelin		
term	Réaction de Gmelin		
entry	Gmund	0	
orth	Gmund		
entry	Gnaphale	0	
orth	Gnaphale		
foreign	Gnapkatium (L.)	lat	
ref	Pied		
entry	Gnathalgie	0	
orth	Gnathalgie		
entry	Gnathostome	0	
orth	Gnathostome		
entry	Gnathostomidés	0	
orth	Gnathostomidés		
entry	Gnatorragie	0	
orth	Gnatorragie		
entry	Gnétacées	1	
orth	Gnétacées		
pb	741	0751	
entry	Gnetum	0	
orth	Gnetum		
ref	Gnétacées		
entry	Gobelet	0	
orth	Gobelet		
term	Gobelet émétique		
entry	Godelheim	0	
orth	Godelheim		
entry	Godelier	0	
orth	Godelier		
term	Loi de Godelier		
entry	Godernaux	0	
orth	Godernaux		
term	Poudre de Godernaux		
ref	Poudre		
entry	Godesberg	0	
orth	Godesberg		
entry	Godet	0	
orth	Godet		
term	Godet de favus		
ref	Favus		
entry	Godronné	0	
orth	Godronné		
term	Canal godronné		
term	Corps godronné, frangé ou dentelé		
entry	Gœbersdorf	0	
orth	Gœbersdorf		
entry	Gcerz	0	
orth	Gcerz		
term	Station d’hiver		
entry	Goémon	0	
orth	Goémon		
ref	Varech		
entry	Gohier	0	
orth	Gohier		
entry	Goitre	1	
orth	Goitre		
foreign	Kropf	deu	
foreign	wen	eng	
foreign	gozzo	ita	
foreign	papera	spa	
pb	742	0752	
term	Goitre exophtalmies		
ref	Basedow		
entry	Goitreux	0	
orth	Goitreux		
entry	Goitreux	0	
orth	Goitreux		
foreign	kropfig	deu	
foreign	kropfartig	deu	
foreign	throatibursten	eng	
foreign	gozzuto	ita	
ref	Crétinisme		
ref	Goitre		
entry	Golaise	0	
orth	Golaise		
entry	Goldbach	0	
orth	Goldbach		
entry	Goldberg	0	
orth	Goldberg		
entry	Golfe	0	
orth	Golfe		
term	Golfe de l’urètre		
ref	Urètre		
entry	Golgi	0	
orth	Golgi		
term	Cellule de Golgi		
term	Méthode de Golgi		
entry	Golia-pristane	0	
orth	Golia-pristane		
term	Boues minérales		
entry	Goll	0	
orth	Goll		
term	Cordons de Gotl		
entry	Gombo, Bahmia	0	
orth	Gombo		
orth	Bahmia		
entry	Goménol	1	
orth	Goménol		
pb	743	0753	
entry	Gommart	0	
orth	Gommart		
term	Résine de gommart balsamifère		
ref	Sucrier		
entry	Gommate	0	
orth	Gommate		
ref	Gummate		
entry	Gomme	1	
orth	Gomme		
term	Gomme adragant		
ref	Adragant		
ref	Adraganthine		
term	Gomme ammoniaque		
ref	Emplâtre		
term	Gomme animée		
ref	Animé		
ref	Courbaril		
term	Gomme arabique		
ref	Cérasine		
ref	Mucilage		
ref	Sirop		
ref	Tablette		
term	Gomme de Bassora		
ref	Kutera		
term	Gomme chibou		
ref	Gommart		
term	Gomme élastique		
ref	Caoutchouc		
term	Gomme éléphantine		
term	Gomme geltania		
ref	Gutta-percha		
term	Gomme de Gonaké, Gonakié ou Gonaté		
term	Gomme laque		
ref	Laque		
term	Gomme de lierre		
ref	Hédérine		
term	Gomme lignirode		
term	Gomme de Nopal		
term	Gomme nostras		
ref	Gomme		
term	Gomme d’Orenbourg		
term	Gomme du pays		
ref	Cérasine		
term	Gommes du Sénégal		
ref	Gomme		
term	Gomme de Sumatra		
ref	Gutta-percha		
pb	744	0754	
entry	Gommé	0	
orth	Gommé		
term	Diachylon gommé		
ref	Diachylon		
entry	Gomme-gutte	0	
orth	Gomme-gutte		
foreign	Gummigutt	deu	
foreign	gamboge	eng	
entry	Gommeline	0	
orth	Gommeline		
entry	Gomme-résine	0	
orth	Gomme-résine		
foreign	gum-resin	eng	
foreign	gomo-resina	ita	
foreign	gommoresinaf	spa	
entry	Gommeux	0	
orth	Gommeux		
term	Extrait gommeux		
ref	Extrait		
term	Julep gommeux		
ref	Julep		
term	Looch gommeux		
term	Mercure gommeux		
ref	Mercure		
term	Tumeur gommeuse		
ref	Gomme		
entry	Gommier	0	
orth	Gommier		
ref	Gomme		
entry	Gommique	0	
orth	Gommique		
term	Acide gommique		
ref	Gummique		
entry	Gommite	0	
orth	Gommite		
entry	Gommo-résineux	0	
orth	Gommo-résineux		
entry	Gomphose	0	
orth	Gomphose		
entry	Gonalgie	0	
orth	Gonalgie		
entry	Gondole	0	
orth	Gondole		
entry	Gondret	0	
orth	Gondret		
term	Pommade de Gondret		
ref	Pommade		
entry	Gonécyste	0	
orth	Gonécyste		
entry	Gonflement	0	
orth	Gonflement		
entry	Gonidie	0	
orth	Gonidie		
ref	Conidie		
entry	Goniomètre	0	
orth	Goniomètre		
ref	Angle		
entry	Goniometrie	0	
orth	Goniometrie		
entry	Gonion	0	
orth	Gonion		
entry	Gonocèle	0	
orth	Gonocèle		
ref	Spermatocele		
term	Gonocèle		
entry	Gonochorise, Gonochorisme	0	
orth	Gonochorise		
orth	Gonochorisme		
entry	Gonococcie	0	
orth	Gonococcie		
entry	Gonocoque	1	
orth	Gonocoque		
pb	745	0755	
term	Gonocoque		
entry	Gonohémie	0	
orth	Gonohémie		
ref	Gonococcie		
entry	Gonorrhée	0	
orth	Gonorrhée		
ref	Spermatorrhée		
entry	Gonorrhéique	0	
orth	Gonorrhéique		
entry	Gonosphérie	0	
orth	Gonosphérie		
entry	Gonten	0	
orth	Gonten		
entry	Gonzalo-aloés	0	
orth	Gonzalo-aloés		
ref	Gateado		
entry	Googol	0	
orth	Googol		
entry	Goppingen	0	
orth	Goppingen		
entry	Gorbio	0	
orth	Gorbio		
term	Sanatorium		
entry	Gordiacés	0	
orth	Gordiacés		
entry	Gordius	0	
orth	Gordius		
ref	Gordiacés		
entry	Gorge	0	
orth	Gorge		
term	Grosse gorge		
ref	Goitre		
entry	Gorgée	0	
orth	Gorgée		
entry	Gorgeret	0	
orth	Gorgeret		
entry	Gorre	0	
orth	Gorre		
ref	Syphilis		
entry	Gortwa-Kisfalu	0	
orth	Gortwa-Kisfalu		
entry	Goschwitz	0	
orth	Goschwitz		
entry	Gosier	0	
orth	Gosier		
term	isthme du gosier		
ref	Isthme		
entry	Gossypium	1	
orth	Gossypium		
ref	Cotonnier		
pb	746	0756	
entry	Goudron	0	
orth	Goudron		
term	Goudron minéral		
term	goudron de houille		
ref	Coaltar		
term	Goudron végétal		
term	Eau de goudron		
ref	Eau		
entry	Gouet	0	
orth	Gouet		
ref	Arum		
entry	Gouge	0	
orth	Gouge		
entry	Goulard	0	
orth	Goulard		
term	Cérat de Goulard		
ref	Cérat		
term	Eau de Goulard		
ref	Eau		
entry	Gourd	0	
orth	Gourd		
term	Main gourde		
entry	Gourde	0	
orth	Gourde		
term	Gourde des pèlerins		
entry	Gourgane	0	
orth	Gourgane		
ref	Féverole		
entry	Gourme	0	
orth	Gourme		
ref	Impetigo		
entry	Gournay-en-Bray	0	
orth	Gournay-en-Bray		
entry	Gourou	0	
orth	Gourou		
ref	Sterculier		
entry	Gousset	0	
orth	Gousset		
entry	Goût	0	
orth	Goût		
ref	Bourgeons		
ref	Corde		
entry	Goutte	1	
orth	Goutte		
term	Gouttes		
pb	747	0757	
term	Gouttes amères de Baume		
term	Gouttes anodines anglaises		
term	Gouttes céphaliques		
term	Gouttes de Hollande		
term	Gouttes lithontriptiques de Palmieri		
term	Gouttes noires anglaises		
ref	Blackorop		
entry	Goutte	0	
orth	Goutte		
term	Goutte militaire		
term	Goutte rose		
ref	Couperose		
term	Goutte sciatique		
ref	Névralgie		
term	Goutte sereine		
ref	Amaurose		
entry	Goutteux	0	
orth	Goutteux		
term	Blennorragie goutteuse		
ref	Blennorragie		
term	Fièvre goutteuse		
term	Rhumatisme goutteux		
ref	Rhumatisme		
entry	Gouttière	1	
orth	Gouttière		
pb	748	0758	
term	Gouttière alvéolo-dentaire		
ref	Dentaire		
term	Gouttière basilaire		
ref	Basilaire		
term	Gouttière bicipitale		
ref	Bicipitale		
term	Gouttière caverneuse		
ref	Caverneux		
term	Gouttière dentaire		
ref	Dentaire		
term	Gouttière dorsale		
term	Gouttière lacrymale		
ref	Lacrymal		
term	Gouttière mastoïdienne		
ref	Mastoïdien		
term	Gouttière médullaire		
ref	Embryon		
term	Gouttière sagittale		
ref	Sagittal		
term	Gouttière vertébrale		
ref	Vertébral		
term	Gouttière		
entry	Gowers	0	
orth	Gowers		
term	Faisceau de Gowers		
term	Syndrome de Gowers		
entry	Goyrand	0	
orth	Goyrand		
term	Hernie de Goyrand		
entry	Graaf	0	
orth	Graaf		
term	Vésicules de De Graaf		
ref	Ovaire		
entry	Graduateur	0	
orth	Graduateur		
ref	Magnéto-électrique		
entry	Graefe	0	
orth	Graefe		
term	Signe de Graefe		
ref	Goitre		
entry	Graefe	0	
orth	Graefe		
term	Serre-nœud de De Graefe		
ref	Serbe-noeud		
entry	Graena	0	
orth	Graena		
entry	Grain	0	
orth	Grain		
ref	Signé		
term	Grain perlé		
ref	Perlé		
ref	Rugine		
ref	Synovite		
term	Grains dentinaires		
ref	Pilules		
ref	Pilules		
entry	Graine	0	
orth	Graine		
term	Graine d’Avignon		
ref	Nerprun		
term	Graine de Carvi		
term	Graine de cassie ou de cassier		
ref	Balibabulah		
term	Graine céréale		
ref	Céréale		
term	Graine d’écarlate, graine de Kermès		
ref	Kermès		
term	Graine dt paradis		
term	Graine de perroquet		
ref	Carthame		
term	Graine de Tilly ou des Moluques		
entry	Graisse	0	
orth	Graisse		
ref	Adipeux		
ref	Gras		
term	Graisse cérébrale		
ref	Cérébrine		
term	Graisse deseaux		
ref	Glairine		
entry	Graisseux	1	
orth	Graisseux		
term	Altération graisseuse des capillaires		
ref	Capillaire		
term	Granulation graisseuse		
ref	Granulation		
term	Principe graisseux		
ref	Gras		
term	Tissu graisseux		
ref	Adipeux		
term	Transformation		
ref	Atrophie		
pb	749	0759	
term	musculaire		
ref	Substitution		
ref	Transformation		
term	Urine graisseuse		
ref	Chylurie		
entry	Gram	0	
orth	Gram		
term	Liqueur de Gram		
term	Méthode de Gram		
entry	Gramat	0	
orth	Gramat		
entry	Gran	0	
orth	Gran		
entry	Granatine	0	
orth	Granatine		
entry	Grancher	0	
orth	Grancher		
term	Maladie de Grancher		
term	Schémas de Grancher		
entry	Grand	0	
orth	Grand		
term	Grand baume		
ref	Balsamite		
term	Grandes lèvres		
ref	Vulve		
term	Grand os		
term	Grand rond		
ref	Bond		
term	Grand sympathique		
ref	Sympathique		
entry	Grandeyrol	0	
orth	Grandeyrol		
entry	Grandjean	0	
orth	Grandjean		
term	Pommade de Grandjean		
ref	Pommade		
entry	Grandrif	0	
orth	Grandrif		
entry	Grandry	0	
orth	Grandry		
term	Corpuscules de Grandry		
ref	Corpuscule		
entry	Granulaire	0	
orth	Granulaire		
entry	Granulation	1	
orth	Granulation		
term	Granulation graisseuse		
ref	Tubercule		
term	Granulations du larynx et du pharynx		
ref	Angine		
term	Granulations leucocytaires		
ref	Leucocytes		
term	Granulation mélanique		
ref	Melanose		
term	Granulations méningiennes ou de Pacchioni		
term	Granulation moléculaire		
ref	Brownien		
term	Granulations palpébrales ou conjonctivales		
pb	750	0760	
term	Granulation pigmentaire		
ref	Pigment		
term	Granulation utérine		
ref	Utérin		
entry	Granule	0	
orth	Granule		
ref	Myélocyte		
term	Granule du chyle		
ref	Chyle		
ref	Leucocyte		
term	Granule glanduleux de Malpighi		
ref	Rate		
term	Granule de la lymphe		
ref	Leucocyte		
term	Granules de Dioscoride		
entry	Granulé	0	
orth	Granulé		
term	Teigne granulée		
entry	Granuleux	0	
orth	Granuleux		
ref	Granulé		
term	Angine granuleuse		
ref	Angine		
term	Corps ou corpuscule granuleux		
ref	Leucocyte		
term	Maladie granuleuse des reins		
term	Méningite granuleuse		
ref	Méningite		
term	Phtisie granuleuse		
ref	Phtisie		
entry	Granulie	0	
orth	Granulie		
ref	Phtisie		
entry	Granulo-graisseux	0	
orth	Granulo-graisseux		
term	Cylindre granulo-graisseux		
ref	Cylindre		
entry	Granulozyme	0	
orth	Granulozyme		
entry	Graphique	0	
orth	Graphique		
term	Enregistrement graphique		
ref	Enregistreur		
term	Représentation graphique		
ref	Courbe		
entry	Graphite	0	
orth	Graphite		
entry	Graphologie	0	
orth	Graphologie		
entry	Graphorrhée	0	
orth	Graphorrhée		
entry	Grappe	0	
orth	Grappe		
ref	Glande		
entry	Gras, Asse	0	
orth	Gras		
orth	Asse		
term	Corps gras ou graisseux		
ref	Adipeux		
ref	Saponification		
term	Huile grasse		
ref	Huile		
term	Lut gras		
ref	Lut		
ref	Foie		
entry	Gras	0	
orth	Gras		
term	Gras des cadavres		
ref	Adipocire		
entry	Gras-fondure	1	
orth	Gras-fondure		
pb	751	0761	
entry	Grasse	0	
orth	Grasse		
term	Station d’hiver		
entry	Grasset	0	
orth	Grasset		
term	Loi de Grasset		
term	Signe de Grasset		
entry	Grassette	0	
orth	Grassette		
ref	Pinguicula		
entry	Grasseyement	0	
orth	Grasseyement		
entry	Grateron	0	
orth	Grateron		
ref	Caille-lait		
entry	Gratiolacrine	0	
orth	Gratiolacrine		
entry	Gratiole	0	
orth	Gratiole		
ref	Gratioline		
ref	Gratiosoline		
entry	Gratiolétine	0	
orth	Gratiolétine		
ref	Gratioline		
entry	Gratioline, Gratiolin	0	
orth	Gratioline		
orth	Gratiolin		
entry	Gratiolirétine	0	
orth	Gratiolirétine		
ref	Gratioline		
entry	Gratiosolétine	0	
orth	Gratiosolétine		
ref	Gratiosoline		
entry	Gratiosoline	0	
orth	Gratiosoline		
entry	Gratiosolirétine	0	
orth	Gratiosolirétine		
ref	Gratiosoline		
entry	Grattage	0	
orth	Grattage		
ref	Abrasion		
ref	Raclage		
entry	Grattelle	0	
orth	Grattelle		
ref	Blépharite		
entry	Graux-féréol	0	
orth	Graux-féréol		
term	Gphtalmoplégie type Graux-Féréol		
entry	Gravalos	0	
orth	Gravalos		
entry	Gravatif	0	
orth	Gravatif		
entry	Gravature	0	
orth	Gravature		
entry	Grave	0	
orth	Grave		
term	Ictère grave		
ref	Ictère		
entry	Gravelade	0	
orth	Gravelade		
ref	Clavelée		
entry	Gravelé	0	
orth	Gravelé		
term	Cendre gravelée		
ref	Cendre		
entry	Graveleux	0	
orth	Graveleux		
entry	Gravelle	0	
orth	Gravelle		
ref	Calcul		
ref	Lithiase		
term	Herbe à la gravelle		
ref	Herbe		
term	Gravelle		
entry	Gravel-root	0	
orth	Gravel-root		
ref	Herbe		
entry	Graves	0	
orth	Graves		
term	Pilules de Graves		
ref	Pilules		
term	Maladie de Graves		
ref	Basedow		
ref	Goitre		
entry	Gravide	0	
orth	Gravide		
term	Utérus gravide		
entry	Gravidine	0	
orth	Gravidine		
ref	Eyestéine		
entry	Gravidisme	0	
orth	Gravidisme		
ref	Grossesse		
entry	Gravido-cardiaque	1	
orth	Gravido-cardiaque		
pb	752	0762	
entry	Gravier	0	
orth	Gravier		
ref	Gravelle		
entry	Graville	0	
orth	Graville		
entry	Gravité	0	
orth	Gravité		
term	Centre de gravité		
ref	Centre		
entry	Grease	0	
orth	Grease		
term	Grease pustuleux		
entry	Greffe	0	
orth	Greffe		
ref	Conductibilité		
term	Greffe épidermique		
term	Greffe osseuse		
term	Greffe périostique		
ref	Ostéoplastie		
term	Greffe de Thiersch		
entry	Grégarines	0	
orth	Grégarines		
entry	Greifswald	0	
orth	Greifswald		
entry	Grêlé	0	
orth	Grêlé		
term	Intestin grêle		
ref	Intestin		
term	Muscle grêle de la cuisse		
ref	Droit		
entry	Grêle	0	
orth	Grêle		
entry	Grêleux	0	
orth	Grêleux		
term	Os grêleux		
entry	Grêlon	0	
orth	Grêlon		
ref	Chalazion		
entry	Grémil	0	
orth	Grémil		
entry	Grenade	0	
orth	Grenade		
term	Sirop de Grenade		
ref	Sirop		
entry	Grenadier	1	
orth	Grenadier		
pb	753	0763	
ref	Tænjfoge		
entry	Grenadine	0	
orth	Grenadine		
entry	Grenétine	0	
orth	Grenétine		
entry	Grenouille	0	
orth	Grenouille		
entry	Grenouillette	0	
orth	Grenouillette		
entry	Grenu	0	
orth	Grenu		
entry	Gréoulx	0	
orth	Gréoulx		
entry	Grésillement	0	
orth	Grésillement		
entry	Gries	0	
orth	Gries		
term	Station d’hiver		
entry	Griesbach	0	
orth	Griesbach		
entry	Griffe	0	
orth	Griffe		
ref	Rotule		
term	Griffe cubitale		
entry	Griffon	0	
orth	Griffon		
ref	Captage		
entry	Grillet	0	
orth	Grillet		
entry	Grincement	1	
orth	Grincement		
term	Grincement des dents		
pb	754	0764	
entry	Grindelia	0	
orth	Grindelia		
term	Grindelia robusta		
entry	Grindelwald	0	
orth	Grindelwald		
term	Station d’éte et d’hiver		
entry	Grippe	0	
orth	Grippe		
term	Grippe		
ref	Pfeiffer		
entry	Grippé	0	
orth	Grippé		
entry	Grippé	0	
orth	Grippé		
entry	Grippement	0	
orth	Grippement		
entry	Gris, Ise	0	
orth	Gris		
orth	Ise		
term	Bandelette grise		
ref	Bandelette		
term	Fibre grise		
ref	Nerveux		
term	Filet gris		
ref	Nerveux		
term	Granulation grise		
ref	Tubercule		
term	Nerf gris		
ref	Nerf		
term	Substance grise		
ref	Cerveau		
ref	Moelle		
entry	Grisou	0	
orth	Grisou		
ref	Formène		
entry	Gros, Osse	0	
orth	Gros		
orth	Osse		
term	Gros intestin		
ref	Intestin		
entry	Gros	0	
orth	Gros		
foreign	drachma	lat	
foreign	δραχμή	grc	
foreign	Drachme	deu	
foreign	drachm	eng	
foreign	dramma	ita	
foreign	grosso	ita	
foreign	grueso	spa	
entry	Groseille	0	
orth	Groseille		
term	Sirop de groseilles		
entry	Groseillier	0	
orth	Groseillier		
foreign	Ribes (L.)	lat	
ref	Maquereau		
entry	Gross-Albersthofen	0	
orth	Gross-Albersthofen		
entry	Grossesse	2	
orth	Grossesse		
term	fausse		
term	fœtale		
term	afœüde		
term	gémellaire		
term	multiple		
pb	755	0765	
term	compliquée		
term	Grossesse cervicale		
term	actifs du fœtus, perçus par l’accoucheur		
term	Durée de la grossesse		
term	Age de la grossesse		
term	Maladies de la femme enceinte		
ref	Gravido-cardiaque		
ref	Éclampsie		
ref	Placenta		
pb	756	0766	
ref	Avortement		
entry	Grossissement	0	
orth	Grossissement		
ref	Micromètre		
ref	Microscope		
entry	Gross-Wardein	0	
orth	Gross-Wardein		
entry	Gross-Wunitz	0	
orth	Gross-Wunitz		
entry	Groupe	0	
orth	Groupe		
term	Groupe naturel		
ref	Biotaxie		
entry	Grua	0	
orth	Grua		
foreign	Grütze	deu	
foreign	oat-meal	eng	
entry	Gruben	0	
orth	Gruben		
entry	Gruby	0	
orth	Gruby		
term	Maladie de Gruby-Sabouraud		
entry	Grumeau	0	
orth	Grumeau		
entry	Grumeleux	0	
orth	Grumeleux		
entry	Grutum	0	
orth	Grutum		
ref	Milium		
entry	Grypose	0	
orth	Grypose		
entry	Gryposique, Gryphosique	0	
orth	Gryposique		
orth	Gryphosique		
entry	Gt	0	
orth	Gt		
ref	Abréviation		
entry	Guacine	0	
orth	Guacine		
entry	Guaco, Huaco	0	
orth	Guaco		
orth	Huaco		
entry	Guagno	0	
orth	Guagno		
entry	Guaïamar	0	
orth	Guaïamar		
entry	Guaiaquine	0	
orth	Guaiaquine		
entry	Guanadine	0	
orth	Guanadine		
foreign	carbo triamine	lat	
entry	Guanine	0	
orth	Guanine		
entry	Guano	0	
orth	Guano		
entry	Guao	0	
orth	Guao		
entry	Guaranauva	1	
orth	Guaranauva		
pb	757	0767	
entry	Guaranhem	0	
orth	Guaranhem		
term	écorce de Buranhem ou de mohica		
ref	Monésia		
entry	Guaranine	0	
orth	Guaranine		
entry	Guardia Vieja	0	
orth	Guardia Vieja		
entry	Guare, Marinheiro	0	
orth	Guare		
orth	Marinheiro		
entry	Gubernaculum	0	
orth	Gubernaculum		
term	Gubernaculum dentis		
ref	Dentaire		
term	Gubernaculum testis		
ref	Cremaster		
ref	Testicule		
entry	Gubler	0	
orth	Gubler		
term	Foie silex de Gubler		
term	Réaction de Gubler		
ref	Hémaphéique		
term	Signe de Gubler		
term	Syndrome de Millard-Gubler		
ref	Millard		
entry	Guéde	0	
orth	Guéde		
entry	Guénéau de Mussy	0	
orth	Guénéau de Mussy		
ref	Bouton		
entry	Guêpe	0	
orth	Guêpe		
ref	Abeille		
term	Guêpe dorée		
ref	Chryside		
entry	Guérin	0	
orth	Guérin		
term	Pansement de Guérin		
ref	Ouate		
entry	Guérin	0	
orth	Guérin		
term	Loi de J. Guérin		
entry	Guérison	0	
orth	Guérison		
ref	Crise		
ref	Délitescence		
ref	Résolution		
entry	Guéthol	0	
orth	Guéthol		
entry	Gueule	0	
orth	Gueule		
term	Gueule-de-loup		
entry	Gufano	0	
orth	Gufano		
ref	Cctérèbre		
entry	Gui	0	
orth	Gui		
entry	Guibertes, Les	0	
orth	Guibertes		
orth	Les		
entry	Gujbourtia	0	
orth	Gujbourtia		
foreign	guibourlia	lat	
entry	Guigne, Guignier	0	
orth	Guigne		
orth	Guignier		
ref	Cerisier		
entry	Guilandina	0	
orth	Guilandina		
ref	Bonduc		
entry	Guillon	0	
orth	Guillon		
entry	Guilno	0	
orth	Guilno		
entry	Guimauve	0	
orth	Guimauve		
term	Pâte de guimauve		
ref	Pate		
term	Sirop de guimauve		
ref	Sirop		
term	Tablettes de guimauve		
ref	Tablette		
entry	Guitera	0	
orth	Guitera		
entry	Gujasanol	0	
orth	Gujasanol		
entry	Gummate	0	
orth	Gummate		
ref	Gummique		
entry	Gummique	1	
orth	Gummique		
term	Acide gummique		
ref	Gomme		
pb	758	0768	
term	arabique		
entry	Gunjah	0	
