object			
volume	37020d	Littré-Robin (1865-1873)	1873
foreign	miristicina	spa	
term	Camphre des fleurs de muscade		
ref	Macis		
ref	Muscade		
entry	Myristicinique, Myristicylique	0	
orth	Myristicinique		
orth	Myristicylique		
ref	Myristique		
entry	Myristicyle	0	
orth	Myristicyle		
entry	Myristine	0	
orth	Myristine		
entry	Myristinique, Myristique	0	
orth	Myristinique		
orth	Myristique		
term	Acide myristique ou séricique		
entry	Myrmécie	0	
orth	Myrmécie		
foreign	myrmecia	lat	
foreign	Ameisenwarze	deu	
foreign	myrmecia	eng	
foreign	mirmecia	ita	
foreign	mirmecia	spa	
ref	Formication		
entry	Myrobalan, Myrobolan	0	
orth	Myrobalan		
orth	Myrobolan		
foreign	myrobalanus	lat	
foreign	Myrobalanil	deu	
foreign	myrobalan	eng	
foreign	mirobalano	ita	
foreign	mirobalano	spa	
entry	Myrolé	0	
orth	Myrolé		
foreign	mirolado	spa	
entry	Myronates	0	
orth	Myronates		
ref	Myronique		
entry	Myronique	0	
orth	Myronique		
foreign	Myronsäure	deu	
foreign	myronic acid	eng	
foreign	mironico	ita	
foreign	mironico	spa	
term	Acide myronique		
entry	Myronocarpine	0	
orth	Myronocarpine		
entry	Myrosine	0	
orth	Myrosine		
foreign	Myrosin	deu	
foreign	myrosinie	eng	
foreign	mirosina	ita	
foreign	mirosina	spa	
ref	Essence		
entry	Myroxyle	0	
orth	Myroxyle		
ref	Baume		
entry	Myroxyline	0	
orth	Myroxyline		
pb	1011	1025	
entry	Myroxylique	0	
orth	Myroxylique		
term	Aride myroxylique ou carbo-benzoïque		
entry	Myrrhe	0	
orth	Myrrhe		
foreign	myrrha	lat	
foreign	Myrrhe	deu	
foreign	myrrh	eng	
foreign	mirra	ita	
foreign	mirra	spa	
foreign	μύῤῥα	grc	
entry	Myrrhis	0	
orth	Myrrhis		
term	Myrrhis annua		
entry	Myrrhoïde	0	
orth	Myrrhoïde		
entry	Myrrhoïdine	0	
orth	Myrrhoïdine		
entry	Myrsinées	0	
orth	Myrsinées		
entry	Myrtacées	0	
orth	Myrtacées		
foreign	myrtaceœ	lat	
entry	Myrte	0	
orth	Myrte		
foreign	Myrtus communis (L.)	lat	
foreign	Myrtle	deu	
foreign	myrthe	eng	
foreign	mortelle	ita	
foreign	mirto	ita	
foreign	mirto	spa	
foreign	murto	spa	
foreign	μύρτος	grc	
term	Myrte bâtard ou aquatique		
ref	Galé		
entry	Myrtiforme	0	
orth	Myrtiforme		
foreign	myrtiformis	lat	
foreign	myrthenförmig	deu	
foreign	myrtiform	eng	
foreign	mirtiforme	ita	
foreign	mirtiforme	spa	
term	Caroncules myrtiformes		
ref	Caroncule		
term	Fosse myrtifor-me		
term	Muscle myrtiforme		
entry	Myrtille	0	
orth	Myrtille		
ref	Airelle		
entry	Myrtinées	0	
orth	Myrtinées		
ref	Myrtacées		
entry	Mysticisme	0	
orth	Mysticisme		
foreign	Mysticismus	deu	
foreign	mysticism	eng	
foreign	mistichismo	ita	
term	Mysticisme médical		
entry	Mytacisme	0	
orth	Mytacisme		
foreign	Mutacismus	deu	
foreign	mutatism	eng	
foreign	mutacismo	ita	
foreign	mutacismo	spa	
foreign	μυτακίζειν	grc	
entry	Myure	0	
orth	Myure		
foreign	myurus	lat	
foreign	mauseschwanzartig	deu	
foreign	myurus	eng	
foreign	miuro	ita	
foreign	miuro	spa	
term	Pouls myure		
term	Pouls myure réciproque		
entry	Myxagène	0	
orth	Myxagène		
term	Laryngite myxagène		
ref	Hem		
entry	Myxinoïdes	0	
orth	Myxinoïdes		
ref	Poisson		
entry	Myxoamybe	0	
orth	Myxoamybe		
entry	Myxogastre	1	
orth	Myxogastre		
pb	1012	1026	
ref	Spobogone		
entry	Myxoïde	0	
orth	Myxoïde		
entry	Myxome	0	
orth	Myxome		
ref	Colloïde		
entry	Myxomycète	0	
orth	Myxomycète		
entry	Myxosarcome	0	
orth	Myxosarcome		
foreign	myxosarcoma	lat	
entry	N° 1, N° 2	0	
orth	N° 1		
orth	N° 2		
ref	Abréviation		
entry	Naboth	0	
orth	Naboth		
term	Glandes de Naboth		
ref	Glanue		
term	Œuf de Naboth		
ref	Utérus		
term	Vésicule de Naboth		
ref	Vésicule		
entry	Nacarol	0	
orth	Nacarol		
ref	Divmivi		
entry	Nacelle	0	
orth	Nacelle		
foreign	caréna	lat	
foreign	Schiffchen	deu	
entry	Nacre	0	
orth	Nacre		
ref	Avicule		
ref	Coquille		
entry	Nacré	0	
orth	Nacré		
foreign	Perlmutterfarbig	deu	
foreign	nacreous	eng	
term	Ichthyose nacrée		
ref	Ichthyose		
entry	Nacriers	0	
orth	Nacriers		
foreign	Perlmutterarbeiter	deu	
entry	Naé	0	
orth	Naé		
ref	Nahé		
entry	Nævus	0	
orth	Nævus		
foreign	nævus	lat	
foreign	Muttermal	deu	
foreign	a mother s mark	eng	
foreign	voglia	ita	
foreign	neo materno	ita	
foreign	nevo	spa	
foreign	σπῖλος	grc	
term	Nævus maternel		
ref	Vasculaire		
entry	Nafé	0	
orth	Nafé		
entry	Nage	0	
orth	Nage		
ref	Natation		
entry	Nageant	0	
orth	Nageant		
foreign	natans	lat	
foreign	schwimmend	deu	
foreign	swimming	eng	
foreign	nuotante	ita	
foreign	nadadora	spa	
entry	Nageoire	0	
orth	Nageoire		
foreign	pinna	lat	
foreign	Flosse	deu	
foreign	Schwimmflosse	deu	
foreign	fin	eng	
foreign	ala	ita	
foreign	pinna	ita	
foreign	aleta	spa	
ref	Poisson		
entry	Nahé, Naé, Nehaï	0	
orth	Nahé		
orth	Naé		
orth	Nehaï		
entry	Naïa, Naja	0	
orth	Naïa		
orth	Naja		
ref	Haje		
entry	Naïadées	0	
orth	Naïadées		
foreign	naiadeæ	lat	
entry	Nain	0	
orth	Nain		
foreign	nanv.s	lat	
foreign	Zwerg	deu	
foreign	dwarf	eng	
foreign	nano	ita	
foreign	enano	spa	
foreign	νάνος	grc	
entry	Naissance	2	
orth	Naissance		
foreign	nativitas	lat	
foreign	Ursprung	deu	
foreign	Geburt	deu	
foreign	birth	eng	
foreign	nascita	ita	
foreign	nacimiento	spa	
foreign	γενέθλη	grc	
term	Naissance dfune artère		
ref	Formation		
pb	1013	1027	
ref	Hétérogénie		
ref	Population		
ref	Natalité		
ref	Moyenne		
ref	Population		
term	Constatation des naissances à domicile		
pb	1014	1028	
ref	Déclaration		
entry	Naissant	0	
orth	Naissant		
foreign	entstehend	deu	
foreign	nascent	eng	
foreign	nascente	ita	
foreign	nasciente	spa	
ref	Allotropie		
entry	Naja	0	
orth	Naja		
ref	Naïa		
entry	Nancéate	0	
orth	Nancéate		
foreign	nanceas	lat	
foreign	milchsaures Salz	deu	
foreign	lactate	eng	
foreign	nanceato	ita	
foreign	nanceato	spa	
entry	Nancéique	0	
orth	Nancéique		
foreign	milchig	deu	
foreign	lactic	eng	
foreign	nanceic	eng	
foreign	nanceico	ita	
foreign	nanceico	spa	
ref	Lactique		
entry	Nandhirobe	0	
orth	Nandhirobe		
ref	Avila		
entry	Nandhirobées	0	
orth	Nandhirobées		
entry	Nanisme	0	
orth	Nanisme		
foreign	Zwergbildung	deu	
foreign	dwarfishness	eng	
ref	Nain		
entry	Nanocéphalie	0	
orth	Nanocéphalie		
entry	Nanocormie	0	
orth	Nanocormie		
entry	Nanomélie	0	
orth	Nanomélie		
entry	Nanosomie	0	
orth	Nanosomie		
ref	Nanisme		
entry	Napacé, Napiforme	0	
orth	Napacé		
orth	Napiforme		
foreign	nupaceus	lat	
foreign	naptformis	lat	
foreign	rübenförmig	deu	
foreign	turnipy	eng	
foreign	napiforme	ita	
foreign	napaceo	spa	
ref	Squirrheux		
entry	Napel	0	
orth	Napel		
ref	Aconit		
entry	Napelline	0	
orth	Napelline		
entry	Napha	0	
orth	Napha		
term	Aqua naphœ		
entry	Naphtalidam, Naphtalidine	0	
orth	Naphtalidam		
orth	Naphtalidine		
entry	Naphtaline	0	
orth	Naphtaline		
foreign	Naphtalin	deu	
foreign	naphtaline	eng	
foreign	naftalina	ita	
foreign	naftalina	spa	
ref	Sulfo-napthalique		
entry	Naphtalinique, Phtalinique	0	
orth	Naphtalinique		
orth	Phtalinique		
entry	Naphte	0	
orth	Naphte		
foreign	naphtha	lat	
foreign	Naphtha	deu	
foreign	Bergal	deu	
foreign	naphtha	eng	
foreign	petroleum	eng	
foreign	nafla	ita	
foreign	nafla	spa	
foreign	νάφθα	grc	
ref	Huile		
ref	Pétrole		
entry	Naphtéine	0	
orth	Naphtéine		
foreign	Naphthein	deu	
foreign	naphteine	eng	
foreign	nafteinà	ita	
foreign	nafteinà	spa	
entry	Naphthalinhyposulfurique	0	
orth	Naphthalinhyposulfurique		
ref	Sulfonaphthalique		
entry	Naphthalino-sous-sulfurique	0	
orth	Naphthalino-sous-sulfurique		
ref	Sulfonaphthalino		
entry	Naphthino-sous-sulfbriqle	0	
orth	Naphthino-sous-sulfbriqle		
entry	Napiforme	0	
orth	Napiforme		
ref	Napacé		
entry	Napolier	0	
orth	Napolier		
entry	Narcaphte, Narcaphton, Nascaphton	0	
orth	Narcaphte		
orth	Narcaphton		
orth	Nascaphton		
ref	Encens		
entry	Narcé	0	
orth	Narcé		
foreign	νάρκη	grc	
entry	Narcéine	0	
orth	Narcéine		
foreign	Narcein	deu	
foreign	narceine	eng	
foreign	narceina	ita	
foreign	narceina	spa	
ref	Opium		
entry	Narcisse	1	
orth	Narcisse		
foreign	Narcissus (L.)	lat	
foreign	Narzisse	deu	
foreign	daffodil	eng	
foreign	narcissus	eng	
foreign	narcisso	ita	
foreign	narciso	spa	
foreign	ναρκισσὸς	grc	
pb	1015	1029	
entry	Narcissées	0	
orth	Narcissées		
foreign	nareisseæ	lat	
entry	Narcissine	0	
orth	Narcissine		
entry	Narcitine	0	
orth	Narcitine		
entry	Narcogénine	0	
orth	Narcogénine		
entry	Narcose	0	
orth	Narcose		
foreign	νάρκωσις	grc	
entry	Narcotico-âcre	0	
orth	Narcotico-âcre		
ref	Poison		
entry	Narcotine	0	
orth	Narcotine		
foreign	narcotina	lat	
foreign	Narkotin	deu	
foreign	Opian	deu	
foreign	narcotine	eng	
foreign	narcotina	ita	
foreign	narcotina	spa	
entry	Narcotinique	0	
orth	Narcotinique		
term	Acide narcotinique		
entry	Narcotique	0	
orth	Narcotique		
foreign	narcoticus	lat	
foreign	narkotisch	deu	
foreign	Schlafmittel	deu	
foreign	narcotic	eng	
foreign	narcotico	ita	
foreign	narcotico	spa	
foreign	ναρκωτικὸς	grc	
ref	Opiacé		
ref	Opium		
term	Lamentation narcotique		
ref	Fomentation		
term	Uniment narcotique		
ref	Liximent		
entry	Narcotisme	0	
orth	Narcotisme		
foreign	narcosis	lat	
foreign	Narkotismus	deu	
foreign	narcotism	eng	
foreign	narcotismo	ita	
foreign	narcotismo	spa	
foreign	νάρκωσις	grc	
entry	Nard	0	
orth	Nard		
foreign	nardus	lat	
foreign	Narde	deu	
foreign	Nardenöl	deu	
foreign	spikenard	eng	
foreign	nardo	ita	
foreign	nardo	spa	
foreign	νάρδος	grc	
term	Nard celtique		
term	Nard indien ou indique		
term	Nard sauvage		
ref	Cabaret		
entry	Narine	0	
orth	Narine		
foreign	naris	lat	
foreign	Nasenloch	deu	
foreign	nostril	eng	
foreign	narice	ita	
foreign	nariz	spa	
foreign	μυκτὴρ	grc	
term	Pulvérulence des narines		
ref	Pulvérulence		
entry	Nasal	1	
orth	Nasal		
foreign	nasalis	lat	
foreign	nasal	deu	
foreign	nasal	eng	
foreign	nasale	ita	
foreign	nasal	spa	
term	Artère nasale		
term	Bosse nasale		
term	Canal nasal		
ref	Lacrymal		
term	Cartilage nasal		
term	Catarrhe nasal		
ref	Coryza		
term	Cavités nasales		
ref	Nasales		
term	Echancrure nasale		
pb	1016	1030	
term	Épines nasales		
term	Fosses nasales		
term	Mucus nasal		
term	Muqueuse nasale		
ref	Pituitaire		
term	Nerf nasal		
term	Os nasaux, os propres du nez		
term	Trait nasal		
ref	Trait		
entry	Naseau	0	
orth	Naseau		
foreign	naris	lat	
foreign		grc	
foreign	Nasenloch	deu	
foreign	nostril	eng	
foreign	nari	ita	
foreign	nariz	spa	
foreign	ῥὶν	grc	
ref	Gourme		
ref	Morve		
entry	Nasillement	0	
orth	Nasillement		
entry	Nasitobt	0	
orth	Nasitobt		
ref	Cresson		
entry	Naso-lobaibe	0	
orth	Naso-lobaibe		
foreign	naso-lobar	eng	
foreign	naso-lobare	ita	
foreign	nasolobar	spa	
entry	Nasonné	0	
orth	Nasonné		
foreign	näselnd	deu	
foreign	snuffling	eng	
entry	Nasonnement	0	
orth	Nasonnement		
foreign	de nare loqui	lat	
foreign	Näseln	deu	
entry	Naso-oculaibe	0	
orth	Naso-oculaibe		
foreign	naso-ocularis	lat	
foreign	naso-ocular	eng	
foreign	naso-oculare	ita	
foreign	naso-ocular	spa	
entry	Naso-palatin	0	
orth	Naso-palatin		
foreign	naso-palatinus	lat	
foreign	nasopalatinous	eng	
foreign	naso-palatino	ita	
foreign	naso-palatino	spa	
term	Ganglion naso-palatin		
term	Nerf nasoᵣpalatin		
pb	1017	1031	
entry	Naso-palpébral	0	
orth	Naso-palpébral		
ref	Orbiculaire		
entry	Naso-pharyngien	0	
orth	Naso-pharyngien		
term	Végétations naso-pharyngiennes		
ref	Pharynx		
entry	Naso-sourcilier	0	
orth	Naso-sourcilier		
foreign	noso-sopraciliarë	ita	
ref	Sourcilier		
entry	Natalité	0	
orth	Natalité		
foreign	Nasalität	deu	
foreign	natality	eng	
foreign	natalita	ita	
ref	Génitalité		
ref	Moyenne		
ref	Population		
ref	Mortalité		
ref	Naissance		
ref	Population		
ref	Vitalité		
entry	Natation	0	
orth	Natation		
foreign	natatio	lat	
foreign	Schwimmen	deu	
foreign	swimming	eng	
foreign	natation	eng	
foreign	nuoto	ita	
foreign	natacion	spa	
foreign	νεῦσις	grc	
ref	Pesaxteur		
entry	Natatoire	0	
orth	Natatoire		
term	Vessie natatoire		
ref	Vessie		
entry	Nates	0	
orth	Nates		
foreign	natiche	ita	
entry	Natif	0	
orth	Natif		
foreign	nativus	lat	
foreign	gediegen	deu	
foreign	native	eng	
foreign	nativo	ita	
foreign	nativo	spa	
foreign	ἔμφυτος	grc	
pb	1018	1032	
entry	Natriem	0	
orth	Natriem		
entry	Natromètre	0	
orth	Natromètre		
entry	Natron	0	
orth	Natron		
foreign	natrum	lat	
foreign	Natron	deu	
foreign	natron	eng	
foreign	anatron	eng	
foreign	natro	ita	
foreign	anatron	spa	
ref	Carbonate		
entry	Naturalisation	0	
orth	Naturalisation		
foreign	Naturalisation	deu	
foreign	naturalisation	eng	
foreign	naturalizzazione	ita	
foreign	naturalizacion	spa	
ref	Acclimatation		
entry	Naturalisme	0	
orth	Naturalisme		
ref	Naturisme		
entry	Naturaliste	0	
orth	Naturaliste		
foreign	naturæ indagator	lat	
foreign	Naturforscher	deu	
foreign	Naturalist	deu	
foreign	natural philosopher	eng	
foreign	naturaliste	ita	
foreign	naturaliste	spa	
entry	Nature	0	
orth	Nature		
foreign	natura	lat	
foreign	Natur	deu	
foreign	nature	eng	
foreign	natura	ita	
foreign	naturaleza	spa	
foreign	φύσις	grc	
term	Autocratie de la nature		
ref	Autocratie		
term	Nature d’une maladie		
ref	Spécificité		
term	Nature médicatrice		
term	Bœufs de nature		
entry	Naturel	0	
orth	Naturel		
foreign	naturalis	lat	
foreign	natürlich	deu	
foreign	natural	eng	
foreign	naturale	ita	
foreign	natural	spa	
foreign	φυσικὸς	grc	
term	Caractère naturel		
ref	Caractère		
term	Classification naturelle '		
ref	Artificiel		
term	Enfant naturel		
term	Parties naturelles		
term	Naturel		
entry	Naturisme, Naturalisme	0	
orth	Naturisme		
orth	Naturalisme		
foreign	Naturalismus	deu	
foreign	naturalism	eng	
foreign	naturalisme	spa	
foreign	naturisme	spa	
ref	Maladie		
entry	Naturiste	0	
orth	Naturiste		
foreign	naturist	deu	
foreign	naturist	eng	
foreign	naturista	ita	
foreign	naturista	spa	
entry	Nauclée	0	
orth	Nauclée		
ref	Kino		
entry	Naucléine	0	
orth	Naucléine		
ref	Catéchine		
entry	Naupathie	0	
orth	Naupathie		
entry	Nauséabond	0	
orth	Nauséabond		
foreign	nauseosus	lat	
foreign	ekelhaft	deu	
foreign	nauseous	eng	
foreign	nauseabondo	ita	
foreign	nauseabundo	spa	
foreign	ναυτιώδης	grc	
entry	Nausée	0	
orth	Nausée		
foreign	nausea	lat	
foreign	Uebelkeit	deu	
foreign	nausea	eng	
foreign	sickness	eng	
foreign	nausea	ita	
foreign	nausea	spa	
foreign	ναυσία	grc	
foreign	ναυτία	grc	
entry	Nauséeux	0	
orth	Nauséeux		
foreign	nauseous	deu	
foreign	nauseoso	ita	
foreign	nauseoso	spa	
ref	Nauséabond		
term	Efforts nauséeux		
term	Odeur nauséeuse		
ref	Odeur		
entry	Nautile	0	
orth	Nautile		
ref	Argonaute		
entry	Navarrine	0	
orth	Navarrine		
entry	Navet	0	
orth	Navet		
foreign	Brassica napus (L.)	lat	
foreign	Rübe	deu	
foreign	turnip	eng	
foreign	navone	ita	
foreign	radice	ita	
foreign	nabo	spa	
foreign	rave	spa	
term	Navet du diable, navet galant		
ref	Bryone		
entry	Navette	0	
orth	Navette		
entry	Naviculaire	1	
orth	Naviculaire		
foreign	navicularis	lat	
foreign	kahnförmig	deu	
foreign	navicular	eng	
foreign	navicolare	ita	
foreign	navicular	spa	
term	Fosse naviculaire		
term	Fosse naviculaire		
term	Maladie * naviculaire		
pb	1019	1033	
term	Os naviculaire		
ref	Scaphoïde		
entry	Navicule	0	
orth	Navicule		
entry	Naviforme	0	
orth	Naviforme		
entry	Navigation	0	
orth	Navigation		
foreign	navigatio	lat	
foreign	Seefahrt	deu	
foreign	navigation	eng	
foreign	navigazione	ita	
foreign	navigacion	spa	
foreign	ναυτιλία	grc	
entry	Naz	0	
orth	Naz		
entry	Néarthrose	0	
orth	Néarthrose		
foreign	Aftergelenk	deu	
foreign	nearthrosis	eng	
foreign	neartrosi	ita	
entry	Neboued	0	
orth	Neboued		
ref	Gomme		
ref	Gommier		
entry	Nécessité	0	
orth	Nécessité		
term	Lieu de nécessité, temps de nécessité		
ref	T		
ref	Jeu		
ref	Temps		
entry	Nécrobiose	0	
orth	Nécrobiose		
entry	Nécrogène	0	
orth	Nécrogène		
entry	Nécromancie	0	
orth	Nécromancie		
ref	Science		
entry	Nécrocome	0	
orth	Nécrocome		
ref	Décès		
ref	Mort		
entry	Nécropathie	0	
orth	Nécropathie		
entry	Nécrophobie	0	
orth	Nécrophobie		
foreign	Furcht vor dem Tode	deu	
foreign	necrophoby	eng	
foreign	necrofobia	ita	
foreign	necrofobia	spa	
entry	Nécropsie, Nécroscopie	0	
orth	Nécropsie		
orth	Nécroscopie		
foreign	Leichenschau	deu	
foreign	necropsy	eng	
foreign	necroscopia	ita	
foreign	necroscopia	spa	
entry	Nécroscopique	0	
orth	Nécroscopique		
entry	Nécrose	1	
orth	Nécrose		
foreign	necrosis	lat	
foreign	Nekrose	deu	
foreign	necrosis	eng	
foreign	necrosi	ita	
foreign	necrosis	spa	
foreign	νέκρωσις	grc	
term	Nécrose céréale		
ref	Raphanie		
term	Nécrose phosphorée des maxillaires		
ref	Intoxication		
pb	1020	1034	
ref	Phosphore		
entry	Nécrosé	0	
orth	Nécrosé		
entry	Nécrosémiotique	0	
orth	Nécrosémiotique		
ref	Décès		
ref	Mort		
ref	Noté		
entry	Nécrosique	0	
orth	Nécrosique		
ref	Nécrose		
entry	Nécrostéose	0	
orth	Nécrostéose		
ref	Ostéoplastie		
entry	Nécrotomie	0	
orth	Nécrotomie		
entry	Nectaire	0	
orth	Nectaire		
foreign	nectarium	lat	
foreign	Honigbehälter	deu	
foreign	nectary	eng	
foreign	nettario	ita	
foreign	nectario	spa	
ref	Disque		
entry	Nectar	0	
orth	Nectar		
foreign	Nektar	deu	
foreign	nectar	eng	
foreign	nettare	ita	
foreign	nectar	spa	
entry	Nectarifère	0	
orth	Nectarifère		
foreign	nectarifer	lat	
entry	Nedad	0	
orth	Nedad		
entry	Nèfle	0	
orth	Nèfle		
ref	Néflier		
entry	Néflier	0	
orth	Néflier		
foreign	Mespilus germanica (L.)	lat	
foreign	Mispelbaum	deu	
foreign	medlar-tree	eng	
foreign	nespolo	ita	
foreign	nispero	spa	
entry	Nefro	0	
orth	Nefro		
entry	Négatif, Ve	0	
orth	Négatif		
orth	Ve		
foreign	negativ	deu	
foreign	negative	eng	
foreign	negativo	ita	
foreign	negativo	spa	
ref	Électricité		
entry	Négativité	0	
orth	Négativité		
foreign	Negativität	deu	
foreign	negativity	eng	
foreign	negatività	ita	
foreign	negativitad	spa	
entry	Nègre	0	
orth	Nègre		
foreign	Neger	deu	
foreign	negro	eng	
foreign	negro	ita	
foreign	negro	spa	
ref	Homme		
term	Nègre blanc		
ref	Albinisme		
entry	Nehai	0	
orth	Nehai		
ref	Nahé		
entry	Neige	0	
orth	Neige		
foreign	rnix	lat	
foreign	Schnee	deu	
foreign	snow	eng	
foreign	neve	ita	
foreign	nieve	spa	
foreign	χιὼν	grc	
entry	Neiroun	0	
orth	Neiroun		
entry	Nelumbiacées	0	
orth	Nelumbiacées		
entry	Nelumbium	0	
orth	Nelumbium		
ref	Fève		
entry	Nématoïdes	0	
orth	Nématoïdes		
foreign	Fadenwürmer	deu	
ref	Ver		
entry	Némertiens	0	
orth	Némertiens		
ref	Helminthes		
entry	Némoblaste	0	
orth	Némoblaste		
entry	Nénuphar	0	
orth	Nénuphar		
foreign	Nymphæa (L.)	lat	
foreign	Seerose	deu	
foreign	nymphaea	eng	
foreign	water-lily	eng	
foreign	nenufaro	ita	
foreign	nenufar	spa	
entry	Néofibrine	0	
orth	Néofibrine		
entry	Néoformation	0	
orth	Néoformation		
ref	Néoplasie		
entry	Néogala	0	
orth	Néogala		
foreign	neogala	lat	
foreign	erste Muttermilch	deu	
foreign	neogald	eng	
foreign	neogala	ita	
foreign	neogala	spa	
entry	Néomélie	1	
orth	Néomélie		
ref	Ergot		
ref	Stylospore		
ref	Archégone		
ref	Proembryok		
pb	1021	1035	
ref	Fractionnement		
ref	Multiplication		
ref	Accrémentition		
ref	Conidie		
ref	Naissance		
ref	Reproduction		
entry	Néomembrane	0	
orth	Néomembrane		
foreign	Neomembran	deu	
foreign	neomembrane	eng	
foreign	neomembrana	ita	
foreign	neomembrana	spa	
ref	Fausse		
entry	Néoménie	0	
orth	Néoménie		
foreign	neomenia	lat	
foreign	Neumond	deu	
foreign	neomenia	eng	
foreign	neomenia	ita	
foreign	noiihmio	spa	
foreign	νεομηνία	grc	
ref	Menstruation		
entry	Néoplasie	0	
orth	Néoplasie		
entry	Néoplasme	0	
orth	Néoplasme		
foreign	Neoplasma	deu	
foreign	neoplasm	eng	
foreign	neoplasma	ita	
entry	Néoplastie	0	
orth	Néoplastie		
foreign	Neubildung	deu	
foreign	neoplasty	eng	
foreign	neoplastia	ita	
foreign	neoplastia	spa	
ref	Greffe		
entry	Néossine	0	
orth	Néossine		
foreign	Neossin	deu	
foreign	neossine	eng	
foreign	neossina	ita	
foreign	neosinä	spa	
foreign	νεοσσιὰ	grc	
ref	Cubilose		
entry	Néo-vitalisme	0	
orth	Néo-vitalisme		
ref	Vitalisme		
entry	Népenthès	0	
orth	Népenthès		
foreign	nepenthes	lat	
foreign	νηπενθὴς	grc	
term	Nepenthès distillatoria		
term	indica		
entry	Néphélion	0	
orth	Néphélion		
foreign	nephelium	lat	
foreign	Wölkchen	deu	
foreign	nephelium	eng	
foreign	nefelio	ita	
ref	Albugo		
ref	Taie		
entry	Néphélis	0	
orth	Néphélis		
entry	Néphogène	0	
orth	Néphogène		
ref	Pulvérisation		
entry	Néphralgie	1	
orth	Néphralgie		
foreign	nephralgia	lat	
foreign	Nierenschmerz	deu	
foreign	nephralgia	eng	
foreign	nephralgy	eng	
foreign	nefralgia	ita	
foreign	nefralgia	spa	
pb	1022	1036	
entry	Néphrelminthique	0	
orth	Néphrelminthique		
foreign	nephrelminthicus	lat	
foreign	nephrelminthisch	deu	
foreign	nephrelminthic	eng	
foreign	nefrelmintico	ita	
foreign	nefrelmintico	spa	
entry	Néphremphraxis	0	
orth	Néphremphraxis		
foreign	nephremphraxis	lat	
foreign	Nierenverstopfang	deu	
foreign	nephremphraxis	eng	
foreign	nefrenfrassia	ita	
foreign	nefrenfraxis	spa	
entry	Néphrésie	0	
orth	Néphrésie		
entry	Néphrétique	0	
orth	Néphrétique		
foreign	nephriticus	lat	
foreign	nephritisch	deu	
foreign	nephritic	eng	
foreign	nefretico	ita	
foreign	nefritico	spa	
foreign	νεφριτικὸς	grc	
term	Bois néphrétique		
term	Colique néphrétique		
term	Pierre néphrétique		
ref	Jade		
entry	Néphridion	0	
orth	Néphridion		
foreign	νεφρίδιον	grc	
entry	Néphrine	0	
orth	Néphrine		
ref	Cvstlne		
entry	Néphrite	0	
orth	Néphrite		
foreign	nephritis	lat	
foreign	Nierenentzündung	deu	
foreign	nephritis	eng	
foreign	nefrite	ita	
foreign	nefritis	spa	
foreign	νεφρῖτις	grc	
term	Néphrite albumineuse		
entry	Néphritique	0	
orth	Néphritique		
foreign	nephriticus	lat	
foreign	νεφριτικός	grc	
entry	Néphrocèle	0	
orth	Néphrocèle		
foreign	Nierenbruch	deu	
foreign	nephrocelé	eng	
entry	Néphro-gastrique	0	
orth	Néphro-gastrique		
term	Fistule néphro-gastrique		
ref	Néphrotomie		
entry	Nephrographie	0	
orth	Nephrographie		
foreign	nephrographia	lat	
foreign	Nephrographia	deu	
foreign	Nierenbeschreibung	deu	
foreign	nephrography	eng	
foreign	nefrografia	ita	
foreign	nefrografia	spa	
entry	Néphrolithe	0	
orth	Néphrolithe		
entry	Nephrolithiase	0	
orth	Nephrolithiase		
foreign	nephrolithiasis	lat	
foreign	Steinkrankheit	deu	
foreign	Harngries	deu	
foreign	nephrolithiasis	eng	
foreign	nefrolitiasi	ita	
foreign	nefrolitiasis	spa	
entry	Néphrolithique	0	
orth	Néphrolithique		
foreign	nephrolithicus	lat	
foreign	nephrolithisch	deu	
foreign	nephrolitic	eng	
foreign	nefrolitico	ita	
foreign	nefrolitico	spa	
entry	Néphrolithotomie	0	
orth	Néphrolithotomie		
ref	Néphrotomie		
entry	Néphrologie	0	
orth	Néphrologie		
foreign	nephrologia	lat	
foreign	Nierenlehre	deu	
foreign	nephrology	eng	
foreign	nefrologia	ita	
foreign	nefrologia	spa	
entry	Néphrophlegmasie	0	
orth	Néphrophlegmasie		
entry	Néphrophlegmatique	0	
orth	Néphrophlegmatique		
foreign	nephrophlegmaticus	lat	
foreign	nephrophlegmatisch	deu	
foreign	nephrophlegmatic	eng	
foreign	nefroflemmatico	ita	
foreign	nefroflematico	spa	
entry	Néphroplégie	0	
orth	Néphroplégie		
entry	Néphroplégique	0	
orth	Néphroplégique		
foreign	nephroplegisch	deu	
foreign	nephroplegic	eng	
foreign	nefroplegico	ita	
foreign	nefroplegico	spa	
entry	Néphropléthorique	0	
orth	Néphropléthorique		
foreign	nephroplethoricus	lat	
foreign	nephroplethorisch	deu	
foreign	nephroplethoric	eng	
foreign	nefropletorico	ita	
foreign	nefropletorico	spa	
entry	Néphropyique	0	
orth	Néphropyique		
foreign	nephropyicus	lat	
foreign	nephropyic	eng	
foreign	nefropiico	ita	
foreign	nefropiico	spa	
entry	Néphropyose	0	
orth	Néphropyose		
foreign	nephropyosis	lat	
foreign	Nierenvereiterung	deu	
foreign	nephropyosis	eng	
foreign	nefropiosi	ita	
foreign	nefropiosis	spa	
entry	Nephrorrhagie	0	
orth	Nephrorrhagie		
foreign	nephrorrhagia	lat	
foreign	Nierenblutfluss	deu	
